fir_id,officer_id,assigned_date,is_lead_officer
FIR-001214,OFF-0040,2025-09-15,True
FIR-001215,OFF-0040,2025-10-07,True
FIR-001216,OFF-0102,2025-10-19,True
FIR-001217,OFF-0133,2025-11-15,True
FIR-001218,OFF-0102,2025-11-17,True
FIR-001219,OFF-0102,2025-12-31,True
FIR-001220,OFF-0040,2025-12-21,True
FIR-001221,OFF-0165,2021-01-03,True
FIR-001222,OFF-0134,2021-01-16,True
FIR-001223,OFF-0041,2021-02-10,True
FIR-001224,OFF-0103,2021-02-03,True
FIR-001225,OFF-0134,2021-03-23,True
FIR-001226,OFF-0103,2021-03-17,True
FIR-001227,OFF-0165,2021-04-22,True
FIR-001228,OFF-0010,2021-04-02,True
FIR-001229,OFF-0134,2021-05-11,True
FIR-001230,OFF-0165,2021-05-01,True
FIR-001231,OFF-0103,2021-06-25,True
FIR-001232,OFF-0165,2021-06-03,True
FIR-001233,OFF-0010,2021-07-13,True
FIR-001234,OFF-0165,2021-07-25,True
FIR-001235,OFF-0010,2021-08-16,True
FIR-001236,OFF-0072,2021-08-17,True
FIR-001237,OFF-0041,2021-09-22,True
FIR-001238,OFF-0165,2021-09-14,True
FIR-001239,OFF-0134,2021-10-31,True
FIR-001240,OFF-0134,2021-10-23,True
FIR-001241,OFF-0165,2021-11-14,True
FIR-001242,OFF-0103,2021-11-03,True
FIR-001243,OFF-0072,2021-12-27,True
FIR-001244,OFF-0010,2021-12-11,True
FIR-001245,OFF-0072,2022-01-19,True
FIR-001246,OFF-0072,2022-01-31,True
FIR-001247,OFF-0010,2022-02-03,True
FIR-001248,OFF-0134,2022-02-03,True
FIR-001249,OFF-0010,2022-03-13,True
FIR-001250,OFF-0134,2022-03-12,True
FIR-001251,OFF-0134,2022-04-14,True
FIR-001252,OFF-0134,2022-04-19,True
FIR-001253,OFF-0072,2022-05-22,True
FIR-001254,OFF-0165,2022-05-11,True
FIR-001255,OFF-0165,2022-06-01,True
FIR-001256,OFF-0134,2022-06-17,True
FIR-001257,OFF-0134,2022-07-17,True
FIR-001258,OFF-0165,2022-07-06,True
FIR-001259,OFF-0072,2022-08-14,True
FIR-001260,OFF-0165,2022-08-11,True
FIR-001261,OFF-0010,2022-09-03,True
FIR-001262,OFF-0010,2022-09-13,True
FIR-001263,OFF-0103,2022-10-11,True
FIR-001264,OFF-0072,2022-10-08,True
FIR-001265,OFF-0041,2022-11-04,True
FIR-001266,OFF-0103,2022-11-07,True
FIR-001267,OFF-0010,2022-12-24,True
FIR-001268,OFF-0072,2022-12-25,True
FIR-001269,OFF-0041,2023-01-12,True
FIR-001270,OFF-0041,2023-01-11,True
FIR-001271,OFF-0103,2023-02-04,True
FIR-001272,OFF-0072,2023-02-28,True
FIR-001273,OFF-0010,2023-03-17,True
FIR-001274,OFF-0072,2023-03-28,True
FIR-001275,OFF-0072,2023-04-17,True
FIR-001276,OFF-0010,2023-04-19,True
FIR-001277,OFF-0041,2023-05-24,True
FIR-001278,OFF-0041,2023-05-12,True
FIR-001279,OFF-0134,2023-06-03,True
FIR-001280,OFF-0165,2023-06-22,True
FIR-001281,OFF-0072,2023-07-19,True
FIR-001282,OFF-0134,2023-07-19,True
FIR-001283,OFF-0134,2023-08-17,True
FIR-001284,OFF-0165,2023-08-26,True
FIR-001285,OFF-0041,2023-09-13,True
FIR-001286,OFF-0165,2023-09-24,True
FIR-001287,OFF-0103,2023-10-02,True
FIR-001288,OFF-0010,2023-10-21,True
FIR-001289,OFF-0134,2023-11-06,True
FIR-001290,OFF-0010,2023-11-29,True
FIR-001291,OFF-0010,2023-12-28,True
FIR-001292,OFF-0165,2023-12-08,True
FIR-001293,OFF-0041,2024-01-22,True
FIR-001294,OFF-0072,2024-01-04,True
FIR-001295,OFF-0103,2024-02-25,True
FIR-001296,OFF-0165,2024-02-14,True
FIR-001297,OFF-0072,2024-03-21,True
FIR-001298,OFF-0041,2024-03-13,True
FIR-001299,OFF-0010,2024-04-13,True
FIR-001300,OFF-0134,2024-04-12,True
FIR-001301,OFF-0134,2024-05-27,True
FIR-001302,OFF-0010,2024-05-08,True
FIR-001303,OFF-0010,2024-06-14,True
FIR-001304,OFF-0010,2024-06-12,True
FIR-001305,OFF-0072,2024-07-11,True
FIR-001306,OFF-0165,2024-07-17,True
FIR-001307,OFF-0134,2024-08-26,True
FIR-001308,OFF-0041,2024-08-13,True
FIR-001309,OFF-0072,2024-09-11,True
FIR-001310,OFF-0103,2024-09-15,True
FIR-001311,OFF-0010,2024-10-22,True
FIR-001312,OFF-0010,2024-10-12,True
FIR-001313,OFF-0041,2024-11-23,True
FIR-001314,OFF-0134,2024-11-15,True
FIR-001315,OFF-0165,2024-12-14,True
FIR-001316,OFF-0072,2024-12-17,True
FIR-001317,OFF-0072,2025-01-04,True
FIR-001318,OFF-0165,2025-01-15,True
FIR-001319,OFF-0165,2025-02-01,True
FIR-001320,OFF-0134,2025-02-19,True
FIR-001321,OFF-0134,2025-03-31,True
FIR-001322,OFF-0165,2025-03-10,True
FIR-001323,OFF-0165,2025-04-08,True
FIR-001324,OFF-0103,2025-04-10,True
FIR-001325,OFF-0041,2025-05-31,True
FIR-001326,OFF-0103,2025-05-13,True
FIR-001327,OFF-0041,2025-06-08,True
FIR-001328,OFF-0010,2025-06-10,True
FIR-001329,OFF-0165,2025-07-09,True
FIR-001330,OFF-0072,2025-07-29,True
FIR-001331,OFF-0010,2025-08-24,True
FIR-001332,OFF-0134,2025-08-04,True
FIR-001333,OFF-0010,2025-09-30,True
FIR-001334,OFF-0010,2025-09-28,True
FIR-001335,OFF-0134,2025-10-23,True
FIR-001336,OFF-0103,2025-10-21,True
FIR-001337,OFF-0103,2025-11-30,True
FIR-001338,OFF-0103,2025-11-25,True
FIR-001339,OFF-0010,2025-12-20,True
FIR-001340,OFF-0072,2025-12-24,True
FIR-001341,OFF-0042,2021-01-29,True
FIR-001342,OFF-0135,2021-01-03,True
FIR-001343,OFF-0166,2021-01-08,True
FIR-001344,OFF-0011,2021-01-04,True
FIR-001345,OFF-0042,2021-02-21,True
FIR-001346,OFF-0135,2021-02-23,True
FIR-001347,OFF-0135,2021-02-03,True
FIR-001348,OFF-0011,2021-02-26,True
FIR-001349,OFF-0166,2021-03-10,True
FIR-001350,OFF-0135,2021-03-25,True
FIR-001351,OFF-0042,2021-03-28,True
FIR-001352,OFF-0042,2021-03-02,True
FIR-001353,OFF-0042,2021-04-24,True
FIR-001354,OFF-0135,2021-04-03,True
FIR-001355,OFF-0135,2021-04-10,True
FIR-001356,OFF-0166,2021-04-12,True
FIR-001357,OFF-0166,2021-05-27,True
FIR-001358,OFF-0011,2021-05-14,True
FIR-001359,OFF-0166,2021-05-26,True
FIR-001360,OFF-0135,2021-05-23,True
FIR-001361,OFF-0135,2021-06-30,True
FIR-001362,OFF-0011,2021-06-28,True
FIR-001363,OFF-0042,2021-06-27,True
FIR-001364,OFF-0011,2021-06-07,True
FIR-001365,OFF-0042,2021-07-02,True
FIR-001366,OFF-0042,2021-07-22,True
FIR-001367,OFF-0135,2021-07-25,True
FIR-001368,OFF-0166,2021-07-28,True
FIR-001369,OFF-0011,2021-08-31,True
FIR-001370,OFF-0135,2021-08-13,True
FIR-001371,OFF-0042,2021-08-19,True
FIR-001372,OFF-0166,2021-08-06,True
FIR-001373,OFF-0011,2021-08-13,True
FIR-001374,OFF-0166,2021-09-06,True
FIR-001375,OFF-0042,2021-09-05,True
FIR-001376,OFF-0166,2021-09-05,True
FIR-001377,OFF-0042,2021-09-22,True
FIR-001378,OFF-0042,2021-09-13,True
FIR-001379,OFF-0135,2021-10-13,True
FIR-001380,OFF-0042,2021-10-06,True
FIR-001381,OFF-0166,2021-10-06,True
FIR-001382,OFF-0135,2021-10-08,True
FIR-001383,OFF-0042,2021-10-03,True
FIR-001384,OFF-0166,2021-11-18,True
FIR-001385,OFF-0011,2021-11-08,True
FIR-001386,OFF-0011,2021-11-28,True
FIR-001387,OFF-0042,2021-11-17,True
FIR-001388,OFF-0166,2021-11-15,True
FIR-001389,OFF-0011,2021-12-05,True
FIR-001390,OFF-0135,2021-12-20,True
FIR-001391,OFF-0166,2021-12-01,True
FIR-001392,OFF-0011,2021-12-19,True
FIR-001393,OFF-0166,2022-01-26,True
FIR-001394,OFF-0042,2022-01-21,True
FIR-001395,OFF-0135,2022-01-26,True
FIR-001396,OFF-0166,2022-01-17,True
FIR-001397,OFF-0135,2022-02-20,True
FIR-001398,OFF-0135,2022-02-08,True
FIR-001399,OFF-0166,2022-02-03,True
FIR-001400,OFF-0011,2022-02-13,True
FIR-001401,OFF-0011,2022-03-11,True
FIR-001402,OFF-0166,2022-03-27,True
FIR-001403,OFF-0135,2022-03-22,True
FIR-001404,OFF-0166,2022-03-19,True
FIR-001405,OFF-0011,2022-04-09,True
FIR-001406,OFF-0135,2022-04-11,True
FIR-001407,OFF-0166,2022-04-01,True
FIR-001408,OFF-0135,2022-04-20,True
FIR-001409,OFF-0042,2022-05-30,True
FIR-001410,OFF-0135,2022-05-28,True
FIR-001411,OFF-0166,2022-05-09,True
FIR-001412,OFF-0011,2022-05-12,True
FIR-001413,OFF-0011,2022-06-24,True
FIR-001414,OFF-0166,2022-06-22,True
FIR-001415,OFF-0166,2022-06-27,True
FIR-001416,OFF-0135,2022-06-02,True
FIR-001417,OFF-0166,2022-07-21,True
FIR-001418,OFF-0166,2022-07-09,True
FIR-001419,OFF-0166,2022-07-17,True
FIR-001420,OFF-0135,2022-07-05,True
FIR-001421,OFF-0042,2022-08-14,True
FIR-001422,OFF-0042,2022-08-06,True
FIR-001423,OFF-0135,2022-08-20,True
FIR-001424,OFF-0166,2022-08-04,True
FIR-001425,OFF-0135,2022-08-19,True
FIR-001426,OFF-0042,2022-09-29,True
FIR-001427,OFF-0042,2022-09-29,True
FIR-001428,OFF-0011,2022-09-15,True
FIR-001429,OFF-0042,2022-09-09,True
FIR-001430,OFF-0166,2022-09-09,True
FIR-001431,OFF-0011,2022-10-16,True
FIR-001432,OFF-0042,2022-10-16,True
FIR-001433,OFF-0042,2022-10-15,True
FIR-001434,OFF-0166,2022-10-16,True
FIR-001435,OFF-0011,2022-10-24,True
FIR-001436,OFF-0042,2022-11-21,True
FIR-001437,OFF-0166,2022-11-15,True
FIR-001438,OFF-0011,2022-11-05,True
FIR-001439,OFF-0135,2022-11-19,True
FIR-001440,OFF-0166,2022-11-30,True
FIR-001441,OFF-0135,2022-12-13,True
FIR-001442,OFF-0042,2022-12-30,True
FIR-001443,OFF-0042,2022-12-04,True
FIR-001444,OFF-0166,2022-12-15,True
FIR-001445,OFF-0042,2023-01-11,True
FIR-001446,OFF-0166,2023-01-20,True
FIR-001447,OFF-0011,2023-01-28,True
FIR-001448,OFF-0042,2023-01-21,True
FIR-001449,OFF-0166,2023-02-14,True
FIR-001450,OFF-0011,2023-02-18,True
FIR-001451,OFF-0166,2023-02-07,True
FIR-001452,OFF-0011,2023-02-01,True
FIR-001453,OFF-0166,2023-03-27,True
FIR-001454,OFF-0135,2023-03-24,True
FIR-001455,OFF-0011,2023-03-01,True
FIR-001456,OFF-0166,2023-03-07,True
FIR-001457,OFF-0135,2023-04-19,True
FIR-001458,OFF-0166,2023-04-25,True
FIR-001459,OFF-0011,2023-04-11,True
FIR-001460,OFF-0042,2023-04-22,True
FIR-001461,OFF-0011,2023-05-18,True
FIR-001462,OFF-0135,2023-05-15,True
FIR-001463,OFF-0166,2023-05-12,True
FIR-001464,OFF-0135,2023-05-03,True
FIR-001465,OFF-0135,2023-06-06,True
FIR-001466,OFF-0135,2023-06-30,True
FIR-001467,OFF-0166,2023-06-24,True
FIR-001468,OFF-0135,2023-06-16,True
FIR-001469,OFF-0166,2023-07-09,True
FIR-001470,OFF-0166,2023-07-04,True
FIR-001471,OFF-0042,2023-07-26,True
FIR-001472,OFF-0166,2023-07-06,True
FIR-001473,OFF-0042,2023-08-11,True
FIR-001474,OFF-0166,2023-08-12,True
FIR-001475,OFF-0042,2023-08-14,True
FIR-001476,OFF-0011,2023-08-26,True
FIR-001477,OFF-0042,2023-08-19,True
FIR-001478,OFF-0042,2023-09-20,True
FIR-001479,OFF-0042,2023-09-23,True
FIR-001480,OFF-0042,2023-09-08,True
FIR-001481,OFF-0042,2023-09-04,True
FIR-001482,OFF-0011,2023-09-02,True
FIR-001483,OFF-0135,2023-10-09,True
FIR-001484,OFF-0042,2023-10-31,True
FIR-001485,OFF-0011,2023-10-12,True
FIR-001486,OFF-0011,2023-10-03,True
FIR-001487,OFF-0042,2023-10-19,True
FIR-001488,OFF-0166,2023-11-20,True
FIR-001489,OFF-0042,2023-11-12,True
FIR-001490,OFF-0011,2023-11-29,True
FIR-001491,OFF-0135,2023-11-26,True
FIR-001492,OFF-0166,2023-11-02,True
FIR-001493,OFF-0042,2023-12-28,True
FIR-001494,OFF-0166,2023-12-07,True
FIR-001495,OFF-0011,2023-12-03,True
FIR-001496,OFF-0011,2023-12-08,True
FIR-001497,OFF-0042,2024-01-21,True
FIR-001498,OFF-0042,2024-01-27,True
FIR-001499,OFF-0042,2024-01-01,True
FIR-001500,OFF-0135,2024-01-29,True
FIR-001501,OFF-0166,2024-02-20,True
FIR-001502,OFF-0042,2024-02-21,True
FIR-001503,OFF-0166,2024-02-06,True
FIR-001504,OFF-0166,2024-02-01,True
FIR-001505,OFF-0135,2024-03-01,True
FIR-001506,OFF-0011,2024-03-27,True
FIR-001507,OFF-0011,2024-03-20,True
FIR-001508,OFF-0042,2024-03-17,True
FIR-001509,OFF-0042,2024-04-04,True
FIR-001510,OFF-0042,2024-04-10,True
FIR-001511,OFF-0042,2024-04-10,True
FIR-001512,OFF-0011,2024-04-30,True
FIR-001513,OFF-0011,2024-05-20,True
FIR-001514,OFF-0042,2024-05-06,True
FIR-001515,OFF-0042,2024-05-15,True
FIR-001516,OFF-0166,2024-05-08,True
FIR-001517,OFF-0011,2024-06-30,True
FIR-001518,OFF-0135,2024-06-22,True
FIR-001519,OFF-0135,2024-06-06,True
FIR-001520,OFF-0166,2024-06-10,True
FIR-001521,OFF-0135,2024-07-22,True
FIR-001522,OFF-0011,2024-07-28,True
FIR-001523,OFF-0135,2024-07-10,True
FIR-001524,OFF-0011,2024-07-11,True
FIR-001525,OFF-0166,2024-08-26,True
FIR-001526,OFF-0135,2024-08-08,True
FIR-001527,OFF-0011,2024-08-20,True
FIR-001528,OFF-0011,2024-08-17,True
FIR-001529,OFF-0042,2024-08-27,True
FIR-001530,OFF-0042,2024-09-02,True
FIR-001531,OFF-0042,2024-09-04,True
FIR-001532,OFF-0042,2024-09-11,True
FIR-001533,OFF-0166,2024-09-01,True
FIR-001534,OFF-0166,2024-09-30,True
FIR-001535,OFF-0135,2024-10-29,True
FIR-001536,OFF-0042,2024-10-08,True
FIR-001537,OFF-0042,2024-10-10,True
FIR-001538,OFF-0166,2024-10-24,True
FIR-001539,OFF-0042,2024-10-16,True
FIR-001540,OFF-0011,2024-11-10,True
FIR-001541,OFF-0042,2024-11-30,True
FIR-001542,OFF-0011,2024-11-18,True
FIR-001543,OFF-0011,2024-11-13,True
FIR-001544,OFF-0042,2024-11-19,True
FIR-001545,OFF-0042,2024-12-01,True
FIR-001546,OFF-0042,2024-12-08,True
FIR-001547,OFF-0042,2024-12-27,True
FIR-001548,OFF-0166,2024-12-16,True
FIR-001549,OFF-0166,2025-01-30,True
FIR-001550,OFF-0042,2025-01-10,True
FIR-001551,OFF-0166,2025-01-18,True
FIR-001552,OFF-0011,2025-01-20,True
FIR-001553,OFF-0135,2025-02-09,True
FIR-001554,OFF-0011,2025-02-12,True
FIR-001555,OFF-0135,2025-02-06,True
FIR-001556,OFF-0166,2025-02-20,True
FIR-001557,OFF-0166,2025-03-24,True
FIR-001558,OFF-0011,2025-03-27,True
FIR-001559,OFF-0135,2025-03-09,True
FIR-001560,OFF-0135,2025-03-13,True
FIR-001561,OFF-0166,2025-04-16,True
FIR-001562,OFF-0011,2025-04-03,True
FIR-001563,OFF-0135,2025-04-01,True
FIR-001564,OFF-0011,2025-04-20,True
FIR-001565,OFF-0011,2025-05-15,True
FIR-001566,OFF-0011,2025-05-21,True
FIR-001567,OFF-0011,2025-05-18,True
FIR-001568,OFF-0166,2025-05-23,True
FIR-001569,OFF-0135,2025-06-27,True
FIR-001570,OFF-0042,2025-06-14,True
FIR-001571,OFF-0042,2025-06-07,True
FIR-001572,OFF-0042,2025-06-06,True
FIR-001573,OFF-0042,2025-07-01,True
FIR-001574,OFF-0011,2025-07-08,True
FIR-001575,OFF-0166,2025-07-22,True
FIR-001576,OFF-0135,2025-07-29,True
FIR-001577,OFF-0042,2025-08-12,True
FIR-001578,OFF-0042,2025-08-08,True
FIR-001579,OFF-0011,2025-08-13,True
FIR-001580,OFF-0011,2025-08-20,True
FIR-001581,OFF-0011,2025-08-26,True
FIR-001582,OFF-0011,2025-09-27,True
FIR-001583,OFF-0011,2025-09-04,True
FIR-001584,OFF-0166,2025-09-29,True
FIR-001585,OFF-0042,2025-09-07,True
FIR-001586,OFF-0042,2025-09-17,True
FIR-001587,OFF-0042,2025-10-18,True
FIR-001588,OFF-0042,2025-10-18,True
FIR-001589,OFF-0166,2025-10-02,True
FIR-001590,OFF-0135,2025-10-24,True
FIR-001591,OFF-0166,2025-10-12,True
FIR-001592,OFF-0042,2025-11-25,True
FIR-001593,OFF-0011,2025-11-16,True
FIR-001594,OFF-0011,2025-11-28,True
FIR-001595,OFF-0135,2025-11-29,True
FIR-001596,OFF-0135,2025-11-01,True
FIR-001597,OFF-0011,2025-12-23,True
FIR-001598,OFF-0011,2025-12-14,True
FIR-001599,OFF-0042,2025-12-12,True
FIR-001600,OFF-0135,2025-12-06,True
FIR-001601,OFF-0136,2021-01-17,True
FIR-001602,OFF-0136,2021-01-10,True
FIR-001603,OFF-0105,2021-02-25,True
FIR-001604,OFF-0136,2021-02-13,True
FIR-001605,OFF-0105,2021-03-03,True
FIR-001606,OFF-0167,2021-03-11,True
FIR-001607,OFF-0136,2021-04-07,True
FIR-001608,OFF-0105,2021-04-24,True
FIR-001609,OFF-0136,2021-05-09,True
FIR-001610,OFF-0136,2021-05-28,True
FIR-001611,OFF-0012,2021-06-08,True
FIR-001612,OFF-0167,2021-06-29,True
FIR-001613,OFF-0136,2021-07-06,True
FIR-001614,OFF-0136,2021-07-13,True
FIR-001615,OFF-0167,2021-08-17,True
FIR-001616,OFF-0167,2021-08-16,True
FIR-001617,OFF-0012,2021-09-24,True
FIR-001618,OFF-0105,2021-09-20,True
FIR-001619,OFF-0105,2021-10-08,True
FIR-001620,OFF-0105,2021-10-01,True
FIR-001621,OFF-0105,2021-11-14,True
FIR-001622,OFF-0012,2021-11-06,True
FIR-001623,OFF-0012,2021-12-04,True
FIR-001624,OFF-0012,2021-12-31,True
FIR-001625,OFF-0136,2022-01-09,True
FIR-001626,OFF-0167,2022-01-17,True
FIR-001627,OFF-0012,2022-02-09,True
FIR-001628,OFF-0012,2022-02-15,True
FIR-001629,OFF-0012,2022-03-18,True
FIR-001630,OFF-0136,2022-03-31,True
FIR-001631,OFF-0105,2022-04-03,True
FIR-001632,OFF-0167,2022-04-28,True
FIR-001633,OFF-0105,2022-05-07,True
FIR-001634,OFF-0105,2022-05-02,True
FIR-001635,OFF-0136,2022-06-11,True
FIR-001636,OFF-0012,2022-06-24,True
FIR-001637,OFF-0012,2022-07-22,True
FIR-001638,OFF-0105,2022-07-29,True
FIR-001639,OFF-0136,2022-08-28,True
FIR-001640,OFF-0105,2022-08-21,True
FIR-001641,OFF-0136,2022-09-28,True
FIR-001642,OFF-0012,2022-09-25,True
FIR-001643,OFF-0136,2022-10-05,True
FIR-001644,OFF-0167,2022-10-28,True
FIR-001645,OFF-0105,2022-11-01,True
FIR-001646,OFF-0012,2022-11-02,True
FIR-001647,OFF-0012,2022-12-05,True
FIR-001648,OFF-0167,2022-12-30,True
FIR-001649,OFF-0105,2023-01-19,True
FIR-001650,OFF-0167,2023-01-03,True
FIR-001651,OFF-0136,2023-02-11,True
FIR-001652,OFF-0136,2023-02-04,True
FIR-001653,OFF-0012,2023-03-19,True
FIR-001654,OFF-0167,2023-03-22,True
FIR-001655,OFF-0167,2023-04-10,True
FIR-001656,OFF-0167,2023-04-05,True
FIR-001657,OFF-0167,2023-05-29,True
FIR-001658,OFF-0012,2023-05-30,True
FIR-001659,OFF-0167,2023-06-29,True
FIR-001660,OFF-0167,2023-06-12,True
FIR-001661,OFF-0167,2023-07-03,True
FIR-001662,OFF-0105,2023-07-24,True
FIR-001663,OFF-0167,2023-08-07,True
FIR-001664,OFF-0105,2023-08-24,True
FIR-001665,OFF-0012,2023-09-21,True
FIR-001666,OFF-0136,2023-09-05,True
FIR-001667,OFF-0105,2023-10-05,True
FIR-001668,OFF-0167,2023-10-31,True
FIR-001669,OFF-0136,2023-11-18,True
FIR-001670,OFF-0012,2023-11-29,True
FIR-001671,OFF-0012,2023-12-17,True
FIR-001672,OFF-0012,2023-12-09,True
FIR-001673,OFF-0136,2024-01-24,True
FIR-001674,OFF-0012,2024-01-16,True
FIR-001675,OFF-0012,2024-02-08,True
FIR-001676,OFF-0012,2024-02-24,True
FIR-001677,OFF-0105,2024-03-28,True
FIR-001678,OFF-0136,2024-03-30,True
FIR-001679,OFF-0105,2024-04-14,True
FIR-001680,OFF-0105,2024-04-27,True
FIR-001681,OFF-0012,2024-05-15,True
FIR-001682,OFF-0167,2024-05-31,True
FIR-001683,OFF-0136,2024-06-19,True
FIR-001684,OFF-0012,2024-06-19,True
FIR-001685,OFF-0012,2024-07-17,True
FIR-001686,OFF-0167,2024-07-17,True
FIR-001687,OFF-0167,2024-08-06,True
FIR-001688,OFF-0105,2024-08-03,True
FIR-001689,OFF-0136,2024-09-12,True
FIR-001690,OFF-0012,2024-09-16,True
FIR-001691,OFF-0136,2024-10-08,True
FIR-001692,OFF-0105,2024-10-15,True
FIR-001693,OFF-0012,2024-11-05,True
FIR-001694,OFF-0012,2024-11-13,True
FIR-001695,OFF-0136,2024-12-01,True
FIR-001696,OFF-0167,2024-12-10,True
FIR-001697,OFF-0012,2025-01-14,True
FIR-001698,OFF-0136,2025-01-08,True
FIR-001699,OFF-0136,2025-02-22,True
FIR-001700,OFF-0167,2025-02-09,True
FIR-001701,OFF-0012,2025-03-04,True
FIR-001702,OFF-0136,2025-03-22,True
FIR-001703,OFF-0012,2025-04-28,True
FIR-001704,OFF-0136,2025-04-11,True
FIR-001705,OFF-0136,2025-05-01,True
FIR-001706,OFF-0012,2025-05-03,True
FIR-001707,OFF-0167,2025-06-19,True
FIR-001708,OFF-0012,2025-06-28,True
FIR-001709,OFF-0136,2025-07-16,True
FIR-001710,OFF-0105,2025-07-12,True
FIR-001711,OFF-0012,2025-08-15,True
FIR-001712,OFF-0136,2025-08-31,True
FIR-001713,OFF-0167,2025-09-05,True
FIR-001714,OFF-0105,2025-09-13,True
FIR-001715,OFF-0012,2025-10-13,True
FIR-001716,OFF-0167,2025-10-14,True
FIR-001717,OFF-0167,2025-11-28,True
FIR-001718,OFF-0136,2025-11-13,True
FIR-001719,OFF-0105,2025-12-07,True
FIR-001720,OFF-0167,2025-12-03,True
FIR-001721,OFF-0044,2021-01-13,True
FIR-001722,OFF-0044,2021-01-24,True
FIR-001723,OFF-0044,2021-01-28,True
FIR-001724,OFF-0075,2021-01-10,True
FIR-001725,OFF-0075,2021-02-11,True
FIR-001726,OFF-0013,2021-02-02,True
FIR-001727,OFF-0044,2021-02-12,True
FIR-001728,OFF-0044,2021-02-04,True
FIR-001729,OFF-0044,2021-03-21,True
FIR-001730,OFF-0075,2021-03-08,True
FIR-001731,OFF-0013,2021-03-14,True
FIR-001732,OFF-0044,2021-03-14,True
FIR-001733,OFF-0013,2021-04-25,True
FIR-001734,OFF-0013,2021-04-11,True
FIR-001735,OFF-0044,2021-04-24,True
FIR-001736,OFF-0106,2021-04-08,True
FIR-001737,OFF-0106,2021-05-09,True
FIR-001738,OFF-0013,2021-05-23,True
FIR-001739,OFF-0013,2021-05-09,True
FIR-001740,OFF-0044,2021-05-12,True
FIR-001741,OFF-0044,2021-06-02,True
FIR-001742,OFF-0044,2021-06-18,True
FIR-001743,OFF-0075,2021-06-13,True
FIR-001744,OFF-0044,2021-06-17,True
FIR-001745,OFF-0044,2021-07-18,True
FIR-001746,OFF-0075,2021-07-03,True
FIR-001747,OFF-0013,2021-07-22,True
FIR-001748,OFF-0106,2021-07-28,True
FIR-001749,OFF-0044,2021-08-15,True
FIR-001750,OFF-0106,2021-08-10,True
FIR-001751,OFF-0075,2021-08-07,True
FIR-001752,OFF-0013,2021-08-04,True
FIR-001753,OFF-0075,2021-08-18,True
FIR-001754,OFF-0106,2021-09-13,True
FIR-001755,OFF-0013,2021-09-24,True
FIR-001756,OFF-0044,2021-09-24,True
FIR-001757,OFF-0044,2021-09-27,True
FIR-001758,OFF-0106,2021-09-27,True
FIR-001759,OFF-0013,2021-10-12,True
FIR-001760,OFF-0075,2021-10-02,True
FIR-001761,OFF-0013,2021-10-26,True
FIR-001762,OFF-0106,2021-10-29,True
FIR-001763,OFF-0013,2021-10-30,True
FIR-001764,OFF-0075,2021-11-25,True
FIR-001765,OFF-0044,2021-11-19,True
FIR-001766,OFF-0075,2021-11-28,True
FIR-001767,OFF-0075,2021-11-19,True
FIR-001768,OFF-0044,2021-11-03,True
FIR-001769,OFF-0075,2021-12-21,True
FIR-001770,OFF-0013,2021-12-05,True
FIR-001771,OFF-0044,2021-12-08,True
FIR-001772,OFF-0075,2021-12-06,True
FIR-001773,OFF-0075,2022-01-21,True
FIR-001774,OFF-0075,2022-01-21,True
FIR-001775,OFF-0106,2022-01-01,True
FIR-001776,OFF-0075,2022-01-11,True
FIR-001777,OFF-0106,2022-02-13,True
FIR-001778,OFF-0075,2022-02-11,True
FIR-001779,OFF-0044,2022-02-19,True
FIR-001780,OFF-0044,2022-02-02,True
FIR-001781,OFF-0044,2022-03-04,True
FIR-001782,OFF-0013,2022-03-13,True
FIR-001783,OFF-0075,2022-03-08,True
FIR-001784,OFF-0013,2022-03-13,True
FIR-001785,OFF-0044,2022-04-17,True
FIR-001786,OFF-0013,2022-04-16,True
FIR-001787,OFF-0075,2022-04-01,True
FIR-001788,OFF-0013,2022-04-13,True
FIR-001789,OFF-0013,2022-05-28,True
FIR-001790,OFF-0075,2022-05-31,True
FIR-001791,OFF-0075,2022-05-02,True
FIR-001792,OFF-0044,2022-05-04,True
FIR-001793,OFF-0075,2022-06-05,True
FIR-001794,OFF-0013,2022-06-20,True
FIR-001795,OFF-0106,2022-06-06,True
FIR-001796,OFF-0044,2022-06-10,True
FIR-001797,OFF-0044,2022-07-14,True
FIR-001798,OFF-0075,2022-07-08,True
FIR-001799,OFF-0013,2022-07-06,True
FIR-001800,OFF-0075,2022-07-11,True
FIR-001801,OFF-0013,2022-08-03,True
FIR-001802,OFF-0075,2022-08-03,True
FIR-001803,OFF-0044,2022-08-01,True
FIR-001804,OFF-0106,2022-08-24,True
FIR-001805,OFF-0044,2022-08-31,True
FIR-001806,OFF-0044,2022-09-16,True
FIR-001807,OFF-0044,2022-09-01,True
FIR-001808,OFF-0013,2022-09-20,True
FIR-001809,OFF-0044,2022-09-29,True
FIR-001810,OFF-0044,2022-09-29,True
FIR-001811,OFF-0106,2022-10-31,True
FIR-001812,OFF-0075,2022-10-12,True
FIR-001813,OFF-0075,2022-10-26,True
FIR-001814,OFF-0106,2022-10-11,True
FIR-001815,OFF-0075,2022-10-28,True
FIR-001816,OFF-0013,2022-11-18,True
FIR-001817,OFF-0044,2022-11-06,True
FIR-001818,OFF-0044,2022-11-08,True
FIR-001819,OFF-0013,2022-11-10,True
FIR-001820,OFF-0013,2022-11-23,True
