victim_id,fir_id,injury_severity,complaint_type
VIC-01526,FIR-000833,MINOR,THIRD_PARTY
VIC-01645,FIR-000834,NONE,SELF
VIC-01339,FIR-000835,NONE,SELF
VIC-01252,FIR-000835,MODERATE,THIRD_PARTY
VIC-01044,FIR-000836,NONE,THIRD_PARTY
VIC-02615,FIR-000837,MINOR,SELF
VIC-01341,FIR-000837,MODERATE,POLICE_SUO_MOTU
VIC-03565,FIR-000838,NONE,SELF
VIC-02967,FIR-000839,NONE,SELF
VIC-02929,FIR-000840,SEVERE,THIRD_PARTY
VIC-00071,FIR-000841,NONE,SELF
VIC-02179,FIR-000842,NONE,POLICE_SUO_MOTU
VIC-02094,FIR-000843,SEVERE,FAMILY_MEMBER
VIC-00369,FIR-000844,MINOR,FAMILY_MEMBER
VIC-03115,FIR-000844,MINOR,FAMILY_MEMBER
VIC-02829,FIR-000845,MINOR,FAMILY_MEMBER
VIC-00816,FIR-000845,NONE,SELF
VIC-01730,FIR-000846,MINOR,FAMILY_MEMBER
VIC-00256,FIR-000847,NONE,THIRD_PARTY
VIC-00793,FIR-000848,MINOR,SELF
VIC-00191,FIR-000849,NONE,SELF
VIC-02818,FIR-000850,NONE,SELF
VIC-03451,FIR-000851,MODERATE,SELF
VIC-00256,FIR-000852,NONE,SELF
VIC-00672,FIR-000852,MODERATE,FAMILY_MEMBER
VIC-00727,FIR-000853,MODERATE,POLICE_SUO_MOTU
VIC-03573,FIR-000853,MINOR,THIRD_PARTY
VIC-00835,FIR-000854,NONE,SELF
VIC-01378,FIR-000855,MINOR,THIRD_PARTY
VIC-03740,FIR-000855,MODERATE,THIRD_PARTY
VIC-01714,FIR-000856,MINOR,POLICE_SUO_MOTU
VIC-00778,FIR-000857,NONE,SELF
VIC-00593,FIR-000858,NONE,SELF
VIC-01431,FIR-000859,MODERATE,SELF
VIC-02165,FIR-000860,MINOR,FAMILY_MEMBER
VIC-00082,FIR-000861,MINOR,THIRD_PARTY
VIC-00390,FIR-000861,MINOR,SELF
VIC-02384,FIR-000862,NONE,FAMILY_MEMBER
VIC-03508,FIR-000863,MINOR,SELF
VIC-02545,FIR-000863,NONE,FAMILY_MEMBER
VIC-03762,FIR-000864,MINOR,SELF
VIC-01717,FIR-000864,MINOR,SELF
VIC-01434,FIR-000865,MINOR,SELF
VIC-03367,FIR-000866,MODERATE,FAMILY_MEMBER
VIC-03367,FIR-000867,NONE,SELF
VIC-02355,FIR-000868,MODERATE,SELF
VIC-02078,FIR-000869,MINOR,THIRD_PARTY
VIC-02468,FIR-000870,NONE,SELF
VIC-03024,FIR-000871,NONE,SELF
VIC-00419,FIR-000872,MINOR,SELF
VIC-01733,FIR-000872,MINOR,POLICE_SUO_MOTU
VIC-02535,FIR-000873,NONE,SELF
VIC-01874,FIR-000874,NONE,FAMILY_MEMBER
VIC-02531,FIR-000875,MODERATE,SELF
VIC-00793,FIR-000876,MODERATE,THIRD_PARTY
VIC-01893,FIR-000877,NONE,THIRD_PARTY
VIC-02581,FIR-000877,NONE,SELF
VIC-00438,FIR-000878,SEVERE,SELF
VIC-00838,FIR-000879,NONE,FAMILY_MEMBER
VIC-03303,FIR-000880,NONE,SELF
VIC-03636,FIR-000881,SEVERE,SELF
VIC-01879,FIR-000881,NONE,SELF
VIC-00075,FIR-000882,MODERATE,SELF
VIC-02131,FIR-000883,NONE,SELF
VIC-02276,FIR-000884,NONE,FAMILY_MEMBER
VIC-02732,FIR-000885,MODERATE,FAMILY_MEMBER
VIC-01073,FIR-000886,MODERATE,FAMILY_MEMBER
VIC-03546,FIR-000887,NONE,SELF
VIC-03749,FIR-000888,NONE,SELF
VIC-00740,FIR-000888,MODERATE,FAMILY_MEMBER
VIC-03562,FIR-000889,MODERATE,SELF
VIC-03893,FIR-000890,NONE,SELF
VIC-00785,FIR-000891,MODERATE,POLICE_SUO_MOTU
VIC-01206,FIR-000892,MINOR,FAMILY_MEMBER
VIC-02954,FIR-000893,SEVERE,FAMILY_MEMBER
VIC-03598,FIR-000894,MINOR,SELF
VIC-01752,FIR-000895,NONE,FAMILY_MEMBER
VIC-01211,FIR-000896,NONE,POLICE_SUO_MOTU
VIC-00178,FIR-000897,NONE,SELF
VIC-03697,FIR-000898,SEVERE,THIRD_PARTY
VIC-00551,FIR-000899,MODERATE,SELF
VIC-02447,FIR-000900,MINOR,SELF
VIC-00731,FIR-000901,NONE,THIRD_PARTY
VIC-03681,FIR-000902,NONE,FAMILY_MEMBER
VIC-00121,FIR-000903,NONE,SELF
VIC-01182,FIR-000904,MINOR,SELF
VIC-02461,FIR-000904,MINOR,SELF
VIC-02189,FIR-000905,NONE,SELF
VIC-00562,FIR-000905,NONE,FAMILY_MEMBER
VIC-03396,FIR-000906,MODERATE,FAMILY_MEMBER
VIC-00524,FIR-000907,MINOR,THIRD_PARTY
VIC-02938,FIR-000908,MODERATE,SELF
VIC-00587,FIR-000908,MINOR,SELF
VIC-02196,FIR-000909,MINOR,FAMILY_MEMBER
VIC-02918,FIR-000910,MINOR,FAMILY_MEMBER
VIC-01251,FIR-000911,NONE,THIRD_PARTY
VIC-00416,FIR-000912,MINOR,POLICE_SUO_MOTU
VIC-00345,FIR-000913,MINOR,SELF
VIC-02609,FIR-000914,NONE,SELF
VIC-01836,FIR-000914,MINOR,SELF
VIC-00880,FIR-000915,NONE,SELF
VIC-02905,FIR-000916,NONE,THIRD_PARTY
VIC-02379,FIR-000917,NONE,THIRD_PARTY
VIC-00817,FIR-000917,NONE,THIRD_PARTY
VIC-00404,FIR-000918,MINOR,SELF
VIC-00325,FIR-000919,MODERATE,SELF
VIC-02135,FIR-000920,SEVERE,POLICE_SUO_MOTU
VIC-02369,FIR-000921,MINOR,THIRD_PARTY
VIC-01445,FIR-000922,MODERATE,SELF
VIC-00040,FIR-000922,NONE,FAMILY_MEMBER
VIC-01284,FIR-000923,NONE,SELF
VIC-02708,FIR-000924,NONE,SELF
VIC-03213,FIR-000925,MINOR,SELF
VIC-01741,FIR-000926,MINOR,SELF
VIC-00359,FIR-000927,MODERATE,SELF
VIC-03314,FIR-000928,NONE,THIRD_PARTY
VIC-03333,FIR-000929,NONE,FAMILY_MEMBER
VIC-03640,FIR-000929,NONE,FAMILY_MEMBER
VIC-00216,FIR-000930,MINOR,FAMILY_MEMBER
VIC-00460,FIR-000931,NONE,FAMILY_MEMBER
VIC-00934,FIR-000931,MINOR,SELF
VIC-02904,FIR-000932,NONE,SELF
VIC-02718,FIR-000933,MINOR,THIRD_PARTY
VIC-01135,FIR-000934,MODERATE,SELF
VIC-03847,FIR-000935,SEVERE,FAMILY_MEMBER
VIC-01795,FIR-000936,NONE,THIRD_PARTY
VIC-02009,FIR-000937,NONE,FAMILY_MEMBER
VIC-03873,FIR-000938,MINOR,SELF
VIC-00293,FIR-000939,MINOR,FAMILY_MEMBER
VIC-03675,FIR-000940,MINOR,FAMILY_MEMBER
VIC-02167,FIR-000941,MINOR,FAMILY_MEMBER
VIC-00336,FIR-000942,MINOR,THIRD_PARTY
VIC-02168,FIR-000942,NONE,POLICE_SUO_MOTU
VIC-03236,FIR-000943,NONE,THIRD_PARTY
VIC-03116,FIR-000943,MODERATE,SELF
VIC-00340,FIR-000944,NONE,SELF
VIC-01400,FIR-000945,MODERATE,THIRD_PARTY
VIC-01951,FIR-000946,MODERATE,SELF
VIC-00047,FIR-000947,MODERATE,SELF
VIC-02690,FIR-000947,SEVERE,POLICE_SUO_MOTU
VIC-00684,FIR-000948,MODERATE,SELF
VIC-00606,FIR-000949,MINOR,SELF
VIC-01489,FIR-000950,NONE,THIRD_PARTY
VIC-03076,FIR-000951,NONE,FAMILY_MEMBER
VIC-03130,FIR-000952,NONE,FAMILY_MEMBER
VIC-00580,FIR-000952,NONE,SELF
VIC-03573,FIR-000953,NONE,FAMILY_MEMBER
VIC-03548,FIR-000954,NONE,SELF
VIC-01402,FIR-000955,MINOR,SELF
VIC-02058,FIR-000956,MODERATE,SELF
VIC-01227,FIR-000957,NONE,SELF
VIC-03821,FIR-000958,MINOR,FAMILY_MEMBER
VIC-03627,FIR-000959,MINOR,SELF
VIC-01643,FIR-000960,MINOR,SELF
VIC-02885,FIR-000961,NONE,SELF
VIC-03078,FIR-000962,MODERATE,SELF
VIC-01845,FIR-000963,MINOR,SELF
VIC-01539,FIR-000964,NONE,SELF
VIC-03594,FIR-000965,NONE,SELF
VIC-02513,FIR-000966,NONE,SELF
VIC-01992,FIR-000967,NONE,SELF
VIC-03137,FIR-000968,MINOR,SELF
VIC-00726,FIR-000969,MINOR,SELF
VIC-01623,FIR-000970,NONE,THIRD_PARTY
VIC-03887,FIR-000971,NONE,THIRD_PARTY
VIC-02601,FIR-000972,SEVERE,SELF
VIC-00510,FIR-000973,NONE,FAMILY_MEMBER
VIC-00877,FIR-000974,NONE,SELF
VIC-02086,FIR-000975,MODERATE,SELF
VIC-00476,FIR-000976,MINOR,FAMILY_MEMBER
VIC-03796,FIR-000977,NONE,SELF
VIC-01648,FIR-000978,NONE,FAMILY_MEMBER
VIC-03524,FIR-000978,MINOR,POLICE_SUO_MOTU
VIC-00710,FIR-000979,MINOR,FAMILY_MEMBER
VIC-02514,FIR-000979,MINOR,FAMILY_MEMBER
VIC-01437,FIR-000980,NONE,FAMILY_MEMBER
VIC-03142,FIR-000980,NONE,FAMILY_MEMBER
VIC-00505,FIR-000981,MINOR,THIRD_PARTY
VIC-03302,FIR-000982,MINOR,FAMILY_MEMBER
VIC-01572,FIR-000983,MODERATE,THIRD_PARTY
VIC-00144,FIR-000984,NONE,THIRD_PARTY
VIC-03113,FIR-000984,MINOR,SELF
VIC-01816,FIR-000985,MINOR,SELF
VIC-00879,FIR-000986,MINOR,FAMILY_MEMBER
VIC-00387,FIR-000987,NONE,SELF
VIC-03859,FIR-000988,SEVERE,SELF
VIC-00095,FIR-000989,NONE,SELF
VIC-01084,FIR-000989,MODERATE,POLICE_SUO_MOTU
VIC-03405,FIR-000990,MODERATE,THIRD_PARTY
VIC-01411,FIR-000990,MINOR,SELF
VIC-00081,FIR-000991,NONE,FAMILY_MEMBER
VIC-01115,FIR-000992,NONE,SELF
VIC-00984,FIR-000993,MODERATE,FAMILY_MEMBER
VIC-02524,FIR-000994,NONE,POLICE_SUO_MOTU
VIC-01135,FIR-000995,MINOR,SELF
VIC-03013,FIR-000995,MINOR,SELF
VIC-03823,FIR-000996,MINOR,SELF
VIC-02032,FIR-000997,MODERATE,FAMILY_MEMBER
VIC-01189,FIR-000998,NONE,SELF
VIC-00146,FIR-000999,NONE,SELF
VIC-00882,FIR-001000,NONE,SELF
VIC-02674,FIR-001001,NONE,THIRD_PARTY
VIC-01643,FIR-001002,NONE,FAMILY_MEMBER
VIC-02956,FIR-001003,NONE,FAMILY_MEMBER
VIC-02390,FIR-001004,NONE,SELF
VIC-00246,FIR-001005,NONE,SELF
VIC-00107,FIR-001006,MODERATE,SELF
VIC-03190,FIR-001007,NONE,SELF
VIC-02215,FIR-001008,MODERATE,FAMILY_MEMBER
VIC-00310,FIR-001009,MINOR,SELF
VIC-01524,FIR-001010,NONE,THIRD_PARTY
VIC-03246,FIR-001011,NONE,SELF
VIC-02242,FIR-001011,MODERATE,POLICE_SUO_MOTU
VIC-02118,FIR-001012,NONE,SELF
VIC-00924,FIR-001013,MODERATE,SELF
VIC-03697,FIR-001013,NONE,SELF
VIC-00591,FIR-001014,NONE,SELF
VIC-00582,FIR-001015,SEVERE,THIRD_PARTY
VIC-00346,FIR-001016,NONE,THIRD_PARTY
VIC-00739,FIR-001017,NONE,SELF
VIC-01724,FIR-001017,MINOR,SELF
VIC-01927,FIR-001018,MINOR,FAMILY_MEMBER
VIC-02283,FIR-001019,NONE,POLICE_SUO_MOTU
VIC-03389,FIR-001020,MINOR,FAMILY_MEMBER
VIC-00539,FIR-001021,NONE,FAMILY_MEMBER
VIC-02200,FIR-001022,MINOR,THIRD_PARTY
VIC-03608,FIR-001023,MINOR,FAMILY_MEMBER
VIC-02195,FIR-001024,MODERATE,SELF
VIC-03721,FIR-001025,SEVERE,FAMILY_MEMBER
VIC-03719,FIR-001026,NONE,SELF
VIC-02094,FIR-001027,MODERATE,SELF
VIC-02313,FIR-001028,NONE,SELF
VIC-00536,FIR-001029,NONE,SELF
VIC-02975,FIR-001030,MODERATE,THIRD_PARTY
VIC-00826,FIR-001031,NONE,POLICE_SUO_MOTU
VIC-03415,FIR-001031,NONE,SELF
VIC-02089,FIR-001032,MINOR,SELF
VIC-00481,FIR-001033,NONE,POLICE_SUO_MOTU
VIC-01124,FIR-001033,MINOR,SELF
VIC-00817,FIR-001034,MODERATE,SELF
VIC-00044,FIR-001034,NONE,SELF
VIC-00009,FIR-001035,NONE,SELF
VIC-01019,FIR-001035,MODERATE,FAMILY_MEMBER
VIC-02432,FIR-001036,NONE,SELF
VIC-02342,FIR-001036,MODERATE,FAMILY_MEMBER
VIC-01664,FIR-001037,MODERATE,SELF
VIC-01575,FIR-001038,MINOR,FAMILY_MEMBER
VIC-00963,FIR-001038,NONE,SELF
VIC-02384,FIR-001039,MINOR,THIRD_PARTY
VIC-01884,FIR-001039,MODERATE,FAMILY_MEMBER
VIC-03003,FIR-001040,NONE,SELF
VIC-03727,FIR-001041,MINOR,SELF
VIC-00186,FIR-001041,NONE,FAMILY_MEMBER
VIC-01136,FIR-001042,MINOR,SELF
VIC-00397,FIR-001042,MODERATE,SELF
VIC-02144,FIR-001043,MODERATE,SELF
VIC-01513,FIR-001044,MINOR,SELF
VIC-03297,FIR-001045,NONE,POLICE_SUO_MOTU
VIC-03473,FIR-001046,MINOR,SELF
VIC-01138,FIR-001047,MINOR,SELF
VIC-02488,FIR-001048,MINOR,SELF
VIC-01657,FIR-001049,MINOR,SELF
VIC-00240,FIR-001049,MINOR,SELF
VIC-00378,FIR-001050,MODERATE,SELF
VIC-03771,FIR-001051,NONE,SELF
VIC-01184,FIR-001052,SEVERE,SELF
VIC-02175,FIR-001053,NONE,THIRD_PARTY
VIC-02822,FIR-001053,NONE,SELF
VIC-02610,FIR-001054,SEVERE,SELF
VIC-01801,FIR-001055,NONE,SELF
VIC-03161,FIR-001056,MINOR,SELF
VIC-00476,FIR-001057,MINOR,THIRD_PARTY
VIC-01341,FIR-001058,NONE,SELF
VIC-00469,FIR-001059,MODERATE,SELF
VIC-01084,FIR-001060,MINOR,SELF
VIC-02140,FIR-001061,NONE,SELF
VIC-03717,FIR-001062,NONE,POLICE_SUO_MOTU
VIC-03790,FIR-001063,MINOR,SELF
VIC-00375,FIR-001064,SEVERE,FAMILY_MEMBER
VIC-01783,FIR-001065,MODERATE,SELF
VIC-03742,FIR-001066,SEVERE,SELF
VIC-00189,FIR-001066,SEVERE,SELF
VIC-00865,FIR-001067,MODERATE,SELF
VIC-00310,FIR-001068,NONE,SELF
VIC-02946,FIR-001068,MODERATE,FAMILY_MEMBER
VIC-02015,FIR-001069,MODERATE,SELF
VIC-00341,FIR-001070,MINOR,SELF
VIC-03101,FIR-001071,NONE,FAMILY_MEMBER
VIC-00751,FIR-001072,NONE,POLICE_SUO_MOTU
VIC-03471,FIR-001072,MINOR,THIRD_PARTY
VIC-03787,FIR-001073,NONE,SELF
VIC-02546,FIR-001073,MODERATE,THIRD_PARTY
VIC-02092,FIR-001074,MODERATE,SELF
VIC-02633,FIR-001075,NONE,SELF
VIC-00627,FIR-001076,SEVERE,SELF
VIC-01980,FIR-001077,SEVERE,POLICE_SUO_MOTU
VIC-00821,FIR-001078,NONE,SELF
VIC-00593,FIR-001079,SEVERE,SELF
VIC-03455,FIR-001080,NONE,FAMILY_MEMBER
VIC-00682,FIR-001081,NONE,SELF
VIC-02633,FIR-001082,MODERATE,FAMILY_MEMBER
VIC-02020,FIR-001083,MODERATE,SELF
VIC-01021,FIR-001084,NONE,FAMILY_MEMBER
VIC-02774,FIR-001085,MINOR,SELF
VIC-00249,FIR-001086,MINOR,SELF
VIC-01602,FIR-001086,MINOR,THIRD_PARTY
VIC-03345,FIR-001087,NONE,SELF
VIC-01520,FIR-001088,NONE,FAMILY_MEMBER
VIC-00764,FIR-001089,NONE,SELF
VIC-02504,FIR-001090,MODERATE,SELF
VIC-02035,FIR-001091,NONE,FAMILY_MEMBER
VIC-00222,FIR-001092,NONE,SELF
VIC-03269,FIR-001093,MINOR,FAMILY_MEMBER
VIC-03308,FIR-001094,NONE,THIRD_PARTY
VIC-03765,FIR-001094,SEVERE,THIRD_PARTY
VIC-02034,FIR-001095,MODERATE,FAMILY_MEMBER
VIC-01700,FIR-001096,NONE,FAMILY_MEMBER
VIC-03622,FIR-001097,SEVERE,FAMILY_MEMBER
VIC-02801,FIR-001097,MODERATE,POLICE_SUO_MOTU
VIC-01059,FIR-001098,NONE,FAMILY_MEMBER
VIC-02606,FIR-001098,MINOR,SELF
VIC-02576,FIR-001099,NONE,SELF
VIC-00916,FIR-001099,NONE,SELF
VIC-00682,FIR-001100,MINOR,FAMILY_MEMBER
VIC-00015,FIR-001101,MINOR,FAMILY_MEMBER
VIC-00231,FIR-001101,MODERATE,SELF
VIC-02751,FIR-001102,MINOR,FAMILY_MEMBER
VIC-00513,FIR-001102,MODERATE,FAMILY_MEMBER
VIC-01574,FIR-001103,NONE,SELF
VIC-00811,FIR-001103,MINOR,THIRD_PARTY
VIC-00412,FIR-001104,MODERATE,SELF
VIC-02760,FIR-001105,MODERATE,SELF
VIC-01907,FIR-001105,MODERATE,SELF
VIC-02741,FIR-001106,MODERATE,SELF
VIC-01619,FIR-001107,SEVERE,SELF
VIC-01601,FIR-001107,MINOR,FAMILY_MEMBER
VIC-01567,FIR-001108,MINOR,THIRD_PARTY
VIC-00082,FIR-001109,NONE,SELF
VIC-02539,FIR-001110,MINOR,SELF
VIC-02966,FIR-001111,SEVERE,THIRD_PARTY
VIC-00451,FIR-001111,MODERATE,THIRD_PARTY
VIC-00019,FIR-001112,MINOR,SELF
VIC-00191,FIR-001112,SEVERE,POLICE_SUO_MOTU
VIC-03657,FIR-001113,MODERATE,SELF
VIC-00461,FIR-001114,MINOR,THIRD_PARTY
VIC-03504,FIR-001115,NONE,SELF
VIC-01682,FIR-001116,MINOR,THIRD_PARTY
VIC-00937,FIR-001117,NONE,SELF
VIC-01545,FIR-001117,MINOR,SELF
VIC-01590,FIR-001118,MINOR,SELF
VIC-00947,FIR-001118,MINOR,THIRD_PARTY
VIC-02253,FIR-001119,NONE,SELF
VIC-02154,FIR-001119,MODERATE,SELF
VIC-00637,FIR-001120,MINOR,THIRD_PARTY
VIC-00501,FIR-001121,NONE,SELF
VIC-03746,FIR-001122,MODERATE,SELF
VIC-03718,FIR-001123,MINOR,THIRD_PARTY
VIC-02426,FIR-001123,NONE,FAMILY_MEMBER
VIC-01064,FIR-001124,NONE,THIRD_PARTY
VIC-03327,FIR-001125,MINOR,SELF
VIC-02567,FIR-001126,MODERATE,SELF
VIC-03161,FIR-001127,NONE,FAMILY_MEMBER
VIC-00134,FIR-001128,MINOR,SELF
VIC-01900,FIR-001129,NONE,SELF
VIC-02178,FIR-001130,SEVERE,FAMILY_MEMBER
VIC-00887,FIR-001131,NONE,SELF
VIC-03180,FIR-001132,NONE,SELF
VIC-03443,FIR-001132,NONE,THIRD_PARTY
VIC-01571,FIR-001133,NONE,FAMILY_MEMBER
VIC-01616,FIR-001134,MINOR,SELF
VIC-02274,FIR-001135,MINOR,SELF
VIC-01027,FIR-001136,NONE,SELF
VIC-00590,FIR-001137,MINOR,SELF
VIC-00846,FIR-001137,SEVERE,SELF
VIC-01950,FIR-001138,MINOR,SELF
VIC-02167,FIR-001139,MINOR,SELF
VIC-03670,FIR-001140,MINOR,SELF
VIC-02144,FIR-001141,SEVERE,FAMILY_MEMBER
VIC-01371,FIR-001142,MODERATE,FAMILY_MEMBER
VIC-00105,FIR-001143,MINOR,THIRD_PARTY
VIC-00820,FIR-001144,MINOR,FAMILY_MEMBER
VIC-03497,FIR-001145,MINOR,POLICE_SUO_MOTU
VIC-01288,FIR-001145,NONE,FAMILY_MEMBER
VIC-03018,FIR-001146,MINOR,FAMILY_MEMBER
VIC-00630,FIR-001147,MINOR,SELF
VIC-02829,FIR-001148,NONE,THIRD_PARTY
VIC-03071,FIR-001149,MODERATE,SELF
VIC-00722,FIR-001150,NONE,FAMILY_MEMBER
VIC-00308,FIR-001151,MODERATE,THIRD_PARTY
VIC-02486,FIR-001152,NONE,SELF
VIC-02448,FIR-001153,MODERATE,SELF
VIC-01656,FIR-001154,MINOR,SELF
VIC-03423,FIR-001155,MINOR,FAMILY_MEMBER
VIC-00734,FIR-001156,NONE,THIRD_PARTY
VIC-02330,FIR-001157,MODERATE,SELF
VIC-00756,FIR-001158,MINOR,SELF
VIC-00249,FIR-001158,MINOR,SELF
VIC-03634,FIR-001159,MODERATE,THIRD_PARTY
VIC-03785,FIR-001160,NONE,THIRD_PARTY
VIC-01206,FIR-001160,MINOR,THIRD_PARTY
VIC-00757,FIR-001161,MINOR,SELF
VIC-02366,FIR-001162,NONE,SELF
VIC-01142,FIR-001163,MODERATE,SELF
VIC-02275,FIR-001163,NONE,SELF
VIC-03098,FIR-001164,SEVERE,SELF
VIC-02985,FIR-001165,MINOR,POLICE_SUO_MOTU
VIC-00897,FIR-001166,MODERATE,SELF
VIC-03106,FIR-001167,MINOR,SELF
VIC-00483,FIR-001168,MODERATE,SELF
VIC-03164,FIR-001169,MINOR,SELF
VIC-01720,FIR-001170,MINOR,FAMILY_MEMBER
VIC-00681,FIR-001171,MINOR,SELF
VIC-02409,FIR-001171,MINOR,FAMILY_MEMBER
VIC-01855,FIR-001172,MODERATE,SELF
VIC-02964,FIR-001173,MINOR,SELF
VIC-00695,FIR-001174,NONE,SELF
VIC-03451,FIR-001175,MODERATE,FAMILY_MEMBER
VIC-03704,FIR-001176,NONE,THIRD_PARTY
VIC-01101,FIR-001177,NONE,FAMILY_MEMBER
VIC-03682,FIR-001178,NONE,POLICE_SUO_MOTU
VIC-00688,FIR-001179,NONE,SELF
VIC-02671,FIR-001180,MODERATE,SELF
VIC-03624,FIR-001181,MODERATE,POLICE_SUO_MOTU
VIC-03262,FIR-001181,MODERATE,THIRD_PARTY
VIC-02066,FIR-001182,MODERATE,THIRD_PARTY
VIC-02556,FIR-001183,NONE,FAMILY_MEMBER
VIC-03481,FIR-001184,NONE,THIRD_PARTY
VIC-03326,FIR-001185,MINOR,SELF
VIC-02643,FIR-001186,NONE,SELF
VIC-01107,FIR-001187,NONE,THIRD_PARTY
VIC-03196,FIR-001187,NONE,FAMILY_MEMBER
VIC-00524,FIR-001188,SEVERE,SELF
VIC-00812,FIR-001189,NONE,SELF
VIC-00045,FIR-001190,NONE,FAMILY_MEMBER
VIC-02320,FIR-001191,NONE,SELF
VIC-03264,FIR-001191,NONE,SELF
VIC-00939,FIR-001192,NONE,SELF
VIC-01735,FIR-001193,MODERATE,SELF
VIC-03643,FIR-001194,NONE,SELF
VIC-00105,FIR-001195,MODERATE,SELF
VIC-03140,FIR-001195,NONE,SELF
VIC-03602,FIR-001196,MINOR,SELF
VIC-00783,FIR-001197,NONE,SELF
VIC-00944,FIR-001197,MODERATE,SELF
VIC-02949,FIR-001198,MODERATE,SELF
VIC-02729,FIR-001199,MODERATE,SELF
VIC-01889,FIR-001200,MINOR,SELF
VIC-02837,FIR-001201,MODERATE,THIRD_PARTY
VIC-02234,FIR-001202,NONE,THIRD_PARTY
VIC-02185,FIR-001203,MODERATE,FAMILY_MEMBER
VIC-01240,FIR-001204,MODERATE,SELF
VIC-01566,FIR-001205,MODERATE,SELF
VIC-00697,FIR-001206,MINOR,POLICE_SUO_MOTU
VIC-03575,FIR-001207,MINOR,SELF
VIC-02726,FIR-001208,NONE,SELF
VIC-03101,FIR-001209,MODERATE,FAMILY_MEMBER
VIC-02218,FIR-001210,NONE,FAMILY_MEMBER
VIC-01958,FIR-001211,NONE,FAMILY_MEMBER
VIC-01630,FIR-001212,MINOR,FAMILY_MEMBER
VIC-03785,FIR-001213,NONE,FAMILY_MEMBER
VIC-03020,FIR-001213,NONE,FAMILY_MEMBER
VIC-00708,FIR-001214,NONE,SELF
VIC-01445,FIR-001215,MODERATE,FAMILY_MEMBER
VIC-00689,FIR-001215,MODERATE,POLICE_SUO_MOTU
VIC-00773,FIR-001216,MINOR,SELF
VIC-00800,FIR-001217,MODERATE,SELF
VIC-02349,FIR-001218,NONE,SELF
VIC-01711,FIR-001219,NONE,THIRD_PARTY
VIC-01633,FIR-001220,NONE,THIRD_PARTY
VIC-00216,FIR-001221,SEVERE,SELF
VIC-00274,FIR-001221,MINOR,SELF
VIC-02518,FIR-001222,NONE,FAMILY_MEMBER
VIC-01519,FIR-001223,MODERATE,SELF
VIC-03426,FIR-001224,MINOR,SELF
VIC-00024,FIR-001225,MINOR,SELF
VIC-01890,FIR-001226,MINOR,SELF
VIC-03066,FIR-001227,MINOR,THIRD_PARTY
VIC-00532,FIR-001228,NONE,SELF
VIC-00043,FIR-001229,NONE,SELF
VIC-01736,FIR-001230,NONE,THIRD_PARTY
VIC-02758,FIR-001231,NONE,POLICE_SUO_MOTU
VIC-00470,FIR-001232,NONE,THIRD_PARTY
VIC-01160,FIR-001232,MODERATE,POLICE_SUO_MOTU
VIC-02931,FIR-001233,NONE,SELF
VIC-03750,FIR-001234,MODERATE,SELF
VIC-02698,FIR-001234,MODERATE,SELF
VIC-00130,FIR-001235,MINOR,FAMILY_MEMBER
VIC-00738,FIR-001236,MINOR,SELF
VIC-01756,FIR-001236,MODERATE,SELF
VIC-02255,FIR-001237,MINOR,POLICE_SUO_MOTU
VIC-02026,FIR-001237,MINOR,FAMILY_MEMBER
VIC-00169,FIR-001238,MODERATE,SELF
VIC-03161,FIR-001239,NONE,FAMILY_MEMBER
VIC-01755,FIR-001240,MODERATE,FAMILY_MEMBER
VIC-01047,FIR-001241,MINOR,FAMILY_MEMBER
VIC-01202,FIR-001242,MODERATE,SELF
VIC-00561,FIR-001243,MINOR,FAMILY_MEMBER
VIC-00811,FIR-001244,MINOR,FAMILY_MEMBER
VIC-00014,FIR-001245,MINOR,SELF
VIC-01282,FIR-001246,MINOR,THIRD_PARTY
VIC-01601,FIR-001246,MODERATE,SELF
VIC-03422,FIR-001247,MODERATE,FAMILY_MEMBER
VIC-02186,FIR-001247,NONE,FAMILY_MEMBER
VIC-02653,FIR-001248,MINOR,FAMILY_MEMBER
VIC-03714,FIR-001249,MINOR,SELF
VIC-01537,FIR-001250,NONE,FAMILY_MEMBER
VIC-01440,FIR-001251,MODERATE,SELF
VIC-01915,FIR-001251,NONE,THIRD_PARTY
VIC-03788,FIR-001252,MODERATE,POLICE_SUO_MOTU
VIC-02700,FIR-001252,NONE,FAMILY_MEMBER
VIC-03058,FIR-001253,MINOR,SELF
VIC-03787,FIR-001254,MINOR,FAMILY_MEMBER
VIC-01262,FIR-001255,NONE,FAMILY_MEMBER
VIC-01578,FIR-001256,NONE,POLICE_SUO_MOTU
VIC-01333,FIR-001257,MODERATE,SELF
VIC-01741,FIR-001258,MINOR,SELF
VIC-01803,FIR-001259,MINOR,SELF
VIC-03636,FIR-001260,SEVERE,SELF
VIC-01723,FIR-001261,MINOR,THIRD_PARTY
VIC-03179,FIR-001262,NONE,SELF
VIC-02082,FIR-001262,MINOR,SELF
VIC-02770,FIR-001263,MINOR,THIRD_PARTY
VIC-02346,FIR-001264,MINOR,SELF
VIC-02841,FIR-001265,MINOR,THIRD_PARTY
VIC-01638,FIR-001265,NONE,THIRD_PARTY
VIC-03475,FIR-001266,NONE,FAMILY_MEMBER
VIC-00566,FIR-001266,NONE,SELF
VIC-01731,FIR-001267,MODERATE,FAMILY_MEMBER
VIC-02963,FIR-001268,MINOR,SELF
VIC-03124,FIR-001269,NONE,FAMILY_MEMBER
