witness_id,fir_id,statement_date,statement_reliability
WIT-00468,FIR-001729,2021-03-21,MEDIUM
WIT-00561,FIR-001729,2021-03-24,HIGH
WIT-00275,FIR-003220,2021-09-20,LOW
WIT-01318,FIR-000546,2022-04-05,HIGH
WIT-01215,FIR-003250,2023-06-24,HIGH
WIT-00878,FIR-003250,2023-06-27,MEDIUM
WIT-00111,FIR-000018,2021-09-24,LOW
WIT-00931,FIR-000018,2021-09-22,HIGH
WIT-00562,FIR-000494,2021-05-09,HIGH
WIT-01045,FIR-000550,2022-05-21,MEDIUM
WIT-01153,FIR-000550,2022-05-18,HIGH
WIT-00153,FIR-001978,2025-12-16,HIGH
WIT-00598,FIR-001154,2023-03-12,MEDIUM
WIT-00136,FIR-003526,2024-09-25,MEDIUM
WIT-00260,FIR-002402,2023-10-07,HIGH
WIT-00104,FIR-000041,2022-09-24,HIGH
WIT-00632,FIR-003271,2024-09-17,MEDIUM
WIT-01083,FIR-003033,2025-09-29,HIGH
WIT-00776,FIR-001600,2025-12-11,LOW
WIT-00457,FIR-000835,2024-12-27,HIGH
WIT-00958,FIR-000443,2024-06-29,MEDIUM
WIT-00444,FIR-002482,2023-08-08,LOW
WIT-01329,FIR-000371,2021-06-12,HIGH
WIT-01344,FIR-003026,2025-03-13,LOW
WIT-00968,FIR-003026,2025-03-12,LOW
WIT-01072,FIR-002058,2024-04-01,HIGH
WIT-00147,FIR-002058,2024-04-01,HIGH
WIT-01352,FIR-001742,2021-06-26,HIGH
WIT-01134,FIR-000999,2021-11-06,MEDIUM
WIT-00934,FIR-001912,2024-09-05,HIGH
WIT-00058,FIR-001912,2024-09-12,HIGH
WIT-00041,FIR-002795,2022-11-25,HIGH
WIT-00380,FIR-002669,2024-08-08,HIGH
WIT-00415,FIR-000070,2023-11-30,HIGH
WIT-00007,FIR-000070,2023-12-05,MEDIUM
WIT-00083,FIR-002147,2023-10-08,MEDIUM
WIT-01313,FIR-001487,2023-10-22,HIGH
WIT-01022,FIR-001487,2023-10-26,MEDIUM
WIT-00391,FIR-002734,2021-11-07,MEDIUM
WIT-00797,FIR-001417,2022-07-30,MEDIUM
WIT-00568,FIR-000927,2023-11-03,HIGH
WIT-01201,FIR-000927,2023-11-07,MEDIUM
WIT-00927,FIR-001591,2025-10-21,HIGH
WIT-00301,FIR-001591,2025-10-21,HIGH
WIT-00215,FIR-003603,2024-02-15,MEDIUM
WIT-00582,FIR-003198,2025-06-06,LOW
WIT-01012,FIR-000615,2023-08-28,HIGH
WIT-00420,FIR-000712,2025-06-03,LOW
WIT-00467,FIR-000790,2023-01-29,MEDIUM
WIT-01014,FIR-000050,2023-01-30,LOW
WIT-00867,FIR-002975,2022-03-13,LOW
WIT-01292,FIR-002975,2022-03-12,HIGH
WIT-00089,FIR-003240,2022-11-01,HIGH
WIT-01358,FIR-003240,2022-11-08,MEDIUM
WIT-01069,FIR-001427,2022-10-09,LOW
WIT-00011,FIR-003392,2021-10-13,HIGH
WIT-00667,FIR-003392,2021-10-11,MEDIUM
WIT-00864,FIR-001927,2024-12-16,HIGH
WIT-00442,FIR-003165,2023-06-29,MEDIUM
WIT-01225,FIR-003165,2023-06-25,HIGH
WIT-01401,FIR-002950,2025-11-24,MEDIUM
WIT-01384,FIR-001446,2023-01-26,MEDIUM
WIT-01056,FIR-001446,2023-01-30,MEDIUM
WIT-00713,FIR-002009,2022-03-18,MEDIUM
WIT-01008,FIR-001863,2023-10-27,LOW
WIT-00005,FIR-001863,2023-11-01,MEDIUM
WIT-01334,FIR-003330,2023-01-24,HIGH
WIT-00236,FIR-003330,2023-01-29,MEDIUM
WIT-01390,FIR-001604,2021-02-22,LOW
WIT-00361,FIR-002541,2021-12-30,HIGH
WIT-00570,FIR-002541,2021-12-20,LOW
WIT-00289,FIR-001186,2024-07-25,HIGH
WIT-00727,FIR-001186,2024-07-25,LOW
WIT-01082,FIR-000681,2024-11-29,HIGH
WIT-00225,FIR-002491,2023-12-22,HIGH
WIT-00063,FIR-002134,2022-12-16,HIGH
WIT-00039,FIR-001268,2023-01-01,HIGH
WIT-00765,FIR-000266,2022-01-22,HIGH
WIT-00825,FIR-000008,2021-04-29,MEDIUM
WIT-00189,FIR-000008,2021-04-27,HIGH
WIT-00004,FIR-003047,2021-07-07,HIGH
WIT-00701,FIR-000035,2022-07-01,HIGH
WIT-01316,FIR-000145,2022-01-15,HIGH
WIT-00286,FIR-000890,2022-03-11,MEDIUM
WIT-00121,FIR-000653,2024-06-01,HIGH
WIT-01488,FIR-001921,2024-11-06,HIGH
WIT-00873,FIR-000833,2024-11-07,HIGH
WIT-00857,FIR-000076,2024-02-18,MEDIUM
WIT-00685,FIR-000076,2024-02-20,MEDIUM
WIT-00026,FIR-000893,2022-05-14,HIGH
WIT-00607,FIR-000893,2022-05-11,MEDIUM
WIT-01082,FIR-003042,2021-02-20,MEDIUM
WIT-00415,FIR-001264,2022-10-08,LOW
WIT-00774,FIR-001264,2022-10-09,HIGH
WIT-00104,FIR-002146,2023-10-11,HIGH
WIT-00888,FIR-003184,2024-08-12,HIGH
WIT-00245,FIR-001821,2023-01-05,MEDIUM
WIT-00962,FIR-001248,2022-02-10,MEDIUM
WIT-01179,FIR-001561,2025-04-20,HIGH
WIT-00794,FIR-000848,2025-06-20,HIGH
WIT-00142,FIR-001331,2025-08-26,HIGH
WIT-00038,FIR-000522,2021-10-18,MEDIUM
WIT-01059,FIR-000522,2021-10-14,MEDIUM
WIT-01042,FIR-002800,2023-01-22,HIGH
WIT-01274,FIR-000940,2024-04-08,LOW
WIT-01102,FIR-000940,2024-04-12,HIGH
WIT-01029,FIR-001399,2022-02-05,LOW
WIT-00074,FIR-002870,2024-05-22,MEDIUM
WIT-01000,FIR-003246,2023-02-13,MEDIUM
WIT-00399,FIR-000475,2025-10-31,HIGH
WIT-00180,FIR-002281,2021-09-07,MEDIUM
WIT-01069,FIR-002281,2021-09-07,HIGH
WIT-00374,FIR-002109,2021-09-03,MEDIUM
WIT-01316,FIR-000620,2023-09-13,MEDIUM
WIT-00668,FIR-000053,2023-03-22,MEDIUM
WIT-00444,FIR-000995,2021-08-20,HIGH
WIT-00483,FIR-002213,2022-09-18,LOW
WIT-00457,FIR-002213,2022-09-12,LOW
WIT-00218,FIR-000014,2021-07-26,MEDIUM
WIT-00781,FIR-000014,2021-07-27,MEDIUM
WIT-01217,FIR-002813,2023-04-20,HIGH
WIT-00537,FIR-001759,2021-10-12,MEDIUM
WIT-01119,FIR-001759,2021-10-13,HIGH
WIT-00523,FIR-002755,2022-03-01,HIGH
WIT-01441,FIR-002387,2022-11-13,LOW
WIT-00889,FIR-001350,2021-04-02,MEDIUM
WIT-00873,FIR-002071,2024-11-05,HIGH
WIT-00149,FIR-003085,2023-09-17,HIGH
WIT-00874,FIR-001692,2024-10-21,HIGH
WIT-00312,FIR-000569,2022-09-19,HIGH
WIT-00961,FIR-002709,2021-04-30,MEDIUM
WIT-00562,FIR-002709,2021-05-05,MEDIUM
WIT-00523,FIR-000275,2022-06-23,MEDIUM
WIT-01439,FIR-002303,2022-12-12,MEDIUM
WIT-00069,FIR-001372,2021-08-09,HIGH
WIT-01065,FIR-000819,2024-04-17,HIGH
WIT-00892,FIR-002661,2023-12-15,MEDIUM
WIT-01298,FIR-003687,2024-01-22,HIGH
WIT-00554,FIR-000263,2021-12-29,LOW
WIT-00434,FIR-000422,2023-07-24,LOW
WIT-00170,FIR-000385,2022-01-03,HIGH
WIT-00435,FIR-002687,2025-08-31,LOW
WIT-00297,FIR-002687,2025-09-03,LOW
WIT-00113,FIR-000671,2024-09-10,HIGH
WIT-00866,FIR-002059,2024-04-17,HIGH
WIT-00760,FIR-002910,2025-02-11,HIGH
WIT-00373,FIR-002886,2024-09-05,HIGH
WIT-00642,FIR-001985,2021-03-29,LOW
WIT-00205,FIR-002470,2022-11-07,LOW
WIT-01276,FIR-000123,2021-02-14,MEDIUM
WIT-00755,FIR-000123,2021-02-09,HIGH
WIT-00029,FIR-003449,2025-01-21,MEDIUM
WIT-00497,FIR-003449,2025-01-14,HIGH
WIT-00307,FIR-002612,2021-03-01,LOW
WIT-00571,FIR-002612,2021-02-22,HIGH
WIT-01166,FIR-003011,2024-05-12,MEDIUM
WIT-00886,FIR-001737,2021-05-14,LOW
WIT-01022,FIR-001577,2025-08-15,HIGH
WIT-01415,FIR-001611,2021-06-13,MEDIUM
WIT-00625,FIR-000937,2024-03-10,HIGH
WIT-00086,FIR-000937,2024-03-09,LOW
WIT-00384,FIR-003683,2023-11-08,MEDIUM
WIT-01181,FIR-002667,2024-06-16,LOW
WIT-00538,FIR-003440,2024-08-26,MEDIUM
WIT-01038,FIR-003440,2024-08-31,MEDIUM
WIT-00753,FIR-001245,2022-01-24,MEDIUM
WIT-00295,FIR-001967,2025-10-05,LOW
WIT-00838,FIR-001967,2025-10-09,HIGH
WIT-00406,FIR-003458,2025-09-28,MEDIUM
WIT-00598,FIR-003167,2023-09-01,MEDIUM
WIT-00909,FIR-000302,2023-07-15,LOW
WIT-01430,FIR-000302,2023-07-16,MEDIUM
WIT-00999,FIR-003325,2022-10-15,HIGH
WIT-01101,FIR-001009,2022-03-23,HIGH
WIT-00682,FIR-003303,2021-09-01,MEDIUM
WIT-00155,FIR-001697,2025-01-16,MEDIUM
WIT-01350,FIR-001337,2025-12-09,HIGH
WIT-00745,FIR-002382,2022-09-28,MEDIUM
WIT-00797,FIR-002382,2022-09-29,MEDIUM
WIT-00672,FIR-002112,2021-10-18,HIGH
WIT-01269,FIR-001147,2023-01-03,MEDIUM
WIT-00270,FIR-003228,2022-01-12,MEDIUM
WIT-00250,FIR-003228,2022-01-06,MEDIUM
WIT-00771,FIR-000042,2022-09-04,LOW
WIT-01336,FIR-000789,2023-01-25,MEDIUM
WIT-00788,FIR-000824,2024-07-06,MEDIUM
WIT-01263,FIR-002013,2022-05-30,HIGH
WIT-00774,FIR-002504,2024-10-19,HIGH
WIT-01436,FIR-003475,2021-09-09,MEDIUM
WIT-00864,FIR-000709,2025-06-16,HIGH
WIT-00683,FIR-002736,2021-10-27,LOW
WIT-00648,FIR-002720,2021-07-14,HIGH
WIT-01257,FIR-002720,2021-07-08,HIGH
WIT-01083,FIR-002463,2022-06-21,MEDIUM
WIT-01388,FIR-003688,2024-02-20,LOW
WIT-00786,FIR-000127,2021-04-04,MEDIUM
WIT-00008,FIR-000127,2021-04-11,HIGH
WIT-00419,FIR-000922,2023-07-22,HIGH
WIT-00061,FIR-002010,2022-03-27,MEDIUM
WIT-01357,FIR-002010,2022-03-27,HIGH
WIT-01000,FIR-003168,2023-08-15,MEDIUM
WIT-00356,FIR-003168,2023-08-19,LOW
WIT-01016,FIR-003353,2024-07-16,HIGH
WIT-00459,FIR-003353,2024-07-11,MEDIUM
WIT-00113,FIR-001414,2022-06-26,HIGH
WIT-00096,FIR-002593,2024-12-20,LOW
WIT-01000,FIR-002593,2024-12-16,LOW
WIT-00536,FIR-000811,2023-12-06,HIGH
WIT-00068,FIR-002730,2021-09-13,MEDIUM
WIT-00948,FIR-000441,2024-05-26,MEDIUM
WIT-01419,FIR-000441,2024-05-27,HIGH
WIT-01268,FIR-003631,2025-10-27,HIGH
WIT-01406,FIR-000823,2024-07-01,HIGH
WIT-00918,FIR-000637,2024-01-08,HIGH
WIT-01012,FIR-002985,2022-10-18,MEDIUM
WIT-00163,FIR-002985,2022-10-21,HIGH
WIT-01341,FIR-001405,2022-04-09,LOW
WIT-00705,FIR-001405,2022-04-11,LOW
WIT-01134,FIR-000517,2021-09-16,HIGH
WIT-00088,FIR-001836,2023-03-01,LOW
WIT-01350,FIR-001352,2021-03-04,MEDIUM
WIT-00813,FIR-001352,2021-03-12,HIGH
WIT-00154,FIR-003304,2021-08-14,MEDIUM
WIT-01159,FIR-003647,2021-10-23,LOW
WIT-00187,FIR-003647,2021-10-22,HIGH
WIT-00568,FIR-000402,2022-09-09,MEDIUM
WIT-00826,FIR-002993,2023-04-27,LOW
WIT-00321,FIR-002587,2024-09-23,MEDIUM
WIT-01461,FIR-003422,2023-08-25,LOW
WIT-00420,FIR-000195,2024-03-01,LOW
WIT-00424,FIR-001023,2022-10-24,HIGH
WIT-00863,FIR-003185,2024-08-11,HIGH
WIT-00640,FIR-003185,2024-08-18,HIGH
WIT-00073,FIR-001513,2024-05-25,MEDIUM
WIT-00693,FIR-001513,2024-05-21,HIGH
WIT-01467,FIR-001650,2023-01-10,HIGH
WIT-00307,FIR-002054,2024-01-17,LOW
WIT-00192,FIR-002054,2024-01-23,MEDIUM
WIT-00860,FIR-002861,2024-03-31,HIGH
WIT-00787,FIR-002276,2021-06-24,MEDIUM
WIT-00985,FIR-003693,2024-07-28,HIGH
WIT-01033,FIR-003283,2025-05-10,MEDIUM
WIT-00209,FIR-002808,2023-03-07,HIGH
WIT-00190,FIR-000516,2021-09-17,HIGH
WIT-00802,FIR-001631,2022-04-08,HIGH
WIT-00874,FIR-001351,2021-04-01,MEDIUM
WIT-00759,FIR-001351,2021-04-02,MEDIUM
WIT-00595,FIR-000622,2023-09-30,LOW
WIT-00201,FIR-001164,2023-08-25,HIGH
WIT-00288,FIR-002551,2022-08-29,HIGH
WIT-00216,FIR-001197,2025-02-04,MEDIUM
WIT-00888,FIR-002220,2023-02-08,HIGH
WIT-00715,FIR-002220,2023-01-30,HIGH
WIT-01185,FIR-002473,2022-12-16,HIGH
WIT-00726,FIR-000296,2023-04-09,HIGH
WIT-00802,FIR-000296,2023-04-19,HIGH
WIT-01056,FIR-002051,2023-12-28,LOW
WIT-01381,FIR-003586,2023-02-18,HIGH
WIT-01304,FIR-003586,2023-02-20,MEDIUM
WIT-00338,FIR-000656,2024-05-06,HIGH
WIT-01139,FIR-002456,2021-12-30,HIGH
WIT-01380,FIR-003698,2024-10-27,HIGH
WIT-00182,FIR-000975,2025-10-10,HIGH
WIT-00961,FIR-003351,2024-05-18,MEDIUM
WIT-00606,FIR-003027,2025-04-24,HIGH
WIT-00755,FIR-000694,2025-02-18,HIGH
WIT-00105,FIR-000694,2025-02-13,HIGH
WIT-01140,FIR-000017,2021-09-20,HIGH
WIT-00870,FIR-000303,2023-08-06,HIGH
WIT-00521,FIR-001344,2021-01-07,HIGH
WIT-01250,FIR-000495,2021-04-19,MEDIUM
WIT-00117,FIR-003520,2024-04-27,MEDIUM
WIT-00882,FIR-003520,2024-04-27,HIGH
WIT-00857,FIR-003320,2022-08-31,HIGH
WIT-00877,FIR-001913,2024-09-26,HIGH
WIT-00415,FIR-001810,2022-10-09,MEDIUM
WIT-00922,FIR-002035,2023-04-22,HIGH
WIT-00889,FIR-003051,2021-09-15,HIGH
WIT-01391,FIR-003038,2025-11-06,HIGH
WIT-01258,FIR-002353,2025-11-10,HIGH
WIT-01134,FIR-000366,2021-03-21,HIGH
WIT-01252,FIR-003375,2025-10-13,MEDIUM
WIT-00442,FIR-001639,2022-08-30,MEDIUM
WIT-01354,FIR-001639,2022-09-02,HIGH
WIT-00784,FIR-003689,2024-04-03,HIGH
WIT-00983,FIR-002931,2025-07-07,HIGH
WIT-00729,FIR-002931,2025-07-07,HIGH
WIT-00723,FIR-001442,2022-12-30,MEDIUM
WIT-00627,FIR-001442,2023-01-02,MEDIUM
WIT-01157,FIR-001805,2022-09-02,HIGH
WIT-01189,FIR-001805,2022-09-09,LOW
WIT-00296,FIR-001696,2024-12-18,HIGH
WIT-00514,FIR-001419,2022-07-20,MEDIUM
WIT-00684,FIR-000564,2022-08-24,HIGH
WIT-01378,FIR-000564,2022-08-30,MEDIUM
WIT-01100,FIR-003009,2024-03-12,LOW
WIT-00073,FIR-000683,2024-12-04,HIGH
WIT-00088,FIR-000549,2022-05-28,HIGH
WIT-01002,FIR-000549,2022-05-26,LOW
WIT-00109,FIR-001585,2025-09-10,MEDIUM
WIT-00039,FIR-001585,2025-09-08,MEDIUM
WIT-00823,FIR-000445,2024-07-21,HIGH
WIT-01325,FIR-002947,2025-11-07,MEDIUM
WIT-00208,FIR-003451,2025-03-25,HIGH
WIT-00601,FIR-001102,2021-01-13,HIGH
WIT-00754,FIR-002309,2023-05-29,LOW
WIT-00634,FIR-002309,2023-05-23,MEDIUM
WIT-01132,FIR-000098,2025-01-22,HIGH
WIT-01417,FIR-000098,2025-01-22,HIGH
WIT-00870,FIR-000537,2022-02-11,HIGH
WIT-01280,FIR-000537,2022-02-04,MEDIUM
WIT-00337,FIR-003455,2025-07-31,HIGH
WIT-01002,FIR-001249,2022-03-13,HIGH
WIT-01262,FIR-001249,2022-03-14,MEDIUM
WIT-00831,FIR-002302,2022-11-19,MEDIUM
WIT-00544,FIR-002302,2022-11-15,MEDIUM
WIT-00949,FIR-003373,2025-09-18,MEDIUM
WIT-01183,FIR-003341,2023-10-10,HIGH
WIT-01121,FIR-003341,2023-10-03,MEDIUM
WIT-00726,FIR-001215,2025-10-17,HIGH
WIT-00016,FIR-001215,2025-10-09,MEDIUM
WIT-00493,FIR-000778,2022-07-08,HIGH
WIT-01094,FIR-001049,2023-11-03,HIGH
WIT-00539,FIR-003209,2025-12-17,HIGH
WIT-01381,FIR-003209,2025-12-21,MEDIUM
WIT-00293,FIR-001877,2024-01-24,HIGH
WIT-00588,FIR-001877,2024-01-25,HIGH
WIT-00694,FIR-003462,2025-11-14,HIGH
WIT-00469,FIR-003462,2025-11-15,HIGH
WIT-00715,FIR-001677,2024-04-03,LOW
WIT-00398,FIR-003707,2025-04-27,MEDIUM
WIT-00670,FIR-003066,2022-08-16,HIGH
WIT-00970,FIR-003066,2022-08-17,MEDIUM
WIT-01071,FIR-000974,2025-09-23,HIGH
WIT-00611,FIR-002222,2023-03-18,MEDIUM
WIT-00214,FIR-002196,2021-09-18,HIGH
WIT-00097,FIR-003180,2024-04-28,MEDIUM
WIT-01401,FIR-001406,2022-04-20,HIGH
WIT-00583,FIR-002562,2023-03-20,MEDIUM
WIT-01080,FIR-002562,2023-03-16,HIGH
WIT-00774,FIR-003637,2021-02-08,LOW
WIT-00889,FIR-000068,2023-10-23,HIGH
WIT-01413,FIR-000068,2023-10-21,MEDIUM
WIT-00311,FIR-000140,2021-11-09,MEDIUM
WIT-00626,FIR-002815,2023-05-02,HIGH
WIT-01316,FIR-002891,2024-10-09,MEDIUM
WIT-01341,FIR-001506,2024-03-28,HIGH
WIT-00379,FIR-002435,2025-11-02,HIGH
WIT-00197,FIR-003093,2024-02-16,LOW
WIT-00270,FIR-001640,2022-08-23,MEDIUM
WIT-01144,FIR-001640,2022-08-22,MEDIUM
WIT-01350,FIR-003622,2025-04-18,HIGH
WIT-00070,FIR-002770,2022-06-18,HIGH
WIT-00106,FIR-000769,2022-03-24,HIGH
WIT-01487,FIR-000581,2022-12-31,MEDIUM
WIT-01405,FIR-000854,2025-10-04,HIGH
WIT-00848,FIR-003414,2023-01-09,HIGH
WIT-00008,FIR-003414,2023-01-04,MEDIUM
WIT-00985,FIR-001494,2023-12-15,HIGH
WIT-00910,FIR-002422,2025-01-04,MEDIUM
WIT-01299,FIR-000772,2022-05-08,HIGH
WIT-01140,FIR-001572,2025-06-08,LOW
WIT-00918,FIR-001572,2025-06-16,LOW
WIT-00714,FIR-000063,2023-08-10,MEDIUM
WIT-01209,FIR-000480,2025-12-24,MEDIUM
WIT-00358,FIR-002373,2022-01-06,HIGH
WIT-00849,FIR-001167,2023-10-05,LOW
WIT-01377,FIR-003559,2021-08-06,HIGH
WIT-01021,FIR-000632,2023-11-29,HIGH
WIT-01007,FIR-002610,2025-12-29,LOW
WIT-00309,FIR-001883,2024-02-25,LOW
WIT-00216,FIR-000126,2021-03-21,HIGH
WIT-00263,FIR-001701,2025-03-08,MEDIUM
WIT-00381,FIR-001569,2025-06-30,MEDIUM
WIT-00872,FIR-003210,2025-12-25,HIGH
WIT-00926,FIR-002783,2022-09-19,LOW
WIT-00386,FIR-003178,2024-02-28,LOW
WIT-01446,FIR-003598,2023-11-30,HIGH
WIT-00874,FIR-003582,2022-11-19,MEDIUM
WIT-01216,FIR-000141,2021-11-18,HIGH
WIT-00829,FIR-002176,2025-08-12,MEDIUM
WIT-00761,FIR-002019,2022-08-28,MEDIUM
WIT-00725,FIR-002191,2021-06-22,HIGH
WIT-01464,FIR-002191,2021-06-26,LOW
WIT-01249,FIR-000171,2023-02-16,LOW
WIT-01098,FIR-001796,2022-06-20,LOW
WIT-00901,FIR-003191,2024-12-03,HIGH
WIT-00390,FIR-000003,2021-02-14,LOW
WIT-00578,FIR-000003,2021-02-07,HIGH
WIT-00799,FIR-003258,2023-12-02,MEDIUM
WIT-01059,FIR-000120,2025-12-15,MEDIUM
WIT-01120,FIR-003499,2022-12-28,LOW
WIT-01482,FIR-003499,2022-12-27,LOW
WIT-00332,FIR-002597,2025-04-10,HIGH
WIT-01488,FIR-000880,2021-10-23,HIGH
WIT-00322,FIR-002256,2025-03-27,MEDIUM
WIT-01050,FIR-002250,2024-11-07,HIGH
WIT-00032,FIR-002250,2024-11-09,HIGH
WIT-01216,FIR-000411,2023-03-07,LOW
WIT-00949,FIR-000411,2023-03-08,HIGH
WIT-00482,FIR-003301,2021-06-17,MEDIUM
WIT-01385,FIR-003301,2021-06-22,MEDIUM
WIT-00088,FIR-003563,2021-10-10,LOW
WIT-00748,FIR-000047,2022-12-30,HIGH
WIT-00305,FIR-002367,2021-11-04,HIGH
WIT-01015,FIR-003704,2025-02-04,MEDIUM
WIT-00122,FIR-001749,2021-08-20,LOW
WIT-01282,FIR-001623,2021-12-08,HIGH
WIT-00321,FIR-001953,2025-07-31,LOW
WIT-01381,FIR-001756,2021-09-25,MEDIUM
WIT-00163,FIR-001756,2021-10-01,HIGH
WIT-00601,FIR-000901,2022-09-19,MEDIUM
WIT-01209,FIR-001815,2022-10-29,MEDIUM
WIT-01415,FIR-003695,2024-09-06,LOW
WIT-00681,FIR-003219,2021-08-11,HIGH
WIT-00788,FIR-003219,2021-08-14,HIGH
WIT-00044,FIR-000817,2024-04-01,HIGH
WIT-01120,FIR-000817,2024-03-29,MEDIUM
WIT-00892,FIR-001818,2022-11-17,HIGH
WIT-01487,FIR-002604,2025-10-03,HIGH
WIT-00656,FIR-002604,2025-10-01,MEDIUM
WIT-00041,FIR-003714,2025-09-25,HIGH
WIT-00912,FIR-003267,2024-06-06,HIGH
WIT-00248,FIR-002062,2024-06-01,LOW
WIT-00338,FIR-000917,2023-05-31,MEDIUM
WIT-00427,FIR-000917,2023-05-29,MEDIUM
WIT-00144,FIR-001538,2024-11-03,HIGH
WIT-01461,FIR-001482,2023-09-07,HIGH
WIT-01251,FIR-001482,2023-09-11,HIGH
WIT-00822,FIR-002988,2023-01-02,MEDIUM
WIT-00269,FIR-001979,2025-12-10,HIGH
WIT-00859,FIR-001979,2025-12-12,HIGH
WIT-01430,FIR-003428,2023-11-15,MEDIUM
WIT-00108,FIR-001885,2024-03-28,HIGH
WIT-00778,FIR-000413,2023-04-06,MEDIUM
WIT-01319,FIR-002628,2022-01-15,MEDIUM
WIT-00272,FIR-002628,2022-01-16,LOW
WIT-00163,FIR-000011,2021-06-10,HIGH
WIT-01194,FIR-002912,2025-03-21,MEDIUM
WIT-00686,FIR-001662,2023-07-28,MEDIUM
WIT-01280,FIR-001336,2025-10-25,LOW
WIT-01083,FIR-001336,2025-10-23,HIGH
WIT-00572,FIR-002862,2024-03-08,HIGH
WIT-01119,FIR-001176,2024-02-18,HIGH
WIT-00801,FIR-000794,2023-04-07,LOW
WIT-00869,FIR-003461,2025-10-11,MEDIUM
WIT-00251,FIR-001672,2023-12-17,MEDIUM
WIT-01485,FIR-002004,2021-12-25,HIGH
WIT-00597,FIR-001960,2025-09-02,HIGH
WIT-00283,FIR-002647,2023-03-17,HIGH
WIT-01149,FIR-001302,2024-05-14,HIGH
WIT-01330,FIR-001068,2024-08-26,MEDIUM
WIT-00651,FIR-001602,2021-01-11,LOW
WIT-00518,FIR-001846,2023-07-06,MEDIUM
WIT-01145,FIR-003024,2025-01-28,HIGH
WIT-01248,FIR-002462,2022-05-15,MEDIUM
WIT-00763,FIR-001000,2021-10-15,HIGH
WIT-00962,FIR-000311,2023-12-25,HIGH
WIT-01279,FIR-001608,2021-04-27,MEDIUM
WIT-00661,FIR-003123,2025-11-26,LOW
WIT-00980,FIR-002446,2021-06-12,MEDIUM
WIT-00189,FIR-000024,2021-12-11,MEDIUM
WIT-00826,FIR-000024,2021-12-06,HIGH
WIT-01081,FIR-002419,2024-10-19,HIGH
WIT-00464,FIR-002419,2024-10-21,HIGH
WIT-00022,FIR-002981,2022-08-15,HIGH
WIT-00266,FIR-002981,2022-08-16,MEDIUM
WIT-00056,FIR-001109,2021-05-14,HIGH
WIT-00567,FIR-001744,2021-06-26,HIGH
WIT-00808,FIR-002252,2024-12-29,HIGH
WIT-00526,FIR-002182,2025-11-16,MEDIUM
WIT-00271,FIR-002182,2025-11-08,MEDIUM
WIT-01108,FIR-003060,2022-03-13,HIGH
WIT-01088,FIR-000988,2021-04-26,HIGH
WIT-01091,FIR-000206,2024-07-04,LOW
WIT-00039,FIR-003668,2023-01-04,HIGH
WIT-00054,FIR-003668,2023-01-03,MEDIUM
WIT-00858,FIR-002120,2022-03-27,HIGH
WIT-00448,FIR-002797,2022-12-30,HIGH
WIT-00273,FIR-002797,2022-12-31,HIGH
WIT-00642,FIR-001757,2021-10-07,HIGH
WIT-00298,FIR-002187,2021-02-08,HIGH
WIT-01335,FIR-000511,2021-08-21,HIGH
WIT-01169,FIR-003275,2024-11-20,MEDIUM
WIT-00674,FIR-003275,2024-11-23,LOW
WIT-00041,FIR-003160,2023-01-26,MEDIUM
WIT-00807,FIR-001354,2021-04-09,HIGH
WIT-00359,FIR-000870,2021-05-30,MEDIUM
WIT-00746,FIR-000870,2021-05-21,MEDIUM
WIT-00898,FIR-000388,2022-02-11,HIGH
WIT-00998,FIR-000560,2022-07-12,MEDIUM
WIT-00288,FIR-002416,2024-09-13,HIGH
WIT-00742,FIR-000722,2025-09-24,HIGH
WIT-01350,FIR-000722,2025-09-20,HIGH
WIT-00843,FIR-003541,2025-08-26,MEDIUM
WIT-00620,FIR-003541,2025-08-29,HIGH
WIT-01051,FIR-003322,2022-09-26,HIGH
WIT-01233,FIR-003322,2022-09-18,LOW
WIT-00435,FIR-000524,2021-11-23,LOW
WIT-00703,FIR-001296,2024-02-24,MEDIUM
WIT-01092,FIR-001115,2021-08-30,LOW
WIT-01325,FIR-001115,2021-08-20,HIGH
WIT-00509,FIR-003465,2026-01-05,HIGH
WIT-00683,FIR-003465,2025-12-29,HIGH
WIT-00949,FIR-002083,2025-05-03,HIGH
WIT-00650,FIR-002083,2025-04-23,HIGH
WIT-00284,FIR-000200,2024-04-17,HIGH
WIT-01376,FIR-000200,2024-04-12,MEDIUM
WIT-00269,FIR-000134,2021-07-11,HIGH
WIT-00883,FIR-002672,2024-09-04,HIGH
WIT-01213,FIR-003376,2025-10-23,HIGH
WIT-00673,FIR-003376,2025-10-19,MEDIUM
WIT-00559,FIR-002113,2021-10-14,HIGH
WIT-00513,FIR-000212,2024-10-09,LOW
WIT-01121,FIR-000212,2024-10-05,MEDIUM
WIT-00297,FIR-003204,2025-09-26,MEDIUM
WIT-01178,FIR-002982,2022-09-14,LOW
WIT-00968,FIR-002982,2022-09-17,HIGH
WIT-01402,FIR-000372,2021-06-25,MEDIUM
WIT-00557,FIR-001204,2025-04-24,MEDIUM
WIT-00382,FIR-001204,2025-04-23,HIGH
WIT-00069,FIR-001582,2025-10-07,HIGH
WIT-01485,FIR-000501,2021-07-06,MEDIUM
WIT-00618,FIR-000501,2021-07-09,HIGH
WIT-00907,FIR-001293,2024-01-30,MEDIUM
WIT-01218,FIR-003401,2022-04-09,MEDIUM
WIT-00426,FIR-003401,2022-04-07,HIGH
