fir_id,location_id,exact_address,landmark
FIR-001724,LOC-00534,"Near LOC-00534, Dharwad",Bus Stand
FIR-001725,LOC-00568,"Near LOC-00568, Dharwad",Bus Stand
FIR-001726,LOC-00554,"Near LOC-00554, Dharwad",School
FIR-001727,LOC-00544,"Near LOC-00544, Dharwad",Market
FIR-001728,LOC-00554,"Near LOC-00554, Dharwad",Temple
FIR-001729,LOC-00501,"Near LOC-00501, Dharwad",School
FIR-001730,LOC-00554,"Near LOC-00554, Dharwad",School
FIR-001731,LOC-00553,"Near LOC-00553, Dharwad",Petrol Bunk
FIR-001732,LOC-00520,"Near LOC-00520, Dharwad",School
FIR-001733,LOC-00531,"Near LOC-00531, Dharwad",Market
FIR-001734,LOC-00537,"Near LOC-00537, Dharwad",Market
FIR-001735,LOC-00507,"Near LOC-00507, Dharwad",Bus Stand
FIR-001736,LOC-00563,"Near LOC-00563, Dharwad",School
FIR-001737,LOC-00554,"Near LOC-00554, Dharwad",Circle
FIR-001738,LOC-00518,"Near LOC-00518, Dharwad",Market
FIR-001739,LOC-00536,"Near LOC-00536, Dharwad",School
FIR-001740,LOC-00530,"Near LOC-00530, Dharwad",Temple
FIR-001741,LOC-00529,"Near LOC-00529, Dharwad",School
FIR-001742,LOC-00507,"Near LOC-00507, Dharwad",Petrol Bunk
FIR-001743,LOC-00497,"Near LOC-00497, Dharwad",Market
FIR-001744,LOC-00494,"Near LOC-00494, Dharwad",School
FIR-001745,LOC-00533,"Near LOC-00533, Dharwad",Circle
FIR-001746,LOC-00490,"Near LOC-00490, Dharwad",Bus Stand
FIR-001747,LOC-00510,"Near LOC-00510, Dharwad",Circle
FIR-001748,LOC-00512,"Near LOC-00512, Dharwad",Circle
FIR-001749,LOC-00534,"Near LOC-00534, Dharwad",Temple
FIR-001750,LOC-00548,"Near LOC-00548, Dharwad",Bus Stand
FIR-001751,LOC-00517,"Near LOC-00517, Dharwad",Bus Stand
FIR-001752,LOC-00534,"Near LOC-00534, Dharwad",Temple
FIR-001753,LOC-00553,"Near LOC-00553, Dharwad",Bus Stand
FIR-001754,LOC-00518,"Near LOC-00518, Dharwad",Market
FIR-001755,LOC-00507,"Near LOC-00507, Dharwad",School
FIR-001756,LOC-00554,"Near LOC-00554, Dharwad",School
FIR-001757,LOC-00494,"Near LOC-00494, Dharwad",School
FIR-001758,LOC-00544,"Near LOC-00544, Dharwad",School
FIR-001759,LOC-00561,"Near LOC-00561, Dharwad",School
FIR-001760,LOC-00524,"Near LOC-00524, Dharwad",School
FIR-001761,LOC-00542,"Near LOC-00542, Dharwad",Petrol Bunk
FIR-001762,LOC-00541,"Near LOC-00541, Dharwad",Temple
FIR-001763,LOC-00527,"Near LOC-00527, Dharwad",Petrol Bunk
FIR-001764,LOC-00556,"Near LOC-00556, Dharwad",Circle
FIR-001765,LOC-00514,"Near LOC-00514, Dharwad",Circle
FIR-001766,LOC-00568,"Near LOC-00568, Dharwad",Circle
FIR-001767,LOC-00486,"Near LOC-00486, Dharwad",Market
FIR-001768,LOC-00506,"Near LOC-00506, Dharwad",Circle
FIR-001769,LOC-00552,"Near LOC-00552, Dharwad",Market
FIR-001770,LOC-00504,"Near LOC-00504, Dharwad",Circle
FIR-001771,LOC-00502,"Near LOC-00502, Dharwad",Market
FIR-001772,LOC-00495,"Near LOC-00495, Dharwad",Temple
FIR-001773,LOC-00517,"Near LOC-00517, Dharwad",Petrol Bunk
FIR-001774,LOC-00499,"Near LOC-00499, Dharwad",School
FIR-001775,LOC-00551,"Near LOC-00551, Dharwad",School
FIR-001776,LOC-00520,"Near LOC-00520, Dharwad",Market
FIR-001777,LOC-00506,"Near LOC-00506, Dharwad",School
FIR-001778,LOC-00509,"Near LOC-00509, Dharwad",Bus Stand
FIR-001779,LOC-00513,"Near LOC-00513, Dharwad",Petrol Bunk
FIR-001780,LOC-00511,"Near LOC-00511, Dharwad",School
FIR-001781,LOC-00563,"Near LOC-00563, Dharwad",School
FIR-001782,LOC-00565,"Near LOC-00565, Dharwad",Temple
FIR-001783,LOC-00501,"Near LOC-00501, Dharwad",Temple
FIR-001784,LOC-00555,"Near LOC-00555, Dharwad",School
FIR-001785,LOC-00505,"Near LOC-00505, Dharwad",Petrol Bunk
FIR-001786,LOC-00545,"Near LOC-00545, Dharwad",Bus Stand
FIR-001787,LOC-00504,"Near LOC-00504, Dharwad",Market
FIR-001788,LOC-00487,"Near LOC-00487, Dharwad",Bus Stand
FIR-001789,LOC-00501,"Near LOC-00501, Dharwad",Petrol Bunk
FIR-001790,LOC-00518,"Near LOC-00518, Dharwad",Temple
FIR-001791,LOC-00559,"Near LOC-00559, Dharwad",Temple
FIR-001792,LOC-00521,"Near LOC-00521, Dharwad",Temple
FIR-001793,LOC-00509,"Near LOC-00509, Dharwad",Circle
FIR-001794,LOC-00565,"Near LOC-00565, Dharwad",Bus Stand
FIR-001795,LOC-00551,"Near LOC-00551, Dharwad",Market
FIR-001796,LOC-00511,"Near LOC-00511, Dharwad",Petrol Bunk
FIR-001797,LOC-00519,"Near LOC-00519, Dharwad",Circle
FIR-001798,LOC-00526,"Near LOC-00526, Dharwad",Petrol Bunk
FIR-001799,LOC-00496,"Near LOC-00496, Dharwad",Circle
FIR-001800,LOC-00545,"Near LOC-00545, Dharwad",Temple
FIR-001801,LOC-00559,"Near LOC-00559, Dharwad",Temple
FIR-001802,LOC-00506,"Near LOC-00506, Dharwad",Market
FIR-001803,LOC-00514,"Near LOC-00514, Dharwad",Petrol Bunk
FIR-001804,LOC-00492,"Near LOC-00492, Dharwad",Circle
FIR-001805,LOC-00525,"Near LOC-00525, Dharwad",Petrol Bunk
FIR-001806,LOC-00565,"Near LOC-00565, Dharwad",Market
FIR-001807,LOC-00523,"Near LOC-00523, Dharwad",School
FIR-001808,LOC-00556,"Near LOC-00556, Dharwad",Petrol Bunk
FIR-001809,LOC-00567,"Near LOC-00567, Dharwad",School
FIR-001810,LOC-00563,"Near LOC-00563, Dharwad",School
FIR-001811,LOC-00530,"Near LOC-00530, Dharwad",Petrol Bunk
FIR-001812,LOC-00566,"Near LOC-00566, Dharwad",Temple
FIR-001813,LOC-00567,"Near LOC-00567, Dharwad",Bus Stand
FIR-001814,LOC-00522,"Near LOC-00522, Dharwad",Market
FIR-001815,LOC-00518,"Near LOC-00518, Dharwad",Circle
FIR-001816,LOC-00521,"Near LOC-00521, Dharwad",School
FIR-001817,LOC-00516,"Near LOC-00516, Dharwad",School
FIR-001818,LOC-00532,"Near LOC-00532, Dharwad",School
FIR-001819,LOC-00512,"Near LOC-00512, Dharwad",Temple
FIR-001820,LOC-00552,"Near LOC-00552, Dharwad",Petrol Bunk
FIR-001821,LOC-00509,"Near LOC-00509, Dharwad",Petrol Bunk
FIR-001822,LOC-00507,"Near LOC-00507, Dharwad",School
FIR-001823,LOC-00544,"Near LOC-00544, Dharwad",Petrol Bunk
FIR-001824,LOC-00531,"Near LOC-00531, Dharwad",Petrol Bunk
FIR-001825,LOC-00513,"Near LOC-00513, Dharwad",Petrol Bunk
FIR-001826,LOC-00500,"Near LOC-00500, Dharwad",School
FIR-001827,LOC-00529,"Near LOC-00529, Dharwad",Petrol Bunk
FIR-001828,LOC-00529,"Near LOC-00529, Dharwad",Bus Stand
FIR-001829,LOC-00549,"Near LOC-00549, Dharwad",Petrol Bunk
FIR-001830,LOC-00529,"Near LOC-00529, Dharwad",School
FIR-001831,LOC-00546,"Near LOC-00546, Dharwad",Petrol Bunk
FIR-001832,LOC-00498,"Near LOC-00498, Dharwad",School
FIR-001833,LOC-00540,"Near LOC-00540, Dharwad",Market
FIR-001834,LOC-00563,"Near LOC-00563, Dharwad",Petrol Bunk
FIR-001835,LOC-00529,"Near LOC-00529, Dharwad",Bus Stand
FIR-001836,LOC-00563,"Near LOC-00563, Dharwad",Temple
FIR-001837,LOC-00486,"Near LOC-00486, Dharwad",Bus Stand
FIR-001838,LOC-00493,"Near LOC-00493, Dharwad",Petrol Bunk
FIR-001839,LOC-00510,"Near LOC-00510, Dharwad",Circle
FIR-001840,LOC-00568,"Near LOC-00568, Dharwad",Market
FIR-001841,LOC-00537,"Near LOC-00537, Dharwad",Temple
FIR-001842,LOC-00555,"Near LOC-00555, Dharwad",Petrol Bunk
FIR-001843,LOC-00565,"Near LOC-00565, Dharwad",Bus Stand
FIR-001844,LOC-00486,"Near LOC-00486, Dharwad",Circle
FIR-001845,LOC-00560,"Near LOC-00560, Dharwad",Circle
FIR-001846,LOC-00554,"Near LOC-00554, Dharwad",Petrol Bunk
FIR-001847,LOC-00561,"Near LOC-00561, Dharwad",Temple
FIR-001848,LOC-00534,"Near LOC-00534, Dharwad",Petrol Bunk
FIR-001849,LOC-00568,"Near LOC-00568, Dharwad",Bus Stand
FIR-001850,LOC-00562,"Near LOC-00562, Dharwad",Circle
FIR-001851,LOC-00509,"Near LOC-00509, Dharwad",Temple
FIR-001852,LOC-00550,"Near LOC-00550, Dharwad",Temple
FIR-001853,LOC-00492,"Near LOC-00492, Dharwad",Temple
FIR-001854,LOC-00543,"Near LOC-00543, Dharwad",School
FIR-001855,LOC-00542,"Near LOC-00542, Dharwad",Temple
FIR-001856,LOC-00494,"Near LOC-00494, Dharwad",Market
FIR-001857,LOC-00528,"Near LOC-00528, Dharwad",School
FIR-001858,LOC-00515,"Near LOC-00515, Dharwad",Bus Stand
FIR-001859,LOC-00516,"Near LOC-00516, Dharwad",School
FIR-001860,LOC-00512,"Near LOC-00512, Dharwad",Market
FIR-001861,LOC-00497,"Near LOC-00497, Dharwad",Temple
FIR-001862,LOC-00564,"Near LOC-00564, Dharwad",Temple
FIR-001863,LOC-00564,"Near LOC-00564, Dharwad",Temple
FIR-001864,LOC-00554,"Near LOC-00554, Dharwad",Temple
FIR-001865,LOC-00553,"Near LOC-00553, Dharwad",Circle
FIR-001866,LOC-00525,"Near LOC-00525, Dharwad",Market
FIR-001867,LOC-00557,"Near LOC-00557, Dharwad",School
FIR-001868,LOC-00489,"Near LOC-00489, Dharwad",Petrol Bunk
FIR-001869,LOC-00503,"Near LOC-00503, Dharwad",School
FIR-001870,LOC-00524,"Near LOC-00524, Dharwad",Bus Stand
FIR-001871,LOC-00518,"Near LOC-00518, Dharwad",Bus Stand
FIR-001872,LOC-00548,"Near LOC-00548, Dharwad",Petrol Bunk
FIR-001873,LOC-00501,"Near LOC-00501, Dharwad",Temple
FIR-001874,LOC-00562,"Near LOC-00562, Dharwad",Temple
FIR-001875,LOC-00562,"Near LOC-00562, Dharwad",School
FIR-001876,LOC-00535,"Near LOC-00535, Dharwad",Circle
FIR-001877,LOC-00502,"Near LOC-00502, Dharwad",Market
FIR-001878,LOC-00518,"Near LOC-00518, Dharwad",Petrol Bunk
FIR-001879,LOC-00551,"Near LOC-00551, Dharwad",School
FIR-001880,LOC-00566,"Near LOC-00566, Dharwad",Temple
FIR-001881,LOC-00508,"Near LOC-00508, Dharwad",Bus Stand
FIR-001882,LOC-00534,"Near LOC-00534, Dharwad",School
FIR-001883,LOC-00490,"Near LOC-00490, Dharwad",Temple
FIR-001884,LOC-00558,"Near LOC-00558, Dharwad",Bus Stand
FIR-001885,LOC-00500,"Near LOC-00500, Dharwad",Petrol Bunk
FIR-001886,LOC-00539,"Near LOC-00539, Dharwad",Market
FIR-001887,LOC-00520,"Near LOC-00520, Dharwad",Petrol Bunk
FIR-001888,LOC-00543,"Near LOC-00543, Dharwad",Bus Stand
FIR-001889,LOC-00551,"Near LOC-00551, Dharwad",Temple
FIR-001890,LOC-00554,"Near LOC-00554, Dharwad",School
FIR-001891,LOC-00495,"Near LOC-00495, Dharwad",Bus Stand
FIR-001892,LOC-00519,"Near LOC-00519, Dharwad",Market
FIR-001893,LOC-00548,"Near LOC-00548, Dharwad",School
FIR-001894,LOC-00566,"Near LOC-00566, Dharwad",Petrol Bunk
FIR-001895,LOC-00563,"Near LOC-00563, Dharwad",Market
FIR-001896,LOC-00498,"Near LOC-00498, Dharwad",Petrol Bunk
FIR-001897,LOC-00538,"Near LOC-00538, Dharwad",Bus Stand
FIR-001898,LOC-00528,"Near LOC-00528, Dharwad",Market
FIR-001899,LOC-00550,"Near LOC-00550, Dharwad",Temple
FIR-001900,LOC-00495,"Near LOC-00495, Dharwad",School
FIR-001901,LOC-00566,"Near LOC-00566, Dharwad",Petrol Bunk
FIR-001902,LOC-00541,"Near LOC-00541, Dharwad",Petrol Bunk
FIR-001903,LOC-00540,"Near LOC-00540, Dharwad",Petrol Bunk
FIR-001904,LOC-00515,"Near LOC-00515, Dharwad",Circle
FIR-001905,LOC-00538,"Near LOC-00538, Dharwad",Bus Stand
FIR-001906,LOC-00496,"Near LOC-00496, Dharwad",Circle
FIR-001907,LOC-00557,"Near LOC-00557, Dharwad",Bus Stand
FIR-001908,LOC-00524,"Near LOC-00524, Dharwad",Petrol Bunk
FIR-001909,LOC-00514,"Near LOC-00514, Dharwad",Circle
FIR-001910,LOC-00546,"Near LOC-00546, Dharwad",Circle
FIR-001911,LOC-00504,"Near LOC-00504, Dharwad",Temple
FIR-001912,LOC-00547,"Near LOC-00547, Dharwad",Petrol Bunk
FIR-001913,LOC-00561,"Near LOC-00561, Dharwad",School
FIR-001914,LOC-00546,"Near LOC-00546, Dharwad",School
FIR-001915,LOC-00546,"Near LOC-00546, Dharwad",School
FIR-001916,LOC-00531,"Near LOC-00531, Dharwad",Bus Stand
FIR-001917,LOC-00488,"Near LOC-00488, Dharwad",Circle
FIR-001918,LOC-00523,"Near LOC-00523, Dharwad",School
FIR-001919,LOC-00539,"Near LOC-00539, Dharwad",Temple
FIR-001920,LOC-00498,"Near LOC-00498, Dharwad",Bus Stand
FIR-001921,LOC-00522,"Near LOC-00522, Dharwad",Bus Stand
FIR-001922,LOC-00507,"Near LOC-00507, Dharwad",Market
FIR-001923,LOC-00565,"Near LOC-00565, Dharwad",Petrol Bunk
FIR-001924,LOC-00563,"Near LOC-00563, Dharwad",Circle
FIR-001925,LOC-00522,"Near LOC-00522, Dharwad",Circle
FIR-001926,LOC-00499,"Near LOC-00499, Dharwad",Petrol Bunk
FIR-001927,LOC-00503,"Near LOC-00503, Dharwad",Market
FIR-001928,LOC-00487,"Near LOC-00487, Dharwad",Petrol Bunk
FIR-001929,LOC-00506,"Near LOC-00506, Dharwad",Circle
FIR-001930,LOC-00515,"Near LOC-00515, Dharwad",Market
FIR-001931,LOC-00519,"Near LOC-00519, Dharwad",Temple
FIR-001932,LOC-00565,"Near LOC-00565, Dharwad",School
FIR-001933,LOC-00536,"Near LOC-00536, Dharwad",School
FIR-001934,LOC-00513,"Near LOC-00513, Dharwad",Petrol Bunk
FIR-001935,LOC-00529,"Near LOC-00529, Dharwad",School
FIR-001936,LOC-00535,"Near LOC-00535, Dharwad",Circle
FIR-001937,LOC-00568,"Near LOC-00568, Dharwad",Temple
FIR-001938,LOC-00556,"Near LOC-00556, Dharwad",Circle
FIR-001939,LOC-00506,"Near LOC-00506, Dharwad",School
FIR-001940,LOC-00526,"Near LOC-00526, Dharwad",Market
FIR-001941,LOC-00508,"Near LOC-00508, Dharwad",Bus Stand
FIR-001942,LOC-00505,"Near LOC-00505, Dharwad",School
FIR-001943,LOC-00549,"Near LOC-00549, Dharwad",School
FIR-001944,LOC-00538,"Near LOC-00538, Dharwad",Bus Stand
FIR-001945,LOC-00493,"Near LOC-00493, Dharwad",Petrol Bunk
FIR-001946,LOC-00511,"Near LOC-00511, Dharwad",School
FIR-001947,LOC-00525,"Near LOC-00525, Dharwad",Market
FIR-001948,LOC-00545,"Near LOC-00545, Dharwad",School
FIR-001949,LOC-00488,"Near LOC-00488, Dharwad",School
FIR-001950,LOC-00527,"Near LOC-00527, Dharwad",Circle
FIR-001951,LOC-00497,"Near LOC-00497, Dharwad",School
FIR-001952,LOC-00489,"Near LOC-00489, Dharwad",Circle
FIR-001953,LOC-00537,"Near LOC-00537, Dharwad",Petrol Bunk
FIR-001954,LOC-00551,"Near LOC-00551, Dharwad",School
FIR-001955,LOC-00560,"Near LOC-00560, Dharwad",Bus Stand
FIR-001956,LOC-00535,"Near LOC-00535, Dharwad",School
FIR-001957,LOC-00530,"Near LOC-00530, Dharwad",Market
FIR-001958,LOC-00560,"Near LOC-00560, Dharwad",Market
FIR-001959,LOC-00515,"Near LOC-00515, Dharwad",Petrol Bunk
FIR-001960,LOC-00543,"Near LOC-00543, Dharwad",School
FIR-001961,LOC-00491,"Near LOC-00491, Dharwad",Market
FIR-001962,LOC-00563,"Near LOC-00563, Dharwad",Petrol Bunk
FIR-001963,LOC-00547,"Near LOC-00547, Dharwad",Bus Stand
FIR-001964,LOC-00523,"Near LOC-00523, Dharwad",Market
FIR-001965,LOC-00558,"Near LOC-00558, Dharwad",Bus Stand
FIR-001966,LOC-00532,"Near LOC-00532, Dharwad",Market
FIR-001967,LOC-00528,"Near LOC-00528, Dharwad",Market
FIR-001968,LOC-00559,"Near LOC-00559, Dharwad",Circle
FIR-001969,LOC-00540,"Near LOC-00540, Dharwad",School
FIR-001970,LOC-00534,"Near LOC-00534, Dharwad",Market
FIR-001971,LOC-00506,"Near LOC-00506, Dharwad",Temple
FIR-001972,LOC-00529,"Near LOC-00529, Dharwad",Circle
FIR-001973,LOC-00518,"Near LOC-00518, Dharwad",Petrol Bunk
FIR-001974,LOC-00512,"Near LOC-00512, Dharwad",Petrol Bunk
FIR-001975,LOC-00533,"Near LOC-00533, Dharwad",School
FIR-001976,LOC-00499,"Near LOC-00499, Dharwad",Temple
FIR-001977,LOC-00516,"Near LOC-00516, Dharwad",Bus Stand
FIR-001978,LOC-00529,"Near LOC-00529, Dharwad",Petrol Bunk
FIR-001979,LOC-00506,"Near LOC-00506, Dharwad",Temple
FIR-001980,LOC-00510,"Near LOC-00510, Dharwad",School
FIR-001981,LOC-00586,"Near LOC-00586, Gadag",School
FIR-001982,LOC-00570,"Near LOC-00570, Gadag",Temple
FIR-001983,LOC-00596,"Near LOC-00596, Gadag",Temple
FIR-001984,LOC-00582,"Near LOC-00582, Gadag",Petrol Bunk
FIR-001985,LOC-00569,"Near LOC-00569, Gadag",School
FIR-001986,LOC-00587,"Near LOC-00587, Gadag",School
FIR-001987,LOC-00593,"Near LOC-00593, Gadag",Bus Stand
FIR-001988,LOC-00571,"Near LOC-00571, Gadag",Temple
FIR-001989,LOC-00576,"Near LOC-00576, Gadag",Market
FIR-001990,LOC-00595,"Near LOC-00595, Gadag",School
FIR-001991,LOC-00582,"Near LOC-00582, Gadag",Temple
FIR-001992,LOC-00572,"Near LOC-00572, Gadag",Temple
FIR-001993,LOC-00573,"Near LOC-00573, Gadag",Market
FIR-001994,LOC-00585,"Near LOC-00585, Gadag",Temple
FIR-001995,LOC-00594,"Near LOC-00594, Gadag",Petrol Bunk
FIR-001996,LOC-00575,"Near LOC-00575, Gadag",Circle
FIR-001997,LOC-00595,"Near LOC-00595, Gadag",Temple
FIR-001998,LOC-00579,"Near LOC-00579, Gadag",Temple
FIR-001999,LOC-00570,"Near LOC-00570, Gadag",Bus Stand
FIR-002000,LOC-00570,"Near LOC-00570, Gadag",Market
FIR-002001,LOC-00572,"Near LOC-00572, Gadag",Bus Stand
FIR-002002,LOC-00573,"Near LOC-00573, Gadag",Circle
FIR-002003,LOC-00592,"Near LOC-00592, Gadag",School
FIR-002004,LOC-00584,"Near LOC-00584, Gadag",School
FIR-002005,LOC-00575,"Near LOC-00575, Gadag",Market
FIR-002006,LOC-00572,"Near LOC-00572, Gadag",Bus Stand
FIR-002007,LOC-00586,"Near LOC-00586, Gadag",Petrol Bunk
FIR-002008,LOC-00570,"Near LOC-00570, Gadag",Circle
FIR-002009,LOC-00586,"Near LOC-00586, Gadag",Bus Stand
FIR-002010,LOC-00581,"Near LOC-00581, Gadag",Bus Stand
FIR-002011,LOC-00581,"Near LOC-00581, Gadag",Circle
FIR-002012,LOC-00586,"Near LOC-00586, Gadag",Market
FIR-002013,LOC-00596,"Near LOC-00596, Gadag",Petrol Bunk
FIR-002014,LOC-00576,"Near LOC-00576, Gadag",Petrol Bunk
FIR-002015,LOC-00582,"Near LOC-00582, Gadag",Market
FIR-002016,LOC-00588,"Near LOC-00588, Gadag",Temple
FIR-002017,LOC-00580,"Near LOC-00580, Gadag",Petrol Bunk
FIR-002018,LOC-00581,"Near LOC-00581, Gadag",Market
FIR-002019,LOC-00572,"Near LOC-00572, Gadag",Petrol Bunk
FIR-002020,LOC-00576,"Near LOC-00576, Gadag",Bus Stand
FIR-002021,LOC-00583,"Near LOC-00583, Gadag",Bus Stand
FIR-002022,LOC-00569,"Near LOC-00569, Gadag",Circle
FIR-002023,LOC-00595,"Near LOC-00595, Gadag",Petrol Bunk
FIR-002024,LOC-00574,"Near LOC-00574, Gadag",Market
FIR-002025,LOC-00590,"Near LOC-00590, Gadag",Bus Stand
FIR-002026,LOC-00578,"Near LOC-00578, Gadag",Temple
FIR-002027,LOC-00570,"Near LOC-00570, Gadag",Market
FIR-002028,LOC-00586,"Near LOC-00586, Gadag",School
FIR-002029,LOC-00569,"Near LOC-00569, Gadag",Temple
FIR-002030,LOC-00588,"Near LOC-00588, Gadag",Bus Stand
FIR-002031,LOC-00593,"Near LOC-00593, Gadag",Temple
FIR-002032,LOC-00588,"Near LOC-00588, Gadag",Circle
FIR-002033,LOC-00591,"Near LOC-00591, Gadag",Temple
FIR-002034,LOC-00570,"Near LOC-00570, Gadag",School
FIR-002035,LOC-00596,"Near LOC-00596, Gadag",Petrol Bunk
FIR-002036,LOC-00586,"Near LOC-00586, Gadag",School
FIR-002037,LOC-00573,"Near LOC-00573, Gadag",Petrol Bunk
FIR-002038,LOC-00572,"Near LOC-00572, Gadag",School
FIR-002039,LOC-00596,"Near LOC-00596, Gadag",Petrol Bunk
FIR-002040,LOC-00577,"Near LOC-00577, Gadag",Bus Stand
FIR-002041,LOC-00580,"Near LOC-00580, Gadag",Bus Stand
FIR-002042,LOC-00591,"Near LOC-00591, Gadag",Bus Stand
FIR-002043,LOC-00583,"Near LOC-00583, Gadag",Petrol Bunk
FIR-002044,LOC-00570,"Near LOC-00570, Gadag",Market
FIR-002045,LOC-00582,"Near LOC-00582, Gadag",Market
FIR-002046,LOC-00596,"Near LOC-00596, Gadag",Market
FIR-002047,LOC-00592,"Near LOC-00592, Gadag",Bus Stand
FIR-002048,LOC-00571,"Near LOC-00571, Gadag",Temple
FIR-002049,LOC-00576,"Near LOC-00576, Gadag",Market
FIR-002050,LOC-00576,"Near LOC-00576, Gadag",Temple
FIR-002051,LOC-00582,"Near LOC-00582, Gadag",Bus Stand
FIR-002052,LOC-00596,"Near LOC-00596, Gadag",Temple
FIR-002053,LOC-00578,"Near LOC-00578, Gadag",Bus Stand
FIR-002054,LOC-00587,"Near LOC-00587, Gadag",Temple
FIR-002055,LOC-00590,"Near LOC-00590, Gadag",Circle
FIR-002056,LOC-00582,"Near LOC-00582, Gadag",School
FIR-002057,LOC-00574,"Near LOC-00574, Gadag",Temple
FIR-002058,LOC-00596,"Near LOC-00596, Gadag",Petrol Bunk
FIR-002059,LOC-00571,"Near LOC-00571, Gadag",Circle
FIR-002060,LOC-00593,"Near LOC-00593, Gadag",Temple
FIR-002061,LOC-00589,"Near LOC-00589, Gadag",Circle
FIR-002062,LOC-00586,"Near LOC-00586, Gadag",Market
FIR-002063,LOC-00591,"Near LOC-00591, Gadag",School
FIR-002064,LOC-00582,"Near LOC-00582, Gadag",School
FIR-002065,LOC-00594,"Near LOC-00594, Gadag",Petrol Bunk
FIR-002066,LOC-00576,"Near LOC-00576, Gadag",School
FIR-002067,LOC-00579,"Near LOC-00579, Gadag",Bus Stand
FIR-002068,LOC-00576,"Near LOC-00576, Gadag",Circle
FIR-002069,LOC-00594,"Near LOC-00594, Gadag",Market
FIR-002070,LOC-00584,"Near LOC-00584, Gadag",School
FIR-002071,LOC-00587,"Near LOC-00587, Gadag",School
FIR-002072,LOC-00570,"Near LOC-00570, Gadag",Circle
FIR-002073,LOC-00582,"Near LOC-00582, Gadag",Petrol Bunk
FIR-002074,LOC-00570,"Near LOC-00570, Gadag",Circle
FIR-002075,LOC-00577,"Near LOC-00577, Gadag",Market
FIR-002076,LOC-00590,"Near LOC-00590, Gadag",Market
FIR-002077,LOC-00584,"Near LOC-00584, Gadag",Market
FIR-002078,LOC-00575,"Near LOC-00575, Gadag",Market
FIR-002079,LOC-00576,"Near LOC-00576, Gadag",Temple
FIR-002080,LOC-00572,"Near LOC-00572, Gadag",School
FIR-002081,LOC-00577,"Near LOC-00577, Gadag",Petrol Bunk
FIR-002082,LOC-00585,"Near LOC-00585, Gadag",Temple
FIR-002083,LOC-00582,"Near LOC-00582, Gadag",Market
FIR-002084,LOC-00582,"Near LOC-00582, Gadag",Bus Stand
FIR-002085,LOC-00579,"Near LOC-00579, Gadag",Bus Stand
FIR-002086,LOC-00585,"Near LOC-00585, Gadag",Petrol Bunk
FIR-002087,LOC-00583,"Near LOC-00583, Gadag",Temple
FIR-002088,LOC-00576,"Near LOC-00576, Gadag",Temple
FIR-002089,LOC-00576,"Near LOC-00576, Gadag",Temple
FIR-002090,LOC-00580,"Near LOC-00580, Gadag",School
FIR-002091,LOC-00578,"Near LOC-00578, Gadag",School
FIR-002092,LOC-00572,"Near LOC-00572, Gadag",School
FIR-002093,LOC-00570,"Near LOC-00570, Gadag",Bus Stand
FIR-002094,LOC-00592,"Near LOC-00592, Gadag",School
FIR-002095,LOC-00596,"Near LOC-00596, Gadag",Circle
FIR-002096,LOC-00589,"Near LOC-00589, Gadag",Circle
FIR-002097,LOC-00589,"Near LOC-00589, Gadag",Market
FIR-002098,LOC-00572,"Near LOC-00572, Gadag",Petrol Bunk
FIR-002099,LOC-00574,"Near LOC-00574, Gadag",Circle
FIR-002100,LOC-00586,"Near LOC-00586, Gadag",Temple
FIR-002101,LOC-00620,"Near LOC-00620, Hassan",Bus Stand
FIR-002102,LOC-00599,"Near LOC-00599, Hassan",Circle
FIR-002103,LOC-00620,"Near LOC-00620, Hassan",School
FIR-002104,LOC-00611,"Near LOC-00611, Hassan",Temple
FIR-002105,LOC-00613,"Near LOC-00613, Hassan",Bus Stand
FIR-002106,LOC-00600,"Near LOC-00600, Hassan",Bus Stand
FIR-002107,LOC-00624,"Near LOC-00624, Hassan",Market
FIR-002108,LOC-00606,"Near LOC-00606, Hassan",Bus Stand
FIR-002109,LOC-00605,"Near LOC-00605, Hassan",Petrol Bunk
FIR-002110,LOC-00603,"Near LOC-00603, Hassan",Temple
FIR-002111,LOC-00609,"Near LOC-00609, Hassan",Bus Stand
FIR-002112,LOC-00619,"Near LOC-00619, Hassan",Circle
FIR-002113,LOC-00622,"Near LOC-00622, Hassan",Circle
FIR-002114,LOC-00603,"Near LOC-00603, Hassan",School
FIR-002115,LOC-00622,"Near LOC-00622, Hassan",Market
FIR-002116,LOC-00620,"Near LOC-00620, Hassan",Circle
FIR-002117,LOC-00612,"Near LOC-00612, Hassan",Market
FIR-002118,LOC-00615,"Near LOC-00615, Hassan",Circle
FIR-002119,LOC-00620,"Near LOC-00620, Hassan",School
FIR-002120,LOC-00607,"Near LOC-00607, Hassan",Temple
FIR-002121,LOC-00602,"Near LOC-00602, Hassan",Market
FIR-002122,LOC-00618,"Near LOC-00618, Hassan",Market
FIR-002123,LOC-00622,"Near LOC-00622, Hassan",Temple
FIR-002124,LOC-00618,"Near LOC-00618, Hassan",Circle
FIR-002125,LOC-00602,"Near LOC-00602, Hassan",School
FIR-002126,LOC-00604,"Near LOC-00604, Hassan",Temple
FIR-002127,LOC-00610,"Near LOC-00610, Hassan",Circle
FIR-002128,LOC-00619,"Near LOC-00619, Hassan",Temple
FIR-002129,LOC-00619,"Near LOC-00619, Hassan",Temple
FIR-002130,LOC-00619,"Near LOC-00619, Hassan",School
