accused_id_1,accused_id_2,shared_fir_count,first_shared_fir_id,relationship_type
ACC-00494,ACC-01710,1,FIR-002501,co-accused
ACC-03344,ACC-04287,1,FIR-002503,co-accused
ACC-03344,ACC-04334,1,FIR-002503,co-accused
ACC-04287,ACC-04334,1,FIR-002503,co-accused
ACC-01300,ACC-03724,1,FIR-002504,co-accused
ACC-00120,ACC-01902,1,FIR-002508,co-accused
ACC-00120,ACC-02843,1,FIR-002511,co-accused
ACC-03151,ACC-03854,1,FIR-002513,co-accused
ACC-00091,ACC-01857,1,FIR-002515,co-accused
ACC-00296,ACC-02524,1,FIR-002517,co-accused
ACC-00109,ACC-01378,1,FIR-002524,co-accused
ACC-04191,ACC-04377,1,FIR-002530,co-accused
ACC-00690,ACC-02775,1,FIR-002531,co-accused
ACC-02001,ACC-03319,1,FIR-002532,co-accused
ACC-00695,ACC-04115,1,FIR-002533,co-accused
ACC-00924,ACC-04114,1,FIR-002534,co-accused
ACC-00265,ACC-01786,1,FIR-002536,co-accused
ACC-00265,ACC-02100,1,FIR-002536,co-accused
ACC-01786,ACC-02100,1,FIR-002536,co-accused
ACC-00791,ACC-04400,1,FIR-002539,co-accused
ACC-02818,ACC-03360,1,FIR-002540,co-accused
ACC-02655,ACC-04239,1,FIR-002541,co-accused
ACC-00222,ACC-01204,1,FIR-002546,co-accused
ACC-01287,ACC-02688,1,FIR-002547,co-accused
ACC-00760,ACC-00822,1,FIR-002548,co-accused
ACC-00760,ACC-04170,1,FIR-002548,co-accused
ACC-00822,ACC-04170,1,FIR-002548,co-accused
ACC-01010,ACC-02164,1,FIR-002556,co-accused
ACC-00743,ACC-01229,1,FIR-002558,co-accused
ACC-02066,ACC-02178,1,FIR-002559,co-accused
ACC-02035,ACC-03442,1,FIR-002564,co-accused
ACC-02035,ACC-04114,1,FIR-002564,co-accused
ACC-03442,ACC-04114,1,FIR-002564,co-accused
ACC-01932,ACC-02243,1,FIR-002565,co-accused
ACC-01911,ACC-04239,1,FIR-002566,co-accused
ACC-02467,ACC-04379,1,FIR-002569,co-accused
ACC-00967,ACC-01064,1,FIR-002572,co-accused
ACC-00967,ACC-03442,1,FIR-002572,co-accused
ACC-01064,ACC-03442,1,FIR-002572,co-accused
ACC-00013,ACC-02476,1,FIR-002576,co-accused
ACC-00715,ACC-02565,1,FIR-002577,co-accused
ACC-03054,ACC-03569,1,FIR-002581,co-accused
ACC-00248,ACC-02243,1,FIR-002582,co-accused
ACC-00248,ACC-03687,1,FIR-002582,co-accused
ACC-02243,ACC-03687,1,FIR-002582,co-accused
ACC-01453,ACC-02148,1,FIR-002583,co-accused
ACC-01453,ACC-02345,1,FIR-002583,co-accused
ACC-02148,ACC-02345,1,FIR-002583,co-accused
ACC-00249,ACC-01861,1,FIR-002584,co-accused
ACC-00249,ACC-03636,1,FIR-002584,co-accused
ACC-01861,ACC-03636,1,FIR-002584,co-accused
ACC-02565,ACC-02576,1,FIR-002588,co-accused
ACC-02565,ACC-03927,1,FIR-002588,co-accused
ACC-02576,ACC-03927,1,FIR-002588,co-accused
ACC-00503,ACC-00695,1,FIR-002591,co-accused
ACC-00503,ACC-03636,1,FIR-002591,co-accused
ACC-00695,ACC-03636,1,FIR-002591,co-accused
ACC-00128,ACC-00222,1,FIR-002594,co-accused
ACC-01214,ACC-01287,1,FIR-002595,co-accused
ACC-01228,ACC-04081,1,FIR-002597,co-accused
ACC-01064,ACC-02515,1,FIR-002600,co-accused
ACC-00891,ACC-01808,1,FIR-002602,co-accused
ACC-04135,ACC-04390,1,FIR-002607,co-accused
ACC-00723,ACC-01071,1,FIR-002608,co-accused
ACC-00723,ACC-03534,1,FIR-002608,co-accused
ACC-01071,ACC-03534,1,FIR-002608,co-accused
ACC-00433,ACC-03591,1,FIR-002609,co-accused
ACC-01875,ACC-04377,1,FIR-002610,co-accused
ACC-03286,ACC-04039,1,FIR-002615,co-accused
ACC-01242,ACC-03473,1,FIR-002620,co-accused
ACC-01242,ACC-03768,1,FIR-002620,co-accused
ACC-03473,ACC-03768,1,FIR-002620,co-accused
ACC-00878,ACC-01037,1,FIR-002626,co-accused
ACC-03484,ACC-04318,1,FIR-002628,co-accused
ACC-01165,ACC-03930,1,FIR-002631,co-accused
ACC-02198,ACC-03701,1,FIR-002634,co-accused
ACC-04039,ACC-04171,1,FIR-002636,co-accused
ACC-02336,ACC-03930,1,FIR-002643,co-accused
ACC-00302,ACC-01043,1,FIR-002647,co-accused
ACC-00302,ACC-02684,1,FIR-002647,co-accused
ACC-01043,ACC-02684,1,FIR-002647,co-accused
ACC-01489,ACC-03213,1,FIR-002650,co-accused
ACC-00095,ACC-00113,1,FIR-002652,co-accused
ACC-00095,ACC-01910,1,FIR-002652,co-accused
ACC-00113,ACC-01910,1,FIR-002652,co-accused
ACC-00082,ACC-03718,1,FIR-002653,co-accused
ACC-01309,ACC-01604,1,FIR-002659,co-accused
ACC-02386,ACC-04316,1,FIR-002662,co-accused
ACC-00052,ACC-00082,1,FIR-002663,co-accused
ACC-00052,ACC-04259,1,FIR-002663,co-accused
ACC-00082,ACC-04259,1,FIR-002663,co-accused
ACC-01043,ACC-01789,1,FIR-002664,co-accused
ACC-00460,ACC-02362,1,FIR-002665,co-accused
ACC-01037,ACC-03784,1,FIR-002671,co-accused
ACC-00113,ACC-03115,1,FIR-002673,co-accused
ACC-01242,ACC-01288,1,FIR-002676,co-accused
ACC-02205,ACC-03701,1,FIR-002677,co-accused
ACC-02390,ACC-03473,1,FIR-002679,co-accused
ACC-02390,ACC-03958,1,FIR-002679,co-accused
ACC-03473,ACC-03958,1,FIR-002679,co-accused
ACC-02503,ACC-03213,1,FIR-002686,co-accused
ACC-01453,ACC-01756,1,FIR-002688,co-accused
ACC-02297,ACC-02925,1,FIR-002689,co-accused
ACC-01428,ACC-02477,1,FIR-002695,co-accused
ACC-01731,ACC-02842,1,FIR-002701,co-accused
ACC-03686,ACC-03968,1,FIR-002705,co-accused
ACC-01968,ACC-02738,1,FIR-002709,co-accused
ACC-03866,ACC-04275,1,FIR-002726,co-accused
ACC-02813,ACC-04227,1,FIR-002733,co-accused
ACC-04050,ACC-04147,1,FIR-002742,co-accused
ACC-01731,ACC-02869,1,FIR-002745,co-accused
ACC-00127,ACC-02179,1,FIR-002750,co-accused
ACC-00488,ACC-02073,1,FIR-002755,co-accused
ACC-00488,ACC-03902,1,FIR-002755,co-accused
ACC-02073,ACC-03902,1,FIR-002755,co-accused
ACC-01123,ACC-02746,1,FIR-002757,co-accused
ACC-00949,ACC-04423,1,FIR-002758,co-accused
ACC-00310,ACC-01728,1,FIR-002763,co-accused
ACC-00883,ACC-02381,1,FIR-002770,co-accused
ACC-00331,ACC-00438,1,FIR-002771,co-accused
ACC-00331,ACC-01881,1,FIR-002771,co-accused
ACC-00438,ACC-01881,1,FIR-002771,co-accused
ACC-01313,ACC-02886,1,FIR-002773,co-accused
ACC-01313,ACC-03481,1,FIR-002773,co-accused
ACC-02886,ACC-03481,1,FIR-002773,co-accused
ACC-00541,ACC-02738,1,FIR-002787,co-accused
ACC-01929,ACC-03686,1,FIR-002788,co-accused
ACC-02780,ACC-03514,1,FIR-002789,co-accused
ACC-00233,ACC-04006,1,FIR-002790,co-accused
ACC-01359,ACC-03287,1,FIR-002791,co-accused
ACC-00647,ACC-00907,1,FIR-002792,co-accused
ACC-01394,ACC-03607,1,FIR-002798,co-accused
ACC-03575,ACC-03933,1,FIR-002801,co-accused
ACC-00768,ACC-01996,1,FIR-002803,co-accused
ACC-00768,ACC-04237,1,FIR-002803,co-accused
ACC-01996,ACC-04237,1,FIR-002803,co-accused
ACC-00247,ACC-01887,1,FIR-002811,co-accused
ACC-00380,ACC-01518,1,FIR-002813,co-accused
ACC-03949,ACC-04247,1,FIR-002816,co-accused
ACC-01099,ACC-04423,1,FIR-002817,co-accused
ACC-03208,ACC-04150,1,FIR-002821,co-accused
ACC-04043,ACC-04349,1,FIR-002822,co-accused
ACC-00020,ACC-04136,1,FIR-002823,co-accused
ACC-01959,ACC-04208,1,FIR-002824,co-accused
ACC-02099,ACC-03725,1,FIR-002833,co-accused
ACC-03955,ACC-04349,1,FIR-002838,co-accused
ACC-00731,ACC-01395,1,FIR-002839,co-accused
ACC-04209,ACC-04417,1,FIR-002845,co-accused
ACC-02819,ACC-03508,1,FIR-002847,co-accused
ACC-00226,ACC-00511,1,FIR-002848,co-accused
ACC-01695,ACC-03899,1,FIR-002849,co-accused
ACC-00260,ACC-01021,1,FIR-002852,co-accused
ACC-00461,ACC-00488,1,FIR-002853,co-accused
ACC-02521,ACC-03607,1,FIR-002856,co-accused
ACC-00055,ACC-00548,1,FIR-002858,co-accused
ACC-00055,ACC-02700,1,FIR-002858,co-accused
ACC-00548,ACC-02700,1,FIR-002858,co-accused
ACC-03324,ACC-04384,1,FIR-002881,co-accused
ACC-03096,ACC-03219,1,FIR-002882,co-accused
ACC-00015,ACC-04140,1,FIR-002890,co-accused
ACC-01138,ACC-02196,1,FIR-002892,co-accused
ACC-00781,ACC-02996,1,FIR-002894,co-accused
ACC-03026,ACC-04147,1,FIR-002899,co-accused
ACC-00803,ACC-03073,1,FIR-002901,co-accused
ACC-00536,ACC-03949,1,FIR-002903,co-accused
ACC-01166,ACC-02757,1,FIR-002905,co-accused
ACC-00776,ACC-00985,1,FIR-002907,co-accused
ACC-02212,ACC-03959,1,FIR-002912,co-accused
ACC-03109,ACC-03387,1,FIR-002914,co-accused
ACC-02486,ACC-04014,1,FIR-002917,co-accused
ACC-03187,ACC-03899,1,FIR-002918,co-accused
ACC-00438,ACC-00733,1,FIR-002922,co-accused
ACC-00438,ACC-03330,1,FIR-002922,co-accused
ACC-00733,ACC-03330,1,FIR-002922,co-accused
ACC-03865,ACC-03920,1,FIR-002928,co-accused
ACC-00274,ACC-04459,1,FIR-002931,co-accused
ACC-00409,ACC-03725,1,FIR-002935,co-accused
ACC-01614,ACC-03038,1,FIR-002936,co-accused
ACC-00385,ACC-01123,1,FIR-002939,co-accused
ACC-02252,ACC-04229,1,FIR-002940,co-accused
ACC-00534,ACC-02317,1,FIR-002944,co-accused
ACC-01553,ACC-02288,1,FIR-002945,co-accused
ACC-00291,ACC-03038,1,FIR-002947,co-accused
ACC-00568,ACC-03778,1,FIR-002949,co-accused
ACC-01362,ACC-04208,1,FIR-002950,co-accused
ACC-01033,ACC-01618,1,FIR-002959,co-accused
ACC-02052,ACC-02774,1,FIR-002962,co-accused
ACC-01136,ACC-01654,1,FIR-002965,co-accused
ACC-00294,ACC-01334,1,FIR-002968,co-accused
ACC-00294,ACC-01772,1,FIR-002968,co-accused
ACC-01334,ACC-01772,1,FIR-002968,co-accused
ACC-01329,ACC-02576,1,FIR-002969,co-accused
ACC-01329,ACC-02994,1,FIR-002969,co-accused
ACC-02576,ACC-02994,1,FIR-002969,co-accused
ACC-01462,ACC-01491,1,FIR-002970,co-accused
ACC-01462,ACC-01654,1,FIR-002970,co-accused
ACC-01491,ACC-01654,1,FIR-002970,co-accused
ACC-00411,ACC-01359,1,FIR-002971,co-accused
ACC-00901,ACC-02730,1,FIR-002973,co-accused
ACC-01363,ACC-03763,1,FIR-002976,co-accused
ACC-00647,ACC-01113,1,FIR-002977,co-accused
ACC-00828,ACC-02020,1,FIR-002978,co-accused
ACC-00193,ACC-01055,1,FIR-002987,co-accused
ACC-00193,ACC-01529,1,FIR-002987,co-accused
ACC-01055,ACC-01529,1,FIR-002987,co-accused
ACC-00150,ACC-02192,1,FIR-002992,co-accused
ACC-01618,ACC-04178,1,FIR-002994,co-accused
ACC-02527,ACC-03178,1,FIR-002995,co-accused
ACC-02071,ACC-04156,1,FIR-002998,co-accused
ACC-01334,ACC-02744,1,FIR-003002,co-accused
ACC-00023,ACC-00794,1,FIR-003003,co-accused
ACC-02033,ACC-03022,1,FIR-003005,co-accused
ACC-02791,ACC-03647,1,FIR-003009,co-accused
ACC-00743,ACC-00893,1,FIR-003016,co-accused
ACC-02047,ACC-03022,1,FIR-003018,co-accused
ACC-00496,ACC-01022,1,FIR-003019,co-accused
ACC-00496,ACC-03837,1,FIR-003019,co-accused
ACC-01022,ACC-03837,1,FIR-003019,co-accused
ACC-00629,ACC-02524,1,FIR-003020,co-accused
ACC-00195,ACC-03379,1,FIR-003022,co-accused
ACC-01456,ACC-03558,1,FIR-003023,co-accused
ACC-01456,ACC-04078,1,FIR-003023,co-accused
ACC-03558,ACC-04078,1,FIR-003023,co-accused
ACC-01456,ACC-01484,1,FIR-003024,co-accused
ACC-01462,ACC-01866,1,FIR-003026,co-accused
ACC-00651,ACC-02192,1,FIR-003027,co-accused
ACC-00901,ACC-02070,1,FIR-003028,co-accused
ACC-00901,ACC-02882,1,FIR-003028,co-accused
ACC-02070,ACC-02882,1,FIR-003028,co-accused
ACC-01928,ACC-03897,1,FIR-003029,co-accused
ACC-01040,ACC-02278,1,FIR-003030,co-accused
ACC-01040,ACC-04355,1,FIR-003030,co-accused
ACC-02278,ACC-04355,1,FIR-003030,co-accused
ACC-00338,ACC-02884,1,FIR-003031,co-accused
ACC-00775,ACC-01970,1,FIR-003032,co-accused
ACC-01055,ACC-01396,1,FIR-003038,co-accused
ACC-00570,ACC-01408,1,FIR-003040,co-accused
ACC-00570,ACC-03327,1,FIR-003040,co-accused
ACC-01408,ACC-03327,1,FIR-003040,co-accused
ACC-00049,ACC-03556,1,FIR-003043,co-accused
ACC-00049,ACC-04308,1,FIR-003043,co-accused
ACC-03556,ACC-04308,1,FIR-003043,co-accused
ACC-02224,ACC-03441,1,FIR-003046,co-accused
ACC-02584,ACC-02668,1,FIR-003048,co-accused
ACC-02224,ACC-03188,1,FIR-003051,co-accused
ACC-01087,ACC-03526,1,FIR-003052,co-accused
ACC-01955,ACC-04401,1,FIR-003053,co-accused
ACC-00434,ACC-03854,1,FIR-003055,co-accused
ACC-01534,ACC-01621,1,FIR-003056,co-accused
ACC-01192,ACC-03793,1,FIR-003059,co-accused
ACC-01887,ACC-02178,1,FIR-003060,co-accused
ACC-01887,ACC-03773,1,FIR-003060,co-accused
ACC-02178,ACC-03773,1,FIR-003060,co-accused
ACC-00426,ACC-02788,1,FIR-003063,co-accused
ACC-00950,ACC-03911,1,FIR-003064,co-accused
ACC-01077,ACC-02344,1,FIR-003065,co-accused
ACC-01134,ACC-01955,1,FIR-003068,co-accused
ACC-01621,ACC-03819,1,FIR-003069,co-accused
ACC-00542,ACC-01262,1,FIR-003072,co-accused
ACC-02236,ACC-03600,1,FIR-003085,co-accused
ACC-01554,ACC-03715,1,FIR-003086,co-accused
ACC-00830,ACC-02774,1,FIR-003090,co-accused
ACC-01544,ACC-02305,1,FIR-003091,co-accused
ACC-00609,ACC-02274,1,FIR-003092,co-accused
ACC-00609,ACC-03567,1,FIR-003092,co-accused
ACC-02274,ACC-03567,1,FIR-003092,co-accused
ACC-00806,ACC-03190,1,FIR-003094,co-accused
ACC-00806,ACC-03910,1,FIR-003094,co-accused
ACC-03190,ACC-03910,1,FIR-003094,co-accused
ACC-00806,ACC-01348,1,FIR-003095,co-accused
ACC-00806,ACC-03981,1,FIR-003095,co-accused
ACC-01348,ACC-03981,1,FIR-003095,co-accused
ACC-02580,ACC-04204,1,FIR-003106,co-accused
ACC-01848,ACC-03469,1,FIR-003110,co-accused
ACC-03514,ACC-04283,1,FIR-003111,co-accused
ACC-00041,ACC-03437,1,FIR-003113,co-accused
ACC-03452,ACC-03526,1,FIR-003115,co-accused
ACC-00362,ACC-04445,1,FIR-003118,co-accused
ACC-00049,ACC-00414,1,FIR-003123,co-accused
ACC-00289,ACC-03193,1,FIR-003124,co-accused
ACC-00298,ACC-02402,1,FIR-003126,co-accused
ACC-00298,ACC-03130,1,FIR-003126,co-accused
ACC-02402,ACC-03130,1,FIR-003126,co-accused
ACC-00571,ACC-01898,1,FIR-003127,co-accused
ACC-00776,ACC-01017,1,FIR-003131,co-accused
ACC-00776,ACC-01684,1,FIR-003131,co-accused
ACC-01017,ACC-01684,1,FIR-003131,co-accused
ACC-02752,ACC-03777,1,FIR-003133,co-accused
ACC-01602,ACC-02800,1,FIR-003135,co-accused
ACC-01602,ACC-02875,1,FIR-003135,co-accused
ACC-02800,ACC-02875,1,FIR-003135,co-accused
ACC-00844,ACC-04273,1,FIR-003137,co-accused
ACC-02329,ACC-03078,1,FIR-003138,co-accused
ACC-02625,ACC-02901,1,FIR-003139,co-accused
ACC-03004,ACC-03034,1,FIR-003140,co-accused
ACC-03004,ACC-03617,1,FIR-003140,co-accused
ACC-03034,ACC-03617,1,FIR-003140,co-accused
ACC-01328,ACC-02113,1,FIR-003141,co-accused
ACC-01219,ACC-01595,1,FIR-003148,co-accused
ACC-02104,ACC-03395,1,FIR-003149,co-accused
ACC-00688,ACC-03157,1,FIR-003150,co-accused
ACC-00594,ACC-02989,1,FIR-003151,co-accused
ACC-00594,ACC-03985,1,FIR-003151,co-accused
ACC-02989,ACC-03985,1,FIR-003151,co-accused
ACC-01842,ACC-02958,1,FIR-003152,co-accused
ACC-01549,ACC-02397,1,FIR-003153,co-accused
ACC-03376,ACC-03705,1,FIR-003155,co-accused
ACC-00038,ACC-01119,1,FIR-003156,co-accused
ACC-00835,ACC-03914,1,FIR-003157,co-accused
ACC-00996,ACC-04137,1,FIR-003159,co-accused
ACC-00594,ACC-04142,1,FIR-003161,co-accused
ACC-03071,ACC-04243,1,FIR-003163,co-accused
ACC-01273,ACC-03750,1,FIR-003164,co-accused
ACC-00257,ACC-02113,1,FIR-003166,co-accused
ACC-00558,ACC-00824,1,FIR-003168,co-accused
ACC-00030,ACC-01595,1,FIR-003169,co-accused
ACC-00030,ACC-03162,1,FIR-003169,co-accused
ACC-01595,ACC-03162,1,FIR-003169,co-accused
ACC-00844,ACC-02200,1,FIR-003174,co-accused
ACC-00600,ACC-03635,1,FIR-003177,co-accused
ACC-00145,ACC-00341,1,FIR-003178,co-accused
ACC-00145,ACC-01390,1,FIR-003178,co-accused
ACC-00341,ACC-01390,1,FIR-003178,co-accused
ACC-01684,ACC-02531,1,FIR-003181,co-accused
ACC-00179,ACC-02451,1,FIR-003182,co-accused
ACC-02276,ACC-02625,1,FIR-003184,co-accused
ACC-00132,ACC-01390,1,FIR-003188,co-accused
ACC-00132,ACC-02180,1,FIR-003188,co-accused
ACC-01390,ACC-02180,1,FIR-003188,co-accused
ACC-00620,ACC-02830,1,FIR-003189,co-accused
ACC-00620,ACC-02999,1,FIR-003189,co-accused
ACC-02830,ACC-02999,1,FIR-003189,co-accused
ACC-02830,ACC-03094,1,FIR-003192,co-accused
ACC-01644,ACC-01898,1,FIR-003193,co-accused
ACC-01644,ACC-02720,1,FIR-003193,co-accused
ACC-01898,ACC-02720,1,FIR-003193,co-accused
ACC-00777,ACC-01459,1,FIR-003198,co-accused
ACC-00777,ACC-03034,1,FIR-003198,co-accused
ACC-01459,ACC-03034,1,FIR-003198,co-accused
ACC-00129,ACC-02478,1,FIR-003200,co-accused
ACC-02478,ACC-03800,1,FIR-003201,co-accused
ACC-02478,ACC-04415,1,FIR-003201,co-accused
ACC-03800,ACC-04415,1,FIR-003201,co-accused
ACC-03162,ACC-03622,1,FIR-003206,co-accused
ACC-02009,ACC-02105,1,FIR-003210,co-accused
ACC-02009,ACC-02800,1,FIR-003210,co-accused
ACC-02105,ACC-02800,1,FIR-003210,co-accused
ACC-03965,ACC-04108,1,FIR-003213,co-accused
ACC-00224,ACC-03152,1,FIR-003214,co-accused
ACC-03504,ACC-04383,1,FIR-003217,co-accused
ACC-03668,ACC-04108,1,FIR-003218,co-accused
ACC-02703,ACC-03574,1,FIR-003220,co-accused
ACC-01740,ACC-03807,1,FIR-003226,co-accused
ACC-01740,ACC-04049,1,FIR-003226,co-accused
ACC-03807,ACC-04049,1,FIR-003226,co-accused
ACC-02499,ACC-04456,1,FIR-003228,co-accused
ACC-01009,ACC-03591,1,FIR-003230,co-accused
ACC-03434,ACC-03952,1,FIR-003232,co-accused
ACC-02844,ACC-02902,1,FIR-003236,co-accused
ACC-03198,ACC-03509,1,FIR-003239,co-accused
ACC-00923,ACC-04383,1,FIR-003241,co-accused
ACC-00607,ACC-00779,1,FIR-003245,co-accused
ACC-00673,ACC-03713,1,FIR-003246,co-accused
ACC-00673,ACC-04073,1,FIR-003246,co-accused
ACC-03713,ACC-04073,1,FIR-003246,co-accused
ACC-00311,ACC-02184,1,FIR-003247,co-accused
ACC-02647,ACC-03598,1,FIR-003249,co-accused
ACC-00377,ACC-02837,1,FIR-003251,co-accused
ACC-01387,ACC-03324,1,FIR-003255,co-accused
ACC-03268,ACC-04095,1,FIR-003261,co-accused
ACC-00133,ACC-01612,1,FIR-003262,co-accused
ACC-00133,ACC-02540,1,FIR-003262,co-accused
ACC-01612,ACC-02540,1,FIR-003262,co-accused
ACC-01280,ACC-03598,1,FIR-003266,co-accused
ACC-01280,ACC-03747,1,FIR-003266,co-accused
ACC-03598,ACC-03747,1,FIR-003266,co-accused
ACC-02038,ACC-02844,1,FIR-003270,co-accused
ACC-03159,ACC-03563,1,FIR-003271,co-accused
ACC-03159,ACC-04216,1,FIR-003271,co-accused
ACC-03563,ACC-04216,1,FIR-003271,co-accused
ACC-00175,ACC-01983,1,FIR-003272,co-accused
ACC-01628,ACC-03508,1,FIR-003273,co-accused
ACC-01312,ACC-02269,1,FIR-003274,co-accused
ACC-01469,ACC-01706,1,FIR-003276,co-accused
ACC-03217,ACC-03563,1,FIR-003278,co-accused
ACC-03217,ACC-04414,1,FIR-003278,co-accused
ACC-03563,ACC-04414,1,FIR-003278,co-accused
ACC-01433,ACC-03714,1,FIR-003280,co-accused
ACC-00471,ACC-01448,1,FIR-003282,co-accused
ACC-00471,ACC-01667,1,FIR-003282,co-accused
ACC-01448,ACC-01667,1,FIR-003282,co-accused
ACC-03152,ACC-03237,1,FIR-003285,co-accused
ACC-01740,ACC-02859,1,FIR-003288,co-accused
ACC-01131,ACC-01448,1,FIR-003289,co-accused
ACC-01131,ACC-03747,1,FIR-003289,co-accused
ACC-01448,ACC-03747,1,FIR-003289,co-accused
ACC-03118,ACC-03509,1,FIR-003290,co-accused
ACC-03355,ACC-03700,1,FIR-003292,co-accused
ACC-00074,ACC-02540,1,FIR-003293,co-accused
ACC-00074,ACC-03256,1,FIR-003293,co-accused
ACC-02540,ACC-03256,1,FIR-003293,co-accused
ACC-02760,ACC-03574,1,FIR-003294,co-accused
ACC-02760,ACC-03611,1,FIR-003294,co-accused
ACC-03574,ACC-03611,1,FIR-003294,co-accused
ACC-01706,ACC-02749,1,FIR-003295,co-accused
ACC-01706,ACC-04073,1,FIR-003295,co-accused
ACC-02749,ACC-04073,1,FIR-003295,co-accused
ACC-02307,ACC-04435,1,FIR-003296,co-accused
ACC-01347,ACC-03812,1,FIR-003297,co-accused
ACC-00083,ACC-02903,1,FIR-003300,co-accused
ACC-01669,ACC-02185,1,FIR-003303,co-accused
ACC-01669,ACC-03384,1,FIR-003303,co-accused
ACC-02185,ACC-03384,1,FIR-003303,co-accused
ACC-02729,ACC-03436,1,FIR-003304,co-accused
ACC-02729,ACC-03903,1,FIR-003304,co-accused
ACC-03436,ACC-03903,1,FIR-003304,co-accused
ACC-00506,ACC-03031,1,FIR-003309,co-accused
ACC-00383,ACC-01347,1,FIR-003314,co-accused
ACC-00383,ACC-04305,1,FIR-003314,co-accused
ACC-01347,ACC-04305,1,FIR-003314,co-accused
ACC-00229,ACC-00559,1,FIR-003315,co-accused
ACC-00229,ACC-01678,1,FIR-003316,co-accused
ACC-00229,ACC-02794,1,FIR-003316,co-accused
ACC-01678,ACC-02794,1,FIR-003316,co-accused
ACC-00545,ACC-00837,1,FIR-003324,co-accused
ACC-01543,ACC-03249,1,FIR-003325,co-accused
ACC-02164,ACC-02328,1,FIR-003329,co-accused
ACC-02096,ACC-04179,1,FIR-003330,co-accused
ACC-00935,ACC-01108,1,FIR-003331,co-accused
ACC-00607,ACC-03830,1,FIR-003332,co-accused
ACC-00960,ACC-03584,1,FIR-003334,co-accused
ACC-00960,ACC-03722,1,FIR-003334,co-accused
ACC-03584,ACC-03722,1,FIR-003334,co-accused
ACC-00190,ACC-03984,1,FIR-003335,co-accused
ACC-01816,ACC-02909,1,FIR-003339,co-accused
ACC-00785,ACC-03149,1,FIR-003340,co-accused
ACC-00507,ACC-02061,1,FIR-003341,co-accused
ACC-00507,ACC-02940,1,FIR-003341,co-accused
ACC-02061,ACC-02940,1,FIR-003341,co-accused
ACC-00980,ACC-03149,1,FIR-003342,co-accused
ACC-00121,ACC-01855,1,FIR-003343,co-accused
ACC-02061,ACC-04297,1,FIR-003344,co-accused
ACC-00220,ACC-03263,1,FIR-003350,co-accused
ACC-01071,ACC-01335,1,FIR-003352,co-accused
ACC-00034,ACC-00545,1,FIR-003353,co-accused
ACC-03002,ACC-03749,1,FIR-003354,co-accused
ACC-01051,ACC-03984,1,FIR-003355,co-accused
ACC-02327,ACC-02729,1,FIR-003359,co-accused
ACC-00305,ACC-03584,1,FIR-003360,co-accused
ACC-00038,ACC-00664,1,FIR-003370,co-accused
ACC-00038,ACC-00960,1,FIR-003370,co-accused
ACC-00664,ACC-00960,1,FIR-003370,co-accused
ACC-03499,ACC-04306,1,FIR-003371,co-accused
ACC-00132,ACC-02388,1,FIR-003372,co-accused
ACC-00201,ACC-03011,1,FIR-003374,co-accused
ACC-00201,ACC-03042,1,FIR-003374,co-accused
ACC-03011,ACC-03042,1,FIR-003374,co-accused
ACC-00167,ACC-01736,1,FIR-003377,co-accused
ACC-00167,ACC-03903,1,FIR-003377,co-accused
ACC-01736,ACC-03903,1,FIR-003377,co-accused
ACC-01555,ACC-04347,1,FIR-003378,co-accused
ACC-02057,ACC-04091,1,FIR-003386,co-accused
ACC-00340,ACC-04184,1,FIR-003387,co-accused
ACC-00568,ACC-02270,1,FIR-003389,co-accused
ACC-03928,ACC-04111,1,FIR-003391,co-accused
ACC-00660,ACC-02905,1,FIR-003392,co-accused
ACC-00660,ACC-03491,1,FIR-003392,co-accused
ACC-02905,ACC-03491,1,FIR-003392,co-accused
ACC-00597,ACC-03983,1,FIR-003394,co-accused
ACC-00236,ACC-00996,1,FIR-003398,co-accused
ACC-00236,ACC-03128,1,FIR-003398,co-accused
ACC-00996,ACC-03128,1,FIR-003398,co-accused
ACC-01257,ACC-03851,1,FIR-003402,co-accused
ACC-01408,ACC-01809,1,FIR-003403,co-accused
ACC-01781,ACC-03750,1,FIR-003409,co-accused
ACC-01781,ACC-04000,1,FIR-003409,co-accused
ACC-03750,ACC-04000,1,FIR-003409,co-accused
ACC-01121,ACC-03486,1,FIR-003414,co-accused
ACC-03282,ACC-03565,1,FIR-003416,co-accused
ACC-00640,ACC-02237,1,FIR-003417,co-accused
ACC-03311,ACC-04445,1,FIR-003418,co-accused
ACC-00793,ACC-02465,1,FIR-003419,co-accused
ACC-02028,ACC-03159,1,FIR-003420,co-accused
ACC-00565,ACC-04111,1,FIR-003421,co-accused
ACC-00839,ACC-01576,1,FIR-003423,co-accused
ACC-00839,ACC-02027,1,FIR-003423,co-accused
ACC-01576,ACC-02027,1,FIR-003423,co-accused
ACC-00784,ACC-01379,1,FIR-003429,co-accused
ACC-03281,ACC-03301,1,FIR-003435,co-accused
ACC-00660,ACC-00805,1,FIR-003438,co-accused
ACC-03618,ACC-04091,1,FIR-003443,co-accused
ACC-00149,ACC-02115,1,FIR-003446,co-accused
ACC-01997,ACC-03000,1,FIR-003447,co-accused
ACC-00809,ACC-00839,1,FIR-003448,co-accused
ACC-00809,ACC-03004,1,FIR-003448,co-accused
ACC-00839,ACC-03004,1,FIR-003448,co-accused
ACC-01382,ACC-02390,1,FIR-003450,co-accused
ACC-00193,ACC-02135,1,FIR-003451,co-accused
