accused_id,fir_id,role_in_case,date_added,warrant_status
ACC-01748,FIR-002000,primary,2021-10-15,NONE
ACC-02778,FIR-002001,primary,2021-11-14,ISSUED
ACC-03811,FIR-002002,primary,2021-11-06,NONE
ACC-02578,FIR-002003,primary,2021-12-07,NONE
ACC-01605,FIR-002003,secondary,2021-12-07,NONE
ACC-04367,FIR-002004,primary,2021-12-16,NONE
ACC-04277,FIR-002005,primary,2022-01-10,NONE
ACC-03620,FIR-002006,primary,2022-01-03,PENDING
ACC-03462,FIR-002006,suspect,2022-01-03,ISSUED
ACC-01824,FIR-002007,primary,2022-02-25,NONE
ACC-03573,FIR-002007,suspect,2022-02-25,ISSUED
ACC-01070,FIR-002008,primary,2022-02-13,ISSUED
ACC-02075,FIR-002008,secondary,2022-02-13,ISSUED
ACC-02012,FIR-002009,primary,2022-03-16,NONE
ACC-03122,FIR-002010,primary,2022-03-19,NONE
ACC-02412,FIR-002011,primary,2022-04-01,NONE
ACC-01147,FIR-002012,primary,2022-04-13,NONE
ACC-03181,FIR-002013,primary,2022-05-28,NONE
ACC-03628,FIR-002013,secondary,2022-05-28,ISSUED
ACC-04311,FIR-002013,suspect,2022-05-28,PENDING
ACC-00256,FIR-002014,primary,2022-05-28,NONE
ACC-00455,FIR-002015,primary,2022-06-19,NONE
ACC-04066,FIR-002016,primary,2022-06-01,ISSUED
ACC-03789,FIR-002017,primary,2022-07-30,NONE
ACC-03104,FIR-002018,primary,2022-07-04,NONE
ACC-00693,FIR-002019,primary,2022-08-22,NONE
ACC-00855,FIR-002019,secondary,2022-08-22,PENDING
ACC-02837,FIR-002019,secondary,2022-08-22,NONE
ACC-04409,FIR-002020,primary,2022-08-05,NONE
ACC-03101,FIR-002020,secondary,2022-08-05,NONE
ACC-02982,FIR-002020,suspect,2022-08-05,NONE
ACC-02353,FIR-002021,primary,2022-09-19,NONE
ACC-03901,FIR-002021,secondary,2022-09-19,ISSUED
ACC-03908,FIR-002022,primary,2022-09-17,NONE
ACC-03623,FIR-002023,primary,2022-10-28,NONE
ACC-00348,FIR-002024,primary,2022-10-27,PENDING
ACC-03554,FIR-002025,primary,2022-11-02,EXECUTED
ACC-03573,FIR-002025,secondary,2022-11-02,NONE
ACC-01252,FIR-002026,primary,2022-11-22,NONE
ACC-03472,FIR-002027,primary,2022-12-07,NONE
ACC-03650,FIR-002028,primary,2022-12-09,NONE
ACC-02120,FIR-002029,primary,2023-01-09,NONE
ACC-01890,FIR-002029,suspect,2023-01-09,NONE
ACC-03726,FIR-002030,primary,2023-01-10,NONE
ACC-01356,FIR-002031,primary,2023-02-03,NONE
ACC-03409,FIR-002032,primary,2023-02-21,NONE
ACC-03628,FIR-002032,suspect,2023-02-21,NONE
ACC-01410,FIR-002033,primary,2023-03-27,NONE
ACC-01810,FIR-002034,primary,2023-03-31,NONE
ACC-02546,FIR-002035,primary,2023-04-16,NONE
ACC-02188,FIR-002035,secondary,2023-04-16,PENDING
ACC-03204,FIR-002036,primary,2023-04-13,NONE
ACC-02391,FIR-002037,primary,2023-05-28,NONE
ACC-04135,FIR-002037,suspect,2023-05-28,NONE
ACC-03676,FIR-002038,primary,2023-05-26,NONE
ACC-01233,FIR-002039,primary,2023-06-28,NONE
ACC-01465,FIR-002039,secondary,2023-06-28,NONE
ACC-01777,FIR-002040,primary,2023-06-07,PENDING
ACC-02081,FIR-002041,primary,2023-07-02,ISSUED
ACC-03087,FIR-002042,primary,2023-07-09,NONE
ACC-03078,FIR-002042,suspect,2023-07-09,NONE
ACC-04004,FIR-002043,primary,2023-08-05,NONE
ACC-02743,FIR-002044,primary,2023-08-30,NONE
ACC-02441,FIR-002044,suspect,2023-08-30,EXECUTED
ACC-03462,FIR-002044,secondary,2023-08-30,NONE
ACC-00590,FIR-002045,primary,2023-09-23,NONE
ACC-03763,FIR-002045,secondary,2023-09-23,ISSUED
ACC-03803,FIR-002046,primary,2023-09-09,NONE
ACC-02075,FIR-002046,suspect,2023-09-09,NONE
ACC-02259,FIR-002047,primary,2023-10-27,NONE
ACC-02664,FIR-002048,primary,2023-10-07,NONE
ACC-03342,FIR-002049,primary,2023-11-18,NONE
ACC-01747,FIR-002050,primary,2023-11-15,NONE
ACC-02728,FIR-002051,primary,2023-12-18,PENDING
ACC-01424,FIR-002052,primary,2023-12-30,NONE
ACC-02936,FIR-002053,primary,2024-01-04,NONE
ACC-02611,FIR-002054,primary,2024-01-13,NONE
ACC-04330,FIR-002055,primary,2024-02-25,NONE
ACC-02671,FIR-002056,primary,2024-02-29,NONE
ACC-01702,FIR-002057,primary,2024-03-26,ISSUED
ACC-02034,FIR-002058,primary,2024-03-30,NONE
ACC-01483,FIR-002059,primary,2024-04-09,NONE
ACC-03241,FIR-002060,primary,2024-04-03,NONE
ACC-03956,FIR-002061,primary,2024-05-03,NONE
ACC-03771,FIR-002062,primary,2024-05-23,NONE
ACC-02599,FIR-002063,primary,2024-06-08,NONE
ACC-03855,FIR-002064,primary,2024-06-08,NONE
ACC-01278,FIR-002065,primary,2024-07-17,NONE
ACC-00518,FIR-002066,primary,2024-07-19,NONE
ACC-04032,FIR-002067,primary,2024-08-29,PENDING
ACC-00524,FIR-002068,primary,2024-08-14,NONE
ACC-04459,FIR-002068,secondary,2024-08-14,PENDING
ACC-00459,FIR-002069,primary,2024-09-08,NONE
ACC-04337,FIR-002070,primary,2024-09-04,NONE
ACC-01700,FIR-002071,primary,2024-10-26,NONE
ACC-01015,FIR-002072,primary,2024-10-07,NONE
ACC-02912,FIR-002073,primary,2024-11-26,ISSUED
ACC-00838,FIR-002073,suspect,2024-11-26,NONE
ACC-02441,FIR-002073,suspect,2024-11-26,PENDING
ACC-01592,FIR-002074,primary,2024-11-18,ISSUED
ACC-01401,FIR-002075,primary,2024-12-29,NONE
ACC-01667,FIR-002075,secondary,2024-12-29,NONE
ACC-01016,FIR-002076,primary,2024-12-26,NONE
ACC-03154,FIR-002077,primary,2025-01-28,NONE
ACC-03199,FIR-002078,primary,2025-01-19,NONE
ACC-03044,FIR-002078,suspect,2025-01-19,PENDING
ACC-01114,FIR-002079,primary,2025-02-28,NONE
ACC-03805,FIR-002079,secondary,2025-02-28,PENDING
ACC-02895,FIR-002080,primary,2025-02-28,NONE
ACC-01153,FIR-002081,primary,2025-03-26,NONE
ACC-01097,FIR-002082,primary,2025-03-23,ISSUED
ACC-01593,FIR-002083,primary,2025-04-23,PENDING
ACC-02812,FIR-002084,primary,2025-04-01,NONE
ACC-04067,FIR-002085,primary,2025-05-01,NONE
ACC-00360,FIR-002086,primary,2025-05-18,PENDING
ACC-04156,FIR-002086,secondary,2025-05-18,NONE
ACC-00911,FIR-002087,primary,2025-06-11,ISSUED
ACC-01907,FIR-002088,primary,2025-06-22,NONE
ACC-00166,FIR-002089,primary,2025-07-15,NONE
ACC-00328,FIR-002090,primary,2025-07-09,NONE
ACC-01196,FIR-002091,primary,2025-08-14,NONE
ACC-03901,FIR-002091,secondary,2025-08-14,NONE
ACC-04311,FIR-002091,secondary,2025-08-14,ISSUED
ACC-01074,FIR-002092,primary,2025-08-19,NONE
ACC-01454,FIR-002093,primary,2025-09-04,NONE
ACC-02934,FIR-002093,suspect,2025-09-04,PENDING
ACC-04177,FIR-002094,primary,2025-09-01,NONE
ACC-03513,FIR-002094,suspect,2025-09-01,NONE
ACC-01856,FIR-002095,primary,2025-10-04,ISSUED
ACC-04240,FIR-002096,primary,2025-10-03,NONE
ACC-02970,FIR-002097,primary,2025-11-05,PENDING
ACC-04359,FIR-002098,primary,2025-11-16,NONE
ACC-01465,FIR-002098,suspect,2025-11-16,NONE
ACC-02934,FIR-002098,suspect,2025-11-16,ISSUED
ACC-03165,FIR-002099,primary,2025-12-14,NONE
ACC-01026,FIR-002100,primary,2025-12-10,ISSUED
ACC-04313,FIR-002101,primary,2021-01-07,NONE
ACC-03775,FIR-002102,primary,2021-02-12,NONE
ACC-01296,FIR-002103,primary,2021-03-31,NONE
ACC-02026,FIR-002103,suspect,2021-03-31,NONE
ACC-02401,FIR-002103,suspect,2021-03-31,NONE
ACC-00675,FIR-002104,primary,2021-04-19,EXECUTED
ACC-01255,FIR-002105,primary,2021-05-13,NONE
ACC-02973,FIR-002105,suspect,2021-05-13,NONE
ACC-02258,FIR-002106,primary,2021-06-14,ISSUED
ACC-02579,FIR-002107,primary,2021-07-23,NONE
ACC-02418,FIR-002108,primary,2021-08-22,NONE
ACC-01978,FIR-002109,primary,2021-08-30,EXECUTED
ACC-02758,FIR-002109,suspect,2021-08-30,EXECUTED
ACC-01230,FIR-002110,primary,2021-09-29,ISSUED
ACC-04034,FIR-002111,primary,2021-09-22,ISSUED
ACC-02392,FIR-002111,suspect,2021-09-22,NONE
ACC-00401,FIR-002112,primary,2021-10-12,EXECUTED
ACC-00755,FIR-002112,suspect,2021-10-12,ISSUED
ACC-02395,FIR-002113,primary,2021-10-08,NONE
ACC-02053,FIR-002113,suspect,2021-10-08,NONE
ACC-00123,FIR-002114,primary,2021-11-16,NONE
ACC-04376,FIR-002114,suspect,2021-11-16,NONE
ACC-03075,FIR-002115,primary,2021-11-24,NONE
ACC-02165,FIR-002115,secondary,2021-11-24,NONE
ACC-01304,FIR-002116,primary,2021-12-20,NONE
ACC-00289,FIR-002116,suspect,2021-12-20,NONE
ACC-03458,FIR-002117,primary,2021-12-05,NONE
ACC-00892,FIR-002117,suspect,2021-12-05,NONE
ACC-00304,FIR-002118,primary,2022-01-16,NONE
ACC-01011,FIR-002118,secondary,2022-01-16,NONE
ACC-01560,FIR-002119,primary,2022-02-05,NONE
ACC-02397,FIR-002119,suspect,2022-02-05,NONE
ACC-03737,FIR-002120,primary,2022-03-18,NONE
ACC-00259,FIR-002121,primary,2022-04-11,NONE
ACC-00322,FIR-002121,suspect,2022-04-11,NONE
ACC-01223,FIR-002122,primary,2022-05-20,NONE
ACC-03363,FIR-002123,primary,2022-06-06,PENDING
ACC-02973,FIR-002123,suspect,2022-06-06,NONE
ACC-00866,FIR-002124,primary,2022-07-21,ISSUED
ACC-01719,FIR-002125,primary,2022-08-08,ISSUED
ACC-03938,FIR-002126,primary,2022-08-23,NONE
ACC-04095,FIR-002126,suspect,2022-08-23,EXECUTED
ACC-02568,FIR-002127,primary,2022-09-30,NONE
ACC-00379,FIR-002128,primary,2022-09-24,NONE
ACC-03174,FIR-002129,primary,2022-10-24,NONE
ACC-03914,FIR-002129,secondary,2022-10-24,PENDING
ACC-01407,FIR-002130,primary,2022-10-05,NONE
ACC-02144,FIR-002131,primary,2022-11-19,NONE
ACC-02287,FIR-002132,primary,2022-11-24,NONE
ACC-00690,FIR-002132,secondary,2022-11-24,NONE
ACC-03663,FIR-002132,secondary,2022-11-24,NONE
ACC-03467,FIR-002133,primary,2022-12-27,NONE
ACC-01142,FIR-002134,primary,2022-12-13,EXECUTED
ACC-04102,FIR-002135,primary,2023-01-28,NONE
ACC-01414,FIR-002136,primary,2023-02-04,NONE
ACC-01438,FIR-002137,primary,2023-03-27,NONE
ACC-03646,FIR-002138,primary,2023-04-04,ISSUED
ACC-00867,FIR-002139,primary,2023-05-28,NONE
ACC-00154,FIR-002139,suspect,2023-05-28,NONE
ACC-02140,FIR-002139,suspect,2023-05-28,NONE
ACC-02014,FIR-002140,primary,2023-06-14,EXECUTED
ACC-03885,FIR-002141,primary,2023-07-14,ISSUED
ACC-03833,FIR-002142,primary,2023-08-11,PENDING
ACC-04295,FIR-002142,suspect,2023-08-11,NONE
ACC-01176,FIR-002143,primary,2023-08-06,NONE
ACC-01237,FIR-002144,primary,2023-09-08,NONE
ACC-00546,FIR-002145,primary,2023-09-25,NONE
ACC-02013,FIR-002146,primary,2023-10-05,NONE
ACC-03275,FIR-002147,primary,2023-10-01,NONE
ACC-02370,FIR-002148,primary,2023-11-06,NONE
ACC-00748,FIR-002149,primary,2023-11-16,NONE
ACC-03080,FIR-002150,primary,2023-12-30,ISSUED
ACC-00004,FIR-002150,suspect,2023-12-30,NONE
ACC-02325,FIR-002151,primary,2023-12-23,NONE
ACC-02211,FIR-002152,primary,2024-01-30,NONE
ACC-01133,FIR-002153,primary,2024-02-21,ISSUED
ACC-03234,FIR-002154,primary,2024-03-12,EXECUTED
ACC-00761,FIR-002154,secondary,2024-03-12,NONE
ACC-03394,FIR-002155,primary,2024-04-03,ISSUED
ACC-02019,FIR-002156,primary,2024-05-14,NONE
ACC-01138,FIR-002156,suspect,2024-05-14,NONE
ACC-04168,FIR-002157,primary,2024-06-03,NONE
ACC-00761,FIR-002157,secondary,2024-06-03,EXECUTED
ACC-03027,FIR-002158,primary,2024-07-28,NONE
ACC-01878,FIR-002159,primary,2024-08-22,ISSUED
ACC-00154,FIR-002159,secondary,2024-08-22,NONE
ACC-01796,FIR-002160,primary,2024-08-12,NONE
ACC-04403,FIR-002161,primary,2024-09-16,NONE
ACC-02262,FIR-002162,primary,2024-09-27,NONE
ACC-01314,FIR-002163,primary,2024-10-28,NONE
ACC-03528,FIR-002164,primary,2024-10-03,NONE
ACC-02590,FIR-002164,suspect,2024-10-03,NONE
ACC-03029,FIR-002165,primary,2024-11-19,PENDING
ACC-03073,FIR-002165,suspect,2024-11-19,NONE
ACC-03960,FIR-002166,primary,2024-11-18,PENDING
ACC-00746,FIR-002167,primary,2024-12-28,NONE
ACC-01503,FIR-002167,suspect,2024-12-28,NONE
ACC-02165,FIR-002167,suspect,2024-12-28,NONE
ACC-01586,FIR-002168,primary,2024-12-21,ISSUED
ACC-00566,FIR-002169,primary,2025-01-12,PENDING
ACC-03871,FIR-002170,primary,2025-02-26,NONE
ACC-00322,FIR-002170,secondary,2025-02-26,NONE
ACC-02860,FIR-002171,primary,2025-03-27,NONE
ACC-00802,FIR-002172,primary,2025-04-05,ISSUED
ACC-00755,FIR-002172,suspect,2025-04-05,NONE
ACC-02311,FIR-002173,primary,2025-05-14,NONE
ACC-00909,FIR-002173,secondary,2025-05-14,ISSUED
ACC-02987,FIR-002174,primary,2025-06-01,NONE
ACC-03842,FIR-002175,primary,2025-07-23,ISSUED
ACC-01451,FIR-002176,primary,2025-08-09,NONE
ACC-01889,FIR-002177,primary,2025-08-27,ISSUED
ACC-01503,FIR-002177,suspect,2025-08-27,EXECUTED
ACC-00014,FIR-002178,primary,2025-09-23,ISSUED
ACC-00185,FIR-002178,suspect,2025-09-23,NONE
ACC-02927,FIR-002179,primary,2025-09-10,NONE
ACC-04378,FIR-002180,primary,2025-10-23,NONE
ACC-01085,FIR-002181,primary,2025-10-10,NONE
ACC-02455,FIR-002182,primary,2025-11-07,PENDING
ACC-04118,FIR-002183,primary,2025-11-07,NONE
ACC-00248,FIR-002183,secondary,2025-11-07,NONE
ACC-01528,FIR-002184,primary,2025-12-23,PENDING
ACC-04077,FIR-002185,primary,2025-12-24,NONE
ACC-02392,FIR-002185,secondary,2025-12-24,NONE
ACC-00583,FIR-002186,primary,2021-01-10,ISSUED
ACC-04355,FIR-002186,suspect,2021-01-10,NONE
ACC-01721,FIR-002187,primary,2021-02-01,NONE
ACC-01850,FIR-002188,primary,2021-03-03,NONE
ACC-03838,FIR-002189,primary,2021-04-23,NONE
ACC-01752,FIR-002190,primary,2021-05-25,NONE
ACC-02130,FIR-002191,primary,2021-06-19,NONE
ACC-02617,FIR-002192,primary,2021-07-15,NONE
ACC-02086,FIR-002193,primary,2021-08-08,NONE
ACC-00192,FIR-002194,primary,2021-08-16,NONE
ACC-01631,FIR-002195,primary,2021-09-20,NONE
ACC-04075,FIR-002195,secondary,2021-09-20,PENDING
ACC-04070,FIR-002196,primary,2021-09-12,ISSUED
ACC-01967,FIR-002196,secondary,2021-09-12,PENDING
ACC-03214,FIR-002197,primary,2021-10-14,ISSUED
ACC-02321,FIR-002198,primary,2021-10-05,ISSUED
ACC-02823,FIR-002198,suspect,2021-10-05,NONE
ACC-03971,FIR-002198,suspect,2021-10-05,NONE
ACC-01828,FIR-002199,primary,2021-11-21,NONE
ACC-02365,FIR-002199,secondary,2021-11-21,NONE
ACC-00796,FIR-002200,primary,2021-11-26,NONE
ACC-02023,FIR-002201,primary,2021-12-27,NONE
ACC-02637,FIR-002202,primary,2021-12-23,NONE
ACC-02813,FIR-002202,suspect,2021-12-23,PENDING
ACC-03645,FIR-002202,suspect,2021-12-23,ISSUED
ACC-01757,FIR-002203,primary,2022-01-20,NONE
ACC-01705,FIR-002204,primary,2022-02-02,NONE
ACC-03354,FIR-002204,secondary,2022-02-02,NONE
ACC-00725,FIR-002205,primary,2022-03-23,NONE
ACC-00016,FIR-002205,secondary,2022-03-23,NONE
ACC-01022,FIR-002205,suspect,2022-03-23,NONE
ACC-02913,FIR-002206,primary,2022-04-20,NONE
ACC-03067,FIR-002206,suspect,2022-04-20,NONE
ACC-00834,FIR-002207,primary,2022-05-02,PENDING
ACC-01148,FIR-002208,primary,2022-06-08,PENDING
ACC-04447,FIR-002209,primary,2022-07-26,NONE
ACC-00319,FIR-002210,primary,2022-08-07,NONE
ACC-02263,FIR-002211,primary,2022-08-22,NONE
ACC-01368,FIR-002212,primary,2022-09-02,NONE
ACC-00016,FIR-002212,suspect,2022-09-02,NONE
ACC-00268,FIR-002213,primary,2022-09-11,EXECUTED
ACC-02954,FIR-002214,primary,2022-10-14,ISSUED
ACC-03615,FIR-002215,primary,2022-10-04,NONE
ACC-02650,FIR-002215,secondary,2022-10-04,EXECUTED
ACC-01540,FIR-002216,primary,2022-11-04,ISSUED
ACC-01274,FIR-002216,suspect,2022-11-04,EXECUTED
ACC-03923,FIR-002217,primary,2022-11-13,NONE
ACC-00451,FIR-002218,primary,2022-12-27,NONE
ACC-02959,FIR-002219,primary,2022-12-14,NONE
ACC-02874,FIR-002219,secondary,2022-12-14,NONE
ACC-00681,FIR-002220,primary,2023-01-30,NONE
ACC-00882,FIR-002221,primary,2023-02-16,PENDING
ACC-03969,FIR-002222,primary,2023-03-10,NONE
ACC-03369,FIR-002223,primary,2023-04-20,ISSUED
ACC-02643,FIR-002224,primary,2023-05-21,PENDING
ACC-03411,FIR-002225,primary,2023-06-20,NONE
ACC-04358,FIR-002225,suspect,2023-06-20,ISSUED
ACC-00047,FIR-002226,primary,2023-07-14,NONE
ACC-00685,FIR-002226,suspect,2023-07-14,NONE
ACC-00057,FIR-002227,primary,2023-08-28,NONE
ACC-02355,FIR-002228,primary,2023-08-06,NONE
ACC-00108,FIR-002229,primary,2023-09-11,NONE
ACC-01546,FIR-002230,primary,2023-09-09,EXECUTED
ACC-04382,FIR-002231,primary,2023-10-13,NONE
ACC-01162,FIR-002231,secondary,2023-10-13,NONE
ACC-02298,FIR-002232,primary,2023-10-25,NONE
ACC-02712,FIR-002233,primary,2023-11-16,PENDING
ACC-04358,FIR-002233,secondary,2023-11-16,PENDING
ACC-03862,FIR-002234,primary,2023-11-13,NONE
ACC-01338,FIR-002235,primary,2023-12-25,PENDING
ACC-03247,FIR-002236,primary,2023-12-13,NONE
ACC-02365,FIR-002236,suspect,2023-12-13,NONE
ACC-02209,FIR-002237,primary,2024-01-21,NONE
ACC-03392,FIR-002238,primary,2024-02-26,NONE
ACC-02916,FIR-002239,primary,2024-03-23,NONE
ACC-03756,FIR-002240,primary,2024-04-10,ISSUED
ACC-03995,FIR-002240,secondary,2024-04-10,ISSUED
ACC-03315,FIR-002241,primary,2024-05-22,NONE
ACC-01065,FIR-002241,suspect,2024-05-22,NONE
ACC-03995,FIR-002241,secondary,2024-05-22,NONE
ACC-03772,FIR-002242,primary,2024-06-06,NONE
ACC-01604,FIR-002242,secondary,2024-06-06,NONE
ACC-01794,FIR-002243,primary,2024-07-18,NONE
ACC-01341,FIR-002244,primary,2024-08-01,NONE
ACC-02292,FIR-002245,primary,2024-08-12,NONE
ACC-00964,FIR-002245,secondary,2024-08-12,NONE
ACC-01905,FIR-002246,primary,2024-09-17,NONE
ACC-04009,FIR-002247,primary,2024-09-06,NONE
ACC-00851,FIR-002248,primary,2024-10-17,NONE
ACC-02361,FIR-002249,primary,2024-10-20,ISSUED
ACC-00904,FIR-002250,primary,2024-11-01,NONE
ACC-02874,FIR-002250,secondary,2024-11-01,ISSUED
ACC-03297,FIR-002251,primary,2024-11-03,ISSUED
ACC-03098,FIR-002252,primary,2024-12-25,NONE
ACC-03223,FIR-002253,primary,2024-12-08,NONE
ACC-00759,FIR-002254,primary,2025-01-19,NONE
ACC-02849,FIR-002255,primary,2025-02-14,ISSUED
ACC-03596,FIR-002256,primary,2025-03-21,NONE
ACC-02769,FIR-002257,primary,2025-04-01,ISSUED
ACC-00964,FIR-002257,secondary,2025-04-01,ISSUED
ACC-03067,FIR-002257,secondary,2025-04-01,NONE
ACC-01449,FIR-002258,primary,2025-05-20,NONE
ACC-01065,FIR-002258,suspect,2025-05-20,NONE
ACC-04455,FIR-002259,primary,2025-06-06,NONE
ACC-01482,FIR-002260,primary,2025-07-09,NONE
ACC-02349,FIR-002261,primary,2025-08-18,NONE
ACC-03693,FIR-002261,secondary,2025-08-18,NONE
ACC-00042,FIR-002262,primary,2025-08-07,NONE
ACC-00452,FIR-002263,primary,2025-09-08,EXECUTED
ACC-00685,FIR-002263,suspect,2025-09-08,NONE
ACC-01963,FIR-002264,primary,2025-09-28,NONE
ACC-03453,FIR-002265,primary,2025-10-27,NONE
ACC-01590,FIR-002266,primary,2025-10-27,NONE
ACC-02650,FIR-002266,suspect,2025-10-27,ISSUED
ACC-01421,FIR-002266,suspect,2025-10-27,ISSUED
ACC-02866,FIR-002267,primary,2025-11-18,NONE
ACC-03262,FIR-002268,primary,2025-11-09,NONE
ACC-02871,FIR-002269,primary,2025-12-30,PENDING
ACC-00315,FIR-002270,primary,2025-12-08,NONE
ACC-04022,FIR-002271,primary,2021-01-29,NONE
ACC-02620,FIR-002272,primary,2021-02-16,NONE
ACC-01266,FIR-002273,primary,2021-03-08,EXECUTED
ACC-00031,FIR-002273,suspect,2021-03-08,NONE
ACC-02104,FIR-002273,suspect,2021-03-08,NONE
ACC-01920,FIR-002274,primary,2021-04-28,NONE
ACC-04432,FIR-002275,primary,2021-05-09,NONE
ACC-03810,FIR-002276,primary,2021-06-21,ISSUED
ACC-03744,FIR-002277,primary,2021-07-20,ISSUED
ACC-01060,FIR-002277,secondary,2021-07-20,NONE
ACC-01675,FIR-002278,primary,2021-08-27,NONE
ACC-03079,FIR-002278,secondary,2021-08-27,NONE
ACC-03255,FIR-002279,primary,2021-08-01,NONE
ACC-01882,FIR-002279,secondary,2021-08-01,NONE
ACC-03384,FIR-002279,secondary,2021-08-01,NONE
ACC-02175,FIR-002280,primary,2021-09-14,NONE
ACC-02687,FIR-002281,primary,2021-09-06,NONE
ACC-01910,FIR-002281,suspect,2021-09-06,NONE
ACC-02147,FIR-002282,primary,2021-10-29,PENDING
ACC-02983,FIR-002282,suspect,2021-10-29,ISSUED
ACC-03678,FIR-002283,primary,2021-10-11,NONE
ACC-04202,FIR-002284,primary,2021-11-26,PENDING
ACC-02513,FIR-002285,primary,2021-11-07,NONE
ACC-01177,FIR-002285,suspect,2021-11-07,NONE
ACC-00644,FIR-002286,primary,2021-12-27,NONE
ACC-04167,FIR-002286,secondary,2021-12-27,NONE
ACC-04205,FIR-002286,suspect,2021-12-27,NONE
ACC-01269,FIR-002287,primary,2021-12-07,NONE
ACC-01168,FIR-002288,primary,2022-01-03,NONE
ACC-00380,FIR-002288,secondary,2022-01-03,NONE
ACC-01520,FIR-002289,primary,2022-02-16,NONE
ACC-02606,FIR-002289,suspect,2022-02-16,ISSUED
ACC-04120,FIR-002290,primary,2022-03-26,NONE
ACC-00162,FIR-002291,primary,2022-04-07,NONE
ACC-02686,FIR-002292,primary,2022-05-12,ISSUED
ACC-03680,FIR-002292,suspect,2022-05-12,NONE
ACC-03427,FIR-002292,suspect,2022-05-12,NONE
ACC-00792,FIR-002293,primary,2022-06-01,EXECUTED
ACC-03113,FIR-002293,secondary,2022-06-01,ISSUED
ACC-03964,FIR-002294,primary,2022-07-12,PENDING
ACC-02549,FIR-002295,primary,2022-08-13,NONE
ACC-00667,FIR-002295,suspect,2022-08-13,NONE
ACC-01188,FIR-002296,primary,2022-08-03,NONE
ACC-01279,FIR-002297,primary,2022-09-17,NONE
ACC-02649,FIR-002298,primary,2022-09-28,NONE
ACC-04063,FIR-002299,primary,2022-10-03,NONE
ACC-00525,FIR-002300,primary,2022-10-20,NONE
ACC-01988,FIR-002301,primary,2022-11-03,NONE
ACC-01869,FIR-002301,secondary,2022-11-03,EXECUTED
ACC-03954,FIR-002302,primary,2022-11-14,NONE
ACC-04169,FIR-002303,primary,2022-12-07,NONE
ACC-01377,FIR-002304,primary,2022-12-20,NONE
ACC-02937,FIR-002304,secondary,2022-12-20,EXECUTED
ACC-02623,FIR-002305,primary,2023-01-23,NONE
ACC-03303,FIR-002305,secondary,2023-01-23,ISSUED
ACC-01262,FIR-002305,suspect,2023-01-23,NONE
ACC-00912,FIR-002306,primary,2023-02-28,NONE
ACC-02606,FIR-002306,secondary,2023-02-28,NONE
ACC-04019,FIR-002307,primary,2023-03-27,NONE
ACC-03120,FIR-002308,primary,2023-04-02,NONE
ACC-01265,FIR-002308,secondary,2023-04-02,NONE
ACC-01178,FIR-002309,primary,2023-05-20,NONE
ACC-00707,FIR-002310,primary,2023-06-01,NONE
ACC-04298,FIR-002311,primary,2023-07-21,NONE
ACC-03748,FIR-002312,primary,2023-08-23,NONE
ACC-01027,FIR-002313,primary,2023-08-21,ISSUED
ACC-00936,FIR-002314,primary,2023-09-06,NONE
ACC-03427,FIR-002314,suspect,2023-09-06,NONE
ACC-03137,FIR-002315,primary,2023-09-28,NONE
ACC-02992,FIR-002316,primary,2023-10-06,NONE
ACC-00764,FIR-002316,suspect,2023-10-06,NONE
ACC-01641,FIR-002317,primary,2023-10-01,PENDING
ACC-03057,FIR-002318,primary,2023-11-30,NONE
ACC-02490,FIR-002319,primary,2023-11-26,ISSUED
ACC-02082,FIR-002320,primary,2023-12-04,ISSUED
ACC-02346,FIR-002321,primary,2023-12-12,ISSUED
ACC-00667,FIR-002321,secondary,2023-12-12,NONE
ACC-03079,FIR-002321,suspect,2023-12-12,ISSUED
ACC-03333,FIR-002322,primary,2024-01-09,NONE
ACC-02536,FIR-002322,suspect,2024-01-09,PENDING
ACC-01463,FIR-002323,primary,2024-02-20,ISSUED
ACC-03365,FIR-002324,primary,2024-03-15,ISSUED
ACC-03303,FIR-002324,suspect,2024-03-15,NONE
ACC-00508,FIR-002324,secondary,2024-03-15,NONE
ACC-02437,FIR-002325,primary,2024-04-11,NONE
ACC-00242,FIR-002326,primary,2024-05-05,EXECUTED
ACC-00534,FIR-002326,secondary,2024-05-05,NONE
ACC-01941,FIR-002327,primary,2024-06-08,NONE
ACC-01552,FIR-002328,primary,2024-07-03,ISSUED
ACC-01798,FIR-002328,suspect,2024-07-03,NONE
ACC-02452,FIR-002328,secondary,2024-07-03,NONE
ACC-00875,FIR-002329,primary,2024-08-24,ISSUED
ACC-04199,FIR-002329,secondary,2024-08-24,NONE
ACC-00070,FIR-002330,primary,2024-08-19,NONE
ACC-02735,FIR-002331,primary,2024-09-20,NONE
ACC-03821,FIR-002332,primary,2024-09-22,NONE
ACC-00849,FIR-002333,primary,2024-10-12,NONE
ACC-00742,FIR-002334,primary,2024-10-02,NONE
ACC-02006,FIR-002334,secondary,2024-10-02,NONE
ACC-02512,FIR-002335,primary,2024-11-20,NONE
ACC-03963,FIR-002336,primary,2024-11-10,NONE
ACC-03721,FIR-002337,primary,2024-12-02,ISSUED
ACC-04167,FIR-002337,secondary,2024-12-02,NONE
ACC-00627,FIR-002338,primary,2024-12-23,EXECUTED
ACC-04021,FIR-002339,primary,2025-01-04,NONE
ACC-03828,FIR-002340,primary,2025-02-26,NONE
