fir_id,type_id,primary_section
FIR-001437,CT-028,IPC 506
FIR-001438,CT-014,IPC 498A
FIR-001439,CT-037,IPC 498A
FIR-001440,CT-031,IPC 406
FIR-001441,CT-019,IPC 379
FIR-001442,CT-011,IPC 468
FIR-001443,CT-014,IPC 498A
FIR-001444,CT-001,IPC 379
FIR-001445,CT-028,IPC 506
FIR-001446,CT-023,IPC 379
FIR-001447,CT-016,IPC 302
FIR-001448,CT-002,IPC 379
FIR-001449,CT-026,IPC 353
FIR-001450,CT-024,IPC 379
FIR-001451,CT-022,IPC 379
FIR-001452,CT-041,IPC 354D
FIR-001453,CT-031,IPC 406
FIR-001454,CT-008,IPC 325
FIR-001455,CT-043,IPC 458
FIR-001456,CT-019,IPC 379
FIR-001457,CT-002,IPC 379
FIR-001458,CT-020,IPC 379
FIR-001459,CT-040,IPC 66D (IT Act)
FIR-001460,CT-044,IPC 268
FIR-001461,CT-021,IPC 379
FIR-001462,CT-032,IPC 392
FIR-001463,CT-010,IPC 420
FIR-001464,CT-020,IPC 379
FIR-001465,CT-024,IPC 379
FIR-001466,CT-030,IPC 138 (NI Act)
FIR-001467,CT-034,IPC 393
FIR-001468,CT-007,IPC 323
FIR-001469,CT-011,IPC 468
FIR-001470,CT-034,IPC 393
FIR-001471,CT-029,IPC 420
FIR-001472,CT-023,IPC 379
FIR-001473,CT-019,IPC 379
FIR-001474,CT-021,IPC 379
FIR-001475,CT-011,IPC 468
FIR-001476,CT-009,IPC 394
FIR-001477,CT-025,IPC 379
FIR-001478,CT-028,IPC 506
FIR-001479,CT-011,IPC 468
FIR-001480,CT-003,IPC 379
FIR-001481,CT-029,IPC 420
FIR-001482,CT-028,IPC 506
FIR-001483,CT-027,IPC 307
FIR-001484,CT-001,IPC 379
FIR-001485,CT-040,IPC 66D (IT Act)
FIR-001486,CT-021,IPC 379
FIR-001487,CT-001,IPC 379
FIR-001488,CT-021,IPC 379
FIR-001489,CT-002,IPC 379
FIR-001490,CT-042,IPC 457
FIR-001491,CT-025,IPC 379
FIR-001492,CT-004,IPC 392
FIR-001493,CT-011,IPC 468
FIR-001494,CT-040,IPC 66D (IT Act)
FIR-001495,CT-019,IPC 379
FIR-001496,CT-009,IPC 394
FIR-001497,CT-032,IPC 392
FIR-001498,CT-033,IPC 384
FIR-001499,CT-003,IPC 379
FIR-001500,CT-006,IPC 454
FIR-001501,CT-029,IPC 420
FIR-001502,CT-027,IPC 307
FIR-001503,CT-011,IPC 468
FIR-001504,CT-019,IPC 379
FIR-001505,CT-028,IPC 506
FIR-001506,CT-001,IPC 379
FIR-001507,CT-029,IPC 420
FIR-001508,CT-010,IPC 420
FIR-001509,CT-033,IPC 384
FIR-001510,CT-003,IPC 379
FIR-001511,CT-022,IPC 379
FIR-001512,CT-010,IPC 420
FIR-001513,CT-002,IPC 379
FIR-001514,CT-010,IPC 420
FIR-001515,CT-020,IPC 379
FIR-001516,CT-017,IPC 363
FIR-001517,CT-020,IPC 379
FIR-001518,CT-023,IPC 379
FIR-001519,CT-007,IPC 323
FIR-001520,CT-002,IPC 379
FIR-001521,CT-027,BNS TBD - verify
FIR-001522,CT-034,BNS TBD - verify
FIR-001523,CT-033,BNS TBD - verify
FIR-001524,CT-039,BNS TBD - verify
FIR-001525,CT-010,BNS 318
FIR-001526,CT-012,BNS 66C
FIR-001527,CT-005,BNS TBD - verify
FIR-001528,CT-039,BNS TBD - verify
FIR-001529,CT-003,BNS 304
FIR-001530,CT-010,BNS 318
FIR-001531,CT-014,BNS 85
FIR-001532,CT-028,BNS TBD - verify
FIR-001533,CT-023,BNS TBD - verify
FIR-001534,CT-009,BNS 296
FIR-001535,CT-027,BNS TBD - verify
FIR-001536,CT-020,BNS TBD - verify
FIR-001537,CT-011,BNS TBD - verify
FIR-001538,CT-029,BNS TBD - verify
FIR-001539,CT-021,BNS TBD - verify
FIR-001540,CT-029,BNS TBD - verify
FIR-001541,CT-006,BNS 331 (verify)
FIR-001542,CT-025,BNS TBD - verify
FIR-001543,CT-040,BNS TBD - verify
FIR-001544,CT-028,BNS TBD - verify
FIR-001545,CT-026,BNS TBD - verify
FIR-001546,CT-026,BNS TBD - verify
FIR-001547,CT-001,BNS 303
FIR-001548,CT-033,BNS TBD - verify
FIR-001549,CT-036,BNS TBD - verify
FIR-001550,CT-034,BNS TBD - verify
FIR-001551,CT-033,BNS TBD - verify
FIR-001552,CT-009,BNS 296
FIR-001553,CT-012,BNS 66C
FIR-001554,CT-019,BNS TBD - verify
FIR-001555,CT-009,BNS 296
FIR-001556,CT-008,BNS TBD - verify
FIR-001557,CT-034,BNS TBD - verify
FIR-001558,CT-009,BNS 296
FIR-001559,CT-042,BNS TBD - verify
FIR-001560,CT-014,BNS 85
FIR-001561,CT-009,BNS 296
FIR-001562,CT-022,BNS TBD - verify
FIR-001563,CT-023,BNS TBD - verify
FIR-001564,CT-020,BNS TBD - verify
FIR-001565,CT-023,BNS TBD - verify
FIR-001566,CT-020,BNS TBD - verify
FIR-001567,CT-041,BNS TBD - verify
FIR-001568,CT-025,BNS TBD - verify
FIR-001569,CT-024,BNS TBD - verify
FIR-001570,CT-022,BNS TBD - verify
FIR-001571,CT-031,BNS TBD - verify
FIR-001572,CT-023,BNS TBD - verify
FIR-001573,CT-034,BNS TBD - verify
FIR-001574,CT-011,BNS TBD - verify
FIR-001575,CT-002,BNS 303
FIR-001576,CT-006,BNS 331 (verify)
FIR-001577,CT-036,BNS TBD - verify
FIR-001578,CT-021,BNS TBD - verify
FIR-001579,CT-025,BNS TBD - verify
FIR-001580,CT-033,BNS TBD - verify
FIR-001581,CT-022,BNS TBD - verify
FIR-001582,CT-020,BNS TBD - verify
FIR-001583,CT-007,BNS TBD - verify
FIR-001584,CT-019,BNS TBD - verify
FIR-001585,CT-024,BNS TBD - verify
FIR-001586,CT-011,BNS TBD - verify
FIR-001587,CT-023,BNS TBD - verify
FIR-001588,CT-021,BNS TBD - verify
FIR-001589,CT-010,BNS 318
FIR-001590,CT-028,BNS TBD - verify
FIR-001591,CT-020,BNS TBD - verify
FIR-001592,CT-022,BNS TBD - verify
FIR-001593,CT-019,BNS TBD - verify
FIR-001594,CT-001,BNS 303
FIR-001595,CT-017,BNS 137 (verify split across subsections)
FIR-001596,CT-001,BNS 303
FIR-001597,CT-034,BNS TBD - verify
FIR-001598,CT-029,BNS TBD - verify
FIR-001599,CT-030,BNS TBD - verify
FIR-001600,CT-014,BNS 85
FIR-001601,CT-023,IPC 379
FIR-001602,CT-003,IPC 379
FIR-001603,CT-037,IPC 498A
FIR-001604,CT-023,IPC 379
FIR-001605,CT-029,IPC 420
FIR-001606,CT-002,IPC 379
FIR-001607,CT-007,IPC 323
FIR-001608,CT-027,IPC 307
FIR-001609,CT-011,IPC 468
FIR-001610,CT-031,IPC 406
FIR-001611,CT-007,IPC 323
FIR-001612,CT-007,IPC 323
FIR-001613,CT-027,IPC 307
FIR-001614,CT-024,IPC 379
FIR-001615,CT-018,IPC 427
FIR-001616,CT-042,IPC 457
FIR-001617,CT-039,IPC 66D (IT Act)
FIR-001618,CT-008,IPC 325
FIR-001619,CT-014,IPC 498A
FIR-001620,CT-007,IPC 323
FIR-001621,CT-027,IPC 307
FIR-001622,CT-031,IPC 406
FIR-001623,CT-012,IPC 66C
FIR-001624,CT-008,IPC 325
FIR-001625,CT-006,IPC 454
FIR-001626,CT-022,IPC 379
FIR-001627,CT-011,IPC 468
FIR-001628,CT-002,IPC 379
FIR-001629,CT-030,IPC 138 (NI Act)
FIR-001630,CT-034,IPC 393
FIR-001631,CT-027,IPC 307
FIR-001632,CT-022,IPC 379
FIR-001633,CT-023,IPC 379
FIR-001634,CT-022,IPC 379
FIR-001635,CT-022,IPC 379
FIR-001636,CT-014,IPC 498A
FIR-001637,CT-023,IPC 379
FIR-001638,CT-025,IPC 379
FIR-001639,CT-021,IPC 379
FIR-001640,CT-028,IPC 506
FIR-001641,CT-022,IPC 379
FIR-001642,CT-026,IPC 353
FIR-001643,CT-034,IPC 393
FIR-001644,CT-016,IPC 302
FIR-001645,CT-019,IPC 379
FIR-001646,CT-022,IPC 379
FIR-001647,CT-004,IPC 392
FIR-001648,CT-029,IPC 420
FIR-001649,CT-008,IPC 325
FIR-001650,CT-025,IPC 379
FIR-001651,CT-021,IPC 379
FIR-001652,CT-010,IPC 420
FIR-001653,CT-028,IPC 506
FIR-001654,CT-010,IPC 420
FIR-001655,CT-039,IPC 66D (IT Act)
FIR-001656,CT-005,IPC 395
FIR-001657,CT-032,IPC 392
FIR-001658,CT-021,IPC 379
FIR-001659,CT-035,IPC 498A
FIR-001660,CT-023,IPC 379
FIR-001661,CT-004,IPC 392
FIR-001662,CT-025,IPC 379
FIR-001663,CT-023,IPC 379
FIR-001664,CT-032,IPC 392
FIR-001665,CT-021,IPC 379
FIR-001666,CT-001,IPC 379
FIR-001667,CT-020,IPC 379
FIR-001668,CT-027,IPC 307
FIR-001669,CT-002,IPC 379
FIR-001670,CT-045,IPC 447
FIR-001671,CT-040,IPC 66D (IT Act)
FIR-001672,CT-004,IPC 392
FIR-001673,CT-031,IPC 406
FIR-001674,CT-011,IPC 468
FIR-001675,CT-027,IPC 307
FIR-001676,CT-006,IPC 454
FIR-001677,CT-023,IPC 379
FIR-001678,CT-020,IPC 379
FIR-001679,CT-039,IPC 66D (IT Act)
FIR-001680,CT-035,IPC 498A
FIR-001681,CT-031,IPC 406
FIR-001682,CT-022,IPC 379
FIR-001683,CT-020,IPC 379
FIR-001684,CT-010,IPC 420
FIR-001685,CT-026,BNS TBD - verify
FIR-001686,CT-005,BNS TBD - verify
FIR-001687,CT-040,BNS TBD - verify
FIR-001688,CT-019,BNS TBD - verify
FIR-001689,CT-011,BNS TBD - verify
FIR-001690,CT-038,BNS TBD - verify
FIR-001691,CT-027,BNS TBD - verify
FIR-001692,CT-033,BNS TBD - verify
FIR-001693,CT-023,BNS TBD - verify
FIR-001694,CT-020,BNS TBD - verify
FIR-001695,CT-022,BNS TBD - verify
FIR-001696,CT-003,BNS 304
FIR-001697,CT-037,BNS TBD - verify
FIR-001698,CT-034,BNS TBD - verify
FIR-001699,CT-010,BNS 318
FIR-001700,CT-030,BNS TBD - verify
FIR-001701,CT-022,BNS TBD - verify
FIR-001702,CT-044,BNS TBD - verify
FIR-001703,CT-031,BNS TBD - verify
FIR-001704,CT-043,BNS TBD - verify
FIR-001705,CT-003,BNS 304
FIR-001706,CT-021,BNS TBD - verify
FIR-001707,CT-024,BNS TBD - verify
FIR-001708,CT-015,BNS 80
FIR-001709,CT-021,BNS TBD - verify
FIR-001710,CT-030,BNS TBD - verify
FIR-001711,CT-011,BNS TBD - verify
FIR-001712,CT-005,BNS TBD - verify
FIR-001713,CT-022,BNS TBD - verify
FIR-001714,CT-028,BNS TBD - verify
FIR-001715,CT-002,BNS 303
FIR-001716,CT-010,BNS 318
FIR-001717,CT-002,BNS 303
FIR-001718,CT-029,BNS TBD - verify
FIR-001719,CT-001,BNS 303
FIR-001720,CT-021,BNS TBD - verify
FIR-001721,CT-041,IPC 354D
FIR-001722,CT-020,IPC 379
FIR-001723,CT-021,IPC 379
FIR-001724,CT-009,IPC 394
FIR-001725,CT-022,IPC 379
FIR-001726,CT-003,IPC 379
FIR-001727,CT-024,IPC 379
FIR-001728,CT-004,IPC 392
FIR-001729,CT-009,IPC 394
FIR-001730,CT-036,IPC 3
FIR-001731,CT-030,IPC 138 (NI Act)
FIR-001732,CT-027,IPC 307
FIR-001733,CT-024,IPC 379
FIR-001734,CT-020,IPC 379
FIR-001735,CT-027,IPC 307
FIR-001736,CT-020,IPC 379
FIR-001737,CT-044,IPC 268
FIR-001738,CT-019,IPC 379
FIR-001739,CT-022,IPC 379
FIR-001740,CT-019,IPC 379
FIR-001741,CT-014,IPC 498A
FIR-001742,CT-008,IPC 325
FIR-001743,CT-030,IPC 138 (NI Act)
FIR-001744,CT-023,IPC 379
FIR-001745,CT-007,IPC 323
FIR-001746,CT-011,IPC 468
FIR-001747,CT-012,IPC 66C
FIR-001748,CT-023,IPC 379
FIR-001749,CT-035,IPC 498A
FIR-001750,CT-043,IPC 458
FIR-001751,CT-001,IPC 379
FIR-001752,CT-036,IPC 3
FIR-001753,CT-014,IPC 498A
FIR-001754,CT-034,IPC 393
FIR-001755,CT-022,IPC 379
FIR-001756,CT-033,IPC 384
FIR-001757,CT-042,IPC 457
FIR-001758,CT-004,IPC 392
FIR-001759,CT-039,IPC 66D (IT Act)
FIR-001760,CT-010,IPC 420
FIR-001761,CT-006,IPC 454
FIR-001762,CT-022,IPC 379
FIR-001763,CT-025,IPC 379
FIR-001764,CT-008,IPC 325
FIR-001765,CT-021,IPC 379
FIR-001766,CT-004,IPC 392
FIR-001767,CT-026,IPC 353
FIR-001768,CT-042,IPC 457
FIR-001769,CT-019,IPC 379
FIR-001770,CT-015,IPC 304B
FIR-001771,CT-011,IPC 468
FIR-001772,CT-041,IPC 354D
FIR-001773,CT-027,IPC 307
FIR-001774,CT-027,IPC 307
FIR-001775,CT-022,IPC 379
FIR-001776,CT-035,IPC 498A
FIR-001777,CT-008,IPC 325
FIR-001778,CT-028,IPC 506
FIR-001779,CT-022,IPC 379
FIR-001780,CT-009,IPC 394
FIR-001781,CT-021,IPC 379
FIR-001782,CT-029,IPC 420
FIR-001783,CT-026,IPC 353
FIR-001784,CT-025,IPC 379
FIR-001785,CT-017,IPC 363
FIR-001786,CT-009,IPC 394
FIR-001787,CT-009,IPC 394
FIR-001788,CT-021,IPC 379
FIR-001789,CT-026,IPC 353
FIR-001790,CT-009,IPC 394
FIR-001791,CT-020,IPC 379
FIR-001792,CT-027,IPC 307
FIR-001793,CT-003,IPC 379
FIR-001794,CT-025,IPC 379
FIR-001795,CT-009,IPC 394
FIR-001796,CT-031,IPC 406
FIR-001797,CT-034,IPC 393
FIR-001798,CT-001,IPC 379
FIR-001799,CT-005,IPC 395
FIR-001800,CT-021,IPC 379
FIR-001801,CT-027,IPC 307
FIR-001802,CT-026,IPC 353
FIR-001803,CT-027,IPC 307
FIR-001804,CT-033,IPC 384
FIR-001805,CT-022,IPC 379
FIR-001806,CT-028,IPC 506
FIR-001807,CT-027,IPC 307
FIR-001808,CT-005,IPC 395
FIR-001809,CT-018,IPC 427
FIR-001810,CT-029,IPC 420
FIR-001811,CT-030,IPC 138 (NI Act)
FIR-001812,CT-009,IPC 394
FIR-001813,CT-001,IPC 379
FIR-001814,CT-019,IPC 379
FIR-001815,CT-040,IPC 66D (IT Act)
FIR-001816,CT-002,IPC 379
FIR-001817,CT-029,IPC 420
FIR-001818,CT-020,IPC 379
FIR-001819,CT-003,IPC 379
FIR-001820,CT-030,IPC 138 (NI Act)
FIR-001821,CT-007,IPC 323
FIR-001822,CT-022,IPC 379
FIR-001823,CT-024,IPC 379
FIR-001824,CT-023,IPC 379
FIR-001825,CT-010,IPC 420
FIR-001826,CT-030,IPC 138 (NI Act)
FIR-001827,CT-028,IPC 506
FIR-001828,CT-045,IPC 447
FIR-001829,CT-009,IPC 394
FIR-001830,CT-010,IPC 420
FIR-001831,CT-011,IPC 468
FIR-001832,CT-031,IPC 406
FIR-001833,CT-007,IPC 323
FIR-001834,CT-041,IPC 354D
FIR-001835,CT-013,IPC 67A (IT Act)
FIR-001836,CT-024,IPC 379
FIR-001837,CT-020,IPC 379
FIR-001838,CT-012,IPC 66C
FIR-001839,CT-025,IPC 379
FIR-001840,CT-007,IPC 323
FIR-001841,CT-025,IPC 379
FIR-001842,CT-001,IPC 379
FIR-001843,CT-025,IPC 379
FIR-001844,CT-015,IPC 304B
FIR-001845,CT-029,IPC 420
FIR-001846,CT-019,IPC 379
FIR-001847,CT-025,IPC 379
FIR-001848,CT-034,IPC 393
FIR-001849,CT-023,IPC 379
FIR-001850,CT-043,IPC 458
FIR-001851,CT-023,IPC 379
FIR-001852,CT-007,IPC 323
FIR-001853,CT-020,IPC 379
FIR-001854,CT-030,IPC 138 (NI Act)
FIR-001855,CT-012,IPC 66C
FIR-001856,CT-021,IPC 379
FIR-001857,CT-026,IPC 353
FIR-001858,CT-019,IPC 379
FIR-001859,CT-033,IPC 384
FIR-001860,CT-012,IPC 66C
FIR-001861,CT-005,IPC 395
FIR-001862,CT-021,IPC 379
FIR-001863,CT-007,IPC 323
FIR-001864,CT-037,IPC 498A
FIR-001865,CT-007,IPC 323
FIR-001866,CT-007,IPC 323
FIR-001867,CT-002,IPC 379
FIR-001868,CT-017,IPC 363
FIR-001869,CT-005,IPC 395
FIR-001870,CT-026,IPC 353
FIR-001871,CT-027,IPC 307
FIR-001872,CT-028,IPC 506
FIR-001873,CT-021,IPC 379
FIR-001874,CT-031,IPC 406
FIR-001875,CT-001,IPC 379
FIR-001876,CT-033,IPC 384
FIR-001877,CT-001,IPC 379
FIR-001878,CT-031,IPC 406
FIR-001879,CT-034,IPC 393
FIR-001880,CT-019,IPC 379
FIR-001881,CT-027,IPC 307
FIR-001882,CT-022,IPC 379
FIR-001883,CT-032,IPC 392
FIR-001884,CT-022,IPC 379
FIR-001885,CT-041,IPC 354D
FIR-001886,CT-028,IPC 506
FIR-001887,CT-023,IPC 379
FIR-001888,CT-026,IPC 353
FIR-001889,CT-030,IPC 138 (NI Act)
FIR-001890,CT-045,IPC 447
FIR-001891,CT-020,IPC 379
FIR-001892,CT-017,IPC 363
FIR-001893,CT-009,IPC 394
FIR-001894,CT-018,IPC 427
FIR-001895,CT-021,IPC 379
FIR-001896,CT-007,IPC 323
FIR-001897,CT-027,IPC 307
FIR-001898,CT-010,IPC 420
FIR-001899,CT-033,IPC 384
FIR-001900,CT-020,IPC 379
FIR-001901,CT-024,BNS TBD - verify
FIR-001902,CT-020,BNS TBD - verify
FIR-001903,CT-008,BNS TBD - verify
FIR-001904,CT-039,BNS TBD - verify
FIR-001905,CT-015,BNS 80
FIR-001906,CT-009,BNS 296
FIR-001907,CT-027,BNS TBD - verify
FIR-001908,CT-020,BNS TBD - verify
FIR-001909,CT-009,BNS 296
FIR-001910,CT-001,BNS 303
FIR-001911,CT-022,BNS TBD - verify
FIR-001912,CT-006,BNS 331 (verify)
FIR-001913,CT-005,BNS TBD - verify
FIR-001914,CT-012,BNS 66C
FIR-001915,CT-011,BNS TBD - verify
FIR-001916,CT-024,BNS TBD - verify
FIR-001917,CT-010,BNS 318
FIR-001918,CT-038,BNS TBD - verify
FIR-001919,CT-019,BNS TBD - verify
FIR-001920,CT-027,BNS TBD - verify
FIR-001921,CT-026,BNS TBD - verify
FIR-001922,CT-003,BNS 304
FIR-001923,CT-021,BNS TBD - verify
FIR-001924,CT-011,BNS TBD - verify
FIR-001925,CT-029,BNS TBD - verify
FIR-001926,CT-008,BNS TBD - verify
FIR-001927,CT-025,BNS TBD - verify
FIR-001928,CT-021,BNS TBD - verify
FIR-001929,CT-005,BNS TBD - verify
FIR-001930,CT-024,BNS TBD - verify
FIR-001931,CT-019,BNS TBD - verify
FIR-001932,CT-029,BNS TBD - verify
FIR-001933,CT-004,BNS TBD - verify
FIR-001934,CT-028,BNS TBD - verify
FIR-001935,CT-005,BNS TBD - verify
FIR-001936,CT-029,BNS TBD - verify
FIR-001937,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-001938,CT-034,BNS TBD - verify
FIR-001939,CT-038,BNS TBD - verify
FIR-001940,CT-022,BNS TBD - verify
FIR-001941,CT-009,BNS 296
FIR-001942,CT-042,BNS TBD - verify
FIR-001943,CT-020,BNS TBD - verify
FIR-001944,CT-006,BNS 331 (verify)
FIR-001945,CT-010,BNS 318
FIR-001946,CT-001,BNS 303
FIR-001947,CT-031,BNS TBD - verify
FIR-001948,CT-022,BNS TBD - verify
FIR-001949,CT-023,BNS TBD - verify
FIR-001950,CT-027,BNS TBD - verify
FIR-001951,CT-033,BNS TBD - verify
FIR-001952,CT-019,BNS TBD - verify
FIR-001953,CT-020,BNS TBD - verify
FIR-001954,CT-022,BNS TBD - verify
FIR-001955,CT-003,BNS 304
FIR-001956,CT-026,BNS TBD - verify
FIR-001957,CT-019,BNS TBD - verify
FIR-001958,CT-041,BNS TBD - verify
FIR-001959,CT-021,BNS TBD - verify
FIR-001960,CT-014,BNS 85
FIR-001961,CT-020,BNS TBD - verify
FIR-001962,CT-026,BNS TBD - verify
FIR-001963,CT-021,BNS TBD - verify
FIR-001964,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-001965,CT-019,BNS TBD - verify
FIR-001966,CT-022,BNS TBD - verify
FIR-001967,CT-044,BNS TBD - verify
FIR-001968,CT-020,BNS TBD - verify
FIR-001969,CT-002,BNS 303
FIR-001970,CT-010,BNS 318
FIR-001971,CT-023,BNS TBD - verify
FIR-001972,CT-010,BNS 318
FIR-001973,CT-010,BNS 318
FIR-001974,CT-023,BNS TBD - verify
FIR-001975,CT-028,BNS TBD - verify
FIR-001976,CT-033,BNS TBD - verify
FIR-001977,CT-005,BNS TBD - verify
FIR-001978,CT-028,BNS TBD - verify
FIR-001979,CT-020,BNS TBD - verify
FIR-001980,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-001981,CT-025,IPC 379
FIR-001982,CT-040,IPC 66D (IT Act)
FIR-001983,CT-007,IPC 323
FIR-001984,CT-027,IPC 307
FIR-001985,CT-019,IPC 379
FIR-001986,CT-010,IPC 420
FIR-001987,CT-007,IPC 323
FIR-001988,CT-008,IPC 325
FIR-001989,CT-002,IPC 379
FIR-001990,CT-023,IPC 379
FIR-001991,CT-022,IPC 379
FIR-001992,CT-019,IPC 379
FIR-001993,CT-030,IPC 138 (NI Act)
FIR-001994,CT-044,IPC 268
FIR-001995,CT-014,IPC 498A
FIR-001996,CT-034,IPC 393
FIR-001997,CT-025,IPC 379
FIR-001998,CT-019,IPC 379
FIR-001999,CT-019,IPC 379
FIR-002000,CT-005,IPC 395
FIR-002001,CT-028,IPC 506
FIR-002002,CT-015,IPC 304B
FIR-002003,CT-030,IPC 138 (NI Act)
FIR-002004,CT-022,IPC 379
FIR-002005,CT-034,IPC 393
FIR-002006,CT-003,IPC 379
FIR-002007,CT-016,IPC 302
FIR-002008,CT-024,IPC 379
FIR-002009,CT-001,IPC 379
FIR-002010,CT-030,IPC 138 (NI Act)
FIR-002011,CT-008,IPC 325
FIR-002012,CT-021,IPC 379
FIR-002013,CT-019,IPC 379
FIR-002014,CT-026,IPC 353
FIR-002015,CT-034,IPC 393
FIR-002016,CT-024,IPC 379
FIR-002017,CT-030,IPC 138 (NI Act)
FIR-002018,CT-021,IPC 379
FIR-002019,CT-025,IPC 379
FIR-002020,CT-009,IPC 394
FIR-002021,CT-025,IPC 379
FIR-002022,CT-005,IPC 395
FIR-002023,CT-021,IPC 379
FIR-002024,CT-021,IPC 379
FIR-002025,CT-008,IPC 325
FIR-002026,CT-014,IPC 498A
FIR-002027,CT-022,IPC 379
FIR-002028,CT-043,IPC 458
FIR-002029,CT-001,IPC 379
FIR-002030,CT-001,IPC 379
FIR-002031,CT-024,IPC 379
FIR-002032,CT-030,IPC 138 (NI Act)
FIR-002033,CT-019,IPC 379
FIR-002034,CT-019,IPC 379
FIR-002035,CT-001,IPC 379
FIR-002036,CT-019,IPC 379
FIR-002037,CT-006,IPC 454
FIR-002038,CT-005,IPC 395
FIR-002039,CT-005,IPC 395
FIR-002040,CT-011,IPC 468
FIR-002041,CT-030,IPC 138 (NI Act)
FIR-002042,CT-002,IPC 379
FIR-002043,CT-001,IPC 379
FIR-002044,CT-042,IPC 457
FIR-002045,CT-043,IPC 458
FIR-002046,CT-022,IPC 379
FIR-002047,CT-039,IPC 66D (IT Act)
FIR-002048,CT-006,IPC 454
FIR-002049,CT-022,IPC 379
FIR-002050,CT-002,IPC 379
FIR-002051,CT-015,IPC 304B
FIR-002052,CT-022,IPC 379
FIR-002053,CT-012,IPC 66C
FIR-002054,CT-019,IPC 379
FIR-002055,CT-033,IPC 384
FIR-002056,CT-019,IPC 379
FIR-002057,CT-023,IPC 379
FIR-002058,CT-025,IPC 379
FIR-002059,CT-039,IPC 66D (IT Act)
FIR-002060,CT-001,IPC 379
FIR-002061,CT-039,IPC 66D (IT Act)
FIR-002062,CT-020,IPC 379
FIR-002063,CT-010,IPC 420
FIR-002064,CT-020,IPC 379
FIR-002065,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-002066,CT-028,BNS TBD - verify
FIR-002067,CT-042,BNS TBD - verify
FIR-002068,CT-011,BNS TBD - verify
FIR-002069,CT-024,BNS TBD - verify
FIR-002070,CT-033,BNS TBD - verify
FIR-002071,CT-019,BNS TBD - verify
FIR-002072,CT-020,BNS TBD - verify
FIR-002073,CT-020,BNS TBD - verify
FIR-002074,CT-022,BNS TBD - verify
FIR-002075,CT-034,BNS TBD - verify
FIR-002076,CT-005,BNS TBD - verify
FIR-002077,CT-022,BNS TBD - verify
FIR-002078,CT-040,BNS TBD - verify
FIR-002079,CT-001,BNS 303
FIR-002080,CT-007,BNS TBD - verify
FIR-002081,CT-011,BNS TBD - verify
FIR-002082,CT-005,BNS TBD - verify
FIR-002083,CT-035,BNS TBD - verify
FIR-002084,CT-007,BNS TBD - verify
FIR-002085,CT-024,BNS TBD - verify
FIR-002086,CT-012,BNS 66C
FIR-002087,CT-026,BNS TBD - verify
FIR-002088,CT-001,BNS 303
FIR-002089,CT-008,BNS TBD - verify
FIR-002090,CT-001,BNS 303
FIR-002091,CT-006,BNS 331 (verify)
FIR-002092,CT-043,BNS TBD - verify
FIR-002093,CT-002,BNS 303
FIR-002094,CT-002,BNS 303
FIR-002095,CT-024,BNS TBD - verify
FIR-002096,CT-040,BNS TBD - verify
FIR-002097,CT-010,BNS 318
FIR-002098,CT-040,BNS TBD - verify
FIR-002099,CT-010,BNS 318
FIR-002100,CT-019,BNS TBD - verify
FIR-002101,CT-039,IPC 66D (IT Act)
FIR-002102,CT-029,IPC 420
FIR-002103,CT-011,IPC 468
FIR-002104,CT-015,IPC 304B
FIR-002105,CT-010,IPC 420
FIR-002106,CT-021,IPC 379
FIR-002107,CT-033,IPC 384
FIR-002108,CT-032,IPC 392
FIR-002109,CT-038,IPC 66C (IT Act)
FIR-002110,CT-025,IPC 379
FIR-002111,CT-007,IPC 323
FIR-002112,CT-021,IPC 379
FIR-002113,CT-015,IPC 304B
FIR-002114,CT-023,IPC 379
FIR-002115,CT-009,IPC 394
FIR-002116,CT-032,IPC 392
FIR-002117,CT-004,IPC 392
FIR-002118,CT-004,IPC 392
FIR-002119,CT-014,IPC 498A
FIR-002120,CT-025,IPC 379
FIR-002121,CT-005,IPC 395
FIR-002122,CT-022,IPC 379
FIR-002123,CT-009,IPC 394
FIR-002124,CT-006,IPC 454
FIR-002125,CT-036,IPC 3
FIR-002126,CT-026,IPC 353
FIR-002127,CT-032,IPC 392
FIR-002128,CT-024,IPC 379
FIR-002129,CT-041,IPC 354D
FIR-002130,CT-003,IPC 379
FIR-002131,CT-030,IPC 138 (NI Act)
FIR-002132,CT-019,IPC 379
FIR-002133,CT-022,IPC 379
FIR-002134,CT-022,IPC 379
FIR-002135,CT-026,IPC 353
FIR-002136,CT-014,IPC 498A
FIR-002137,CT-040,IPC 66D (IT Act)
FIR-002138,CT-025,IPC 379
FIR-002139,CT-001,IPC 379
FIR-002140,CT-003,IPC 379
FIR-002141,CT-036,IPC 3
FIR-002142,CT-034,IPC 393
FIR-002143,CT-019,IPC 379
FIR-002144,CT-012,IPC 66C
FIR-002145,CT-022,IPC 379
FIR-002146,CT-001,IPC 379
FIR-002147,CT-024,IPC 379
FIR-002148,CT-030,IPC 138 (NI Act)
FIR-002149,CT-031,IPC 406
FIR-002150,CT-035,IPC 498A
FIR-002151,CT-029,IPC 420
FIR-002152,CT-043,IPC 458
FIR-002153,CT-003,IPC 379
