accused_id,vehicle_id,ownership_type,link_fir_id
ACC-03722,VEH-00813,used,FIR-003334
ACC-04248,VEH-01240,registered,FIR-001452
ACC-02387,VEH-00780,registered,FIR-002571
ACC-00785,VEH-00257,registered,FIR-003340
ACC-02545,VEH-01284,registered,FIR-001874
ACC-02613,VEH-00034,used,FIR-003670
ACC-03461,VEH-00210,registered,FIR-000624
ACC-02008,VEH-00518,used,FIR-002844
ACC-02864,VEH-00236,registered,FIR-001189
ACC-02600,VEH-01170,used,FIR-001069
ACC-02345,VEH-00552,registered,FIR-002583
ACC-00849,VEH-00389,registered,FIR-002333
ACC-03160,VEH-00043,used,FIR-001285
ACC-04394,VEH-01019,used,FIR-001901
ACC-00507,VEH-00291,registered,FIR-003341
ACC-04356,VEH-00404,used,FIR-002619
ACC-01909,VEH-00819,registered,FIR-000307
ACC-01714,VEH-00220,registered,FIR-001560
ACC-01689,VEH-00030,registered,FIR-000642
ACC-03952,VEH-00685,registered,FIR-003232
ACC-02732,VEH-00927,used,FIR-002711
ACC-03768,VEH-00018,registered,FIR-002620
ACC-04017,VEH-00419,registered,FIR-001216
ACC-04166,VEH-01031,registered,FIR-000903
ACC-01144,VEH-00943,registered,FIR-000572
ACC-04338,VEH-00536,registered,FIR-001408
ACC-00605,VEH-00632,registered,FIR-001793
ACC-00591,VEH-00319,registered,FIR-000944
ACC-02744,VEH-00084,registered,FIR-003002
ACC-02137,VEH-00576,registered,FIR-001068
ACC-03452,VEH-00663,registered,FIR-003115
ACC-00047,VEH-00157,registered,FIR-002226
ACC-00967,VEH-00402,registered,FIR-002572
ACC-03841,VEH-00295,registered,FIR-003587
ACC-00075,VEH-00181,registered,FIR-000396
ACC-03697,VEH-00591,registered,FIR-001888
ACC-02990,VEH-00888,registered,FIR-003578
ACC-00721,VEH-00014,used,FIR-001580
ACC-04306,VEH-00603,registered,FIR-000583
ACC-03464,VEH-00794,used,FIR-000032
ACC-00609,VEH-00001,registered,FIR-003092
ACC-01396,VEH-01017,registered,FIR-003038
ACC-00490,VEH-01245,registered,FIR-002522
ACC-03667,VEH-00245,registered,FIR-000801
ACC-02829,VEH-00362,registered,FIR-001855
ACC-03009,VEH-00710,registered,FIR-000868
ACC-01937,VEH-00454,registered,FIR-001406
ACC-02287,VEH-00492,registered,FIR-002132
ACC-03236,VEH-01126,registered,FIR-000897
ACC-03918,VEH-00646,registered,FIR-000913
ACC-02514,VEH-00935,registered,FIR-000513
ACC-02585,VEH-00898,registered,FIR-000508
ACC-00187,VEH-00728,registered,FIR-000895
ACC-02230,VEH-00833,used,FIR-003433
ACC-01056,VEH-01221,used,FIR-001331
ACC-01340,VEH-00524,registered,FIR-002885
ACC-01943,VEH-00434,registered,FIR-001065
ACC-01860,VEH-01164,registered,FIR-002879
ACC-01441,VEH-01255,registered,FIR-001836
ACC-00603,VEH-00916,registered,FIR-003655
ACC-03798,VEH-01220,registered,FIR-000794
ACC-03603,VEH-00383,registered,FIR-001011
ACC-00830,VEH-01231,registered,FIR-003090
ACC-03818,VEH-00078,registered,FIR-000153
ACC-02127,VEH-00861,used,FIR-001118
ACC-02874,VEH-00083,registered,FIR-002219
ACC-00225,VEH-00856,used,FIR-001791
ACC-04429,VEH-00667,registered,FIR-001150
ACC-03316,VEH-00912,registered,FIR-003097
ACC-03965,VEH-01086,registered,FIR-003213
ACC-03573,VEH-00026,registered,FIR-002007
ACC-04130,VEH-01101,registered,FIR-003553
ACC-02376,VEH-01226,registered,FIR-001679
ACC-03915,VEH-00655,used,FIR-001443
ACC-01683,VEH-00609,used,FIR-001542
ACC-04009,VEH-01205,registered,FIR-002247
ACC-00606,VEH-00458,registered,FIR-002670
ACC-00973,VEH-00979,registered,FIR-001136
ACC-00684,VEH-01020,registered,FIR-001189
ACC-01963,VEH-01011,registered,FIR-002264
ACC-04446,VEH-00322,registered,FIR-002972
ACC-00008,VEH-00148,registered,FIR-000955
ACC-02205,VEH-01103,registered,FIR-002677
ACC-02837,VEH-01141,registered,FIR-002019
ACC-00835,VEH-00528,used,FIR-003157
ACC-03673,VEH-00208,registered,FIR-000306
ACC-00098,VEH-00510,registered,FIR-003682
ACC-00208,VEH-00749,used,FIR-003039
ACC-02591,VEH-00376,registered,FIR-002391
ACC-03177,VEH-00769,registered,FIR-001031
ACC-02374,VEH-01039,registered,FIR-001257
ACC-03487,VEH-00075,registered,FIR-002667
ACC-02769,VEH-00269,registered,FIR-002257
ACC-04303,VEH-00314,registered,FIR-001190
ACC-01444,VEH-00334,registered,FIR-002398
ACC-04353,VEH-00331,registered,FIR-001503
ACC-03581,VEH-00411,registered,FIR-003460
ACC-01533,VEH-00332,registered,FIR-000195
ACC-03871,VEH-00514,registered,FIR-002170
ACC-00855,VEH-00292,registered,FIR-002019
ACC-03978,VEH-00121,registered,FIR-000032
ACC-04088,VEH-01023,used,FIR-000064
ACC-02460,VEH-00827,registered,FIR-001286
ACC-04453,VEH-01134,used,FIR-000467
ACC-01768,VEH-00623,registered,FIR-000387
ACC-00753,VEH-00717,used,FIR-001075
ACC-03196,VEH-00459,registered,FIR-001646
ACC-00057,VEH-00170,registered,FIR-002227
ACC-01400,VEH-01105,registered,FIR-002510
ACC-01372,VEH-00447,registered,FIR-001829
ACC-01663,VEH-00800,used,FIR-001383
ACC-03004,VEH-00752,registered,FIR-003140
ACC-03521,VEH-00330,registered,FIR-001759
ACC-02560,VEH-00453,registered,FIR-000672
ACC-01369,VEH-00879,registered,FIR-002359
ACC-03926,VEH-00917,registered,FIR-000916
ACC-00455,VEH-01092,registered,FIR-002015
ACC-01402,VEH-01263,registered,FIR-001781
ACC-02362,VEH-00869,registered,FIR-002665
ACC-03800,VEH-01083,used,FIR-003201
ACC-01442,VEH-00809,registered,FIR-000024
ACC-01831,VEH-00515,used,FIR-000623
ACC-03632,VEH-01033,registered,FIR-003637
ACC-03122,VEH-00656,registered,FIR-002010
ACC-03114,VEH-01190,registered,FIR-003585
ACC-03616,VEH-00064,registered,FIR-000640
ACC-01299,VEH-00202,used,FIR-002586
ACC-01224,VEH-01231,registered,FIR-003477
ACC-04146,VEH-00078,registered,FIR-001672
ACC-01517,VEH-00861,registered,FIR-000016
ACC-03928,VEH-00083,registered,FIR-003391
ACC-00533,VEH-00856,registered,FIR-000492
ACC-02252,VEH-00667,used,FIR-000704
ACC-02070,VEH-00912,registered,FIR-001904
ACC-00615,VEH-01086,registered,FIR-002375
ACC-00199,VEH-00026,registered,FIR-001319
ACC-02557,VEH-01101,registered,FIR-003021
ACC-03886,VEH-01226,used,FIR-003338
ACC-00749,VEH-00655,registered,FIR-000648
ACC-03087,VEH-00609,registered,FIR-002042
ACC-01123,VEH-01205,registered,FIR-002757
ACC-01331,VEH-00458,registered,FIR-003283
ACC-03345,VEH-00979,registered,FIR-001583
ACC-04365,VEH-01020,registered,FIR-000959
ACC-00091,VEH-01011,registered,FIR-002515
ACC-02756,VEH-00322,registered,FIR-001871
ACC-00657,VEH-00148,used,FIR-001375
ACC-03360,VEH-01103,registered,FIR-002540
ACC-02149,VEH-01141,registered,FIR-000280
ACC-00756,VEH-00528,registered,FIR-002796
ACC-04319,VEH-00208,registered,FIR-001650
ACC-02997,VEH-00510,registered,FIR-000059
ACC-00802,VEH-00749,used,FIR-002172
ACC-01464,VEH-00376,used,FIR-002795
ACC-00547,VEH-00769,registered,FIR-001705
ACC-00371,VEH-01039,registered,FIR-000352
ACC-01525,VEH-00075,registered,FIR-001044
ACC-02022,VEH-00269,registered,FIR-000968
ACC-02422,VEH-00314,registered,FIR-001305
ACC-03072,VEH-00334,used,FIR-001454
ACC-04435,VEH-00331,registered,FIR-003296
ACC-01365,VEH-00411,registered,FIR-001428
ACC-03057,VEH-00332,registered,FIR-002318
ACC-00509,VEH-00514,registered,FIR-000170
ACC-04142,VEH-00292,registered,FIR-003161
